"County","SiteName","Grade","# Documentation Required (Adjusted Enrollment)","# Vaccinated DTaP/Tdap","% Vaccinated DTaP/Tdap","# Vaccinated Polio","% Vaccinated Polio","# Vaccinated Varicella","% Vaccinated Varicella","# Vaccinated MMR1","% Vaccinated Mumps/Rubella","# Vaccinated Measles","% Vaccinated Measles","# Vaccinated HepB","% Vaccinated HepB","# Requiring HepA","# Vaccinated HepA","% Vaccinated HepA","# with all vaccines required","% with all vaccines required","# Nonmedical Exemptions Any Vaccines","% Nonmedical Exemptions Any Vaccines","# Exemption DTaP/Tdap","% Exemption DTaP/Tdap","# Exemption Polio","% Exemption Polio","# Exemption Varicella","% Exemption Varicella","# Exemption Measles","% Exemption Measles","# Exemption Mumps","% Exemption Mumps","# Exemption Rubella","% Exemption Rubella","# Exemption HepB","% Exemption HepB","# Exemption HepA","% Exemption HepA","# Nonmedical Exemptions All Vaccines","% Nonmedical Exemptions All Vaccines","# No Record","% No Record","# w/ Medical Exemption(s)","% w/ Medical Exemption(s)","# Not Counted","site","lon","lat"
"Baker","BAKER  HIGH SCHOOL","FULL SCHOOL GRADES K-12","436",422,0.967889908256881,425,0.974770642201835,425,0.974770642201835,424,0.972477064220184,423,0.970183486238532,426,0.977064220183486,"212",203,0.957547169811321,417,0.956422018348624,14,0.0321100917431193,10,0.0229357798165138,9,0.0206422018348624,10,0.0229357798165138,12,0.0275229357798165,11,0.0252293577981651,11,0.0252293577981651,9,0.0206422018348624,4,0.0188679245283019,8,0.018348623853211,0,0,2,0.00458715596330275,0,"BAKER  HIGH SCHOOL, Baker County, OR",-117.8365918,44.7868335
"Baker","BAKER MIDDLE SCHOOL","FULL SCHOOL GRADES K-12","259",240,0.926640926640927,251,0.969111969111969,253,0.976833976833977,253,0.976833976833977,251,0.969111969111969,254,0.980694980694981,"259",249,0.961389961389961,238,0.918918918918919,14,0.0540540540540541,13,0.0501930501930502,5,0.0193050193050193,5,0.0193050193050193,5,0.0193050193050193,5,0.0193050193050193,5,0.0193050193050193,4,0.0154440154440154,6,0.0231660231660232,4,0.0154440154440154,0,0,1,0.00386100386100386,0,"BAKER MIDDLE SCHOOL, Baker County, OR",-117.8348594,44.7773595
"Baker","BAKER VALLEY SEVENTH-DAY ADVENTIST SCHOOL","FULL SCHOOL GRADES K-12","15",12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,"15",12,0.8,12,0.8,3,0.2,3,0.2,3,0.2,3,0.2,3,0.2,3,0.2,3,0.2,3,0.2,3,0.2,3,0.2,0,0,0,0,0,"BAKER VALLEY SEVENTH-DAY ADVENTIST SCHOOL, Baker County, OR",-117.8221626,44.7748749
"Baker","BROOKLYN ELEMENTARY SCHOOL","FULL SCHOOL GRADES K-12","430",400,0.930232558139535,401,0.932558139534884,408,0.948837209302326,409,0.951162790697674,402,0.934883720930233,406,0.944186046511628,"430",401,0.932558139534884,396,0.92093023255814,26,0.0604651162790698,26,0.0604651162790698,25,0.0581395348837209,22,0.0511627906976744,25,0.0581395348837209,21,0.0488372093023256,21,0.0488372093023256,22,0.0511627906976744,24,0.0558139534883721,20,0.0465116279069767,0,0,1,0.00232558139534884,0,"BROOKLYN ELEMENTARY SCHOOL, Baker County, OR",-117.8210514,44.7776526
"Baker","BURNT RIVER SCHOOL DISTRICT","FULL SCHOOL GRADES K-12","40",33,0.825,37,0.925,38,0.95,38,0.95,37,0.925,38,0.95,"32",24,0.75,31,0.775,9,0.225,7,0.175,3,0.075,2,0.05,3,0.075,2,0.05,2,0.05,2,0.05,2,0.0625,2,0.05,0,0,0,0,13,"BURNT RIVER SCHOOL DISTRICT, Baker County, OR",-118.1932268,44.4404929
"Baker","EAGLE CAP HIGH SCHOOL","FULL SCHOOL GRADES K-12","18",18,1,18,1,18,1,18,1,18,1,18,1,"<10",NA,NA,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,"EAGLE CAP HIGH SCHOOL, Baker County, OR",-117.8340316,44.7778187
"Baker","HAINES ELEMENTARY SCHOOL","FULL SCHOOL GRADES K-12","155",148,0.954838709677419,149,0.961290322580645,146,0.941935483870968,147,0.948387096774194,147,0.948387096774194,147,0.948387096774194,"155",147,0.948387096774194,145,0.935483870967742,10,0.0645161290322581,7,0.0451612903225806,6,0.0387096774193548,9,0.0580645161290323,8,0.0516129032258065,8,0.0516129032258065,8,0.0516129032258065,8,0.0516129032258065,8,0.0516129032258065,6,0.0387096774193548,0,0,0,0,0,"HAINES ELEMENTARY SCHOOL, Baker County, OR",-117.9343325,44.9140896
"Baker","HARVEST CHRISTIAN ACADEMY","FULL SCHOOL GRADES K-12","88",77,0.875,79,0.897727272727273,79,0.897727272727273,79,0.897727272727273,79,0.897727272727273,77,0.875,"79",68,0.860759493670886,75,0.852272727272727,13,0.147727272727273,11,0.125,9,0.102272727272727,9,0.102272727272727,9,0.102272727272727,9,0.102272727272727,9,0.102272727272727,11,0.125,9,0.113924050632911,9,0.102272727272727,0,0,0,0,0,"HARVEST CHRISTIAN ACADEMY, Baker County, OR",-117.8136907,44.793828
"Baker","HUNTINGTON SCHOOL DISTRICT 16J","FULL SCHOOL GRADES K-12","102",94,0.92156862745098,95,0.931372549019608,96,0.941176470588235,96,0.941176470588235,95,0.931372549019608,98,0.96078431372549,"81",65,0.802469135802469,80,0.784313725490196,2,0.0196078431372549,2,0.0196078431372549,1,0.00980392156862745,0,0,2,0.0196078431372549,0,0,0,0,0,0,1,0.0123456790123457,0,0,0,0,0,0,0,"HUNTINGTON SCHOOL DISTRICT 16J, Baker County, OR",-117.3680555,44.4071743
"Baker","KEATING ELEMENTARY SCHOOL","FULL SCHOOL GRADES K-12","28",24,0.857142857142857,24,0.857142857142857,24,0.857142857142857,24,0.857142857142857,24,0.857142857142857,25,0.892857142857143,"28",24,0.857142857142857,24,0.857142857142857,4,0.142857142857143,4,0.142857142857143,4,0.142857142857143,4,0.142857142857143,4,0.142857142857143,4,0.142857142857143,4,0.142857142857143,3,0.107142857142857,4,0.142857142857143,3,0.107142857142857,0,0,0,0,0,"KEATING ELEMENTARY SCHOOL, Baker County, OR",-117.8339958,44.7776776
"Baker","PINE EAGLE CHARTER SCHOOL","FULL SCHOOL GRADES K-12","205",191,0.931707317073171,186,0.907317073170732,190,0.926829268292683,187,0.91219512195122,187,0.91219512195122,194,0.946341463414634,"185",167,0.902702702702703,182,0.88780487804878,22,0.107317073170732,17,0.0829268292682927,21,0.102439024390244,18,0.0878048780487805,20,0.0975609756097561,20,0.0975609756097561,20,0.0975609756097561,17,0.0829268292682927,5,0.027027027027027,14,0.0682926829268293,0,0,1,0.0048780487804878,0,"PINE EAGLE CHARTER SCHOOL, Baker County, OR",-117.1155465,44.8824942
"Baker","SOUTH BAKER INTERMEDIATE","FULL SCHOOL GRADES K-12","371",354,0.954177897574124,351,0.946091644204852,355,0.956873315363881,354,0.954177897574124,353,0.951482479784367,355,0.956873315363881,"371",352,0.948787061994609,349,0.940700808625337,20,0.0539083557951483,16,0.0431266846361186,19,0.0512129380053908,18,0.0485175202156334,18,0.0485175202156334,17,0.045822102425876,17,0.045822102425876,15,0.0404312668463612,16,0.0431266846361186,13,0.0350404312668464,0,0,0,0,0,"SOUTH BAKER INTERMEDIATE, Baker County, OR",-117.8330666,44.7703242
"Benton","Adams Elementary School","FULL SCHOOL GRADES K-12","446",433,0.97085201793722,435,0.975336322869955,437,0.979820627802691,437,0.979820627802691,436,0.977578475336323,435,0.975336322869955,"446",433,0.97085201793722,427,0.957399103139013,11,0.0246636771300448,9,0.0201793721973094,10,0.0224215246636771,8,0.0179372197309417,9,0.0201793721973094,8,0.0179372197309417,8,0.0179372197309417,8,0.0179372197309417,10,0.0224215246636771,8,0.0179372197309417,1,0.00224215246636771,0,0,2,"Adams Elementary School, Benton County, OR",-123.288285,44.5514848
"Benton","Alsea Elementary School","FULL SCHOOL GRADES K-12","97",83,0.855670103092783,83,0.855670103092783,90,0.927835051546392,88,0.907216494845361,81,0.835051546391753,91,0.938144329896907,"97",87,0.896907216494845,80,0.824742268041237,14,0.144329896907216,12,0.123711340206186,13,0.134020618556701,6,0.0618556701030928,14,0.144329896907216,8,0.0824742268041237,8,0.0824742268041237,6,0.0618556701030928,10,0.103092783505155,5,0.0515463917525773,0,0,2,0.0206185567010309,0,"Alsea Elementary School, Benton County, OR",-123.5946877,44.3807746
"Benton","Alsea Middle School and High School","FULL SCHOOL GRADES K-12","210",190,0.904761904761905,195,0.928571428571429,199,0.947619047619048,200,0.952380952380952,194,0.923809523809524,197,0.938095238095238,"135",125,0.925925925925926,187,0.89047619047619,15,0.0714285714285714,14,0.0666666666666667,11,0.0523809523809524,9,0.0428571428571429,12,0.0571428571428571,8,0.0380952380952381,8,0.0380952380952381,9,0.0428571428571429,8,0.0592592592592593,8,0.0380952380952381,3,0.0142857142857143,0,0,0,"Alsea Middle School and High School, Benton County, OR",-123.5946877,44.3807746
"Benton","Ashbrook Independent School","FULL SCHOOL GRADES K-12","148",144,0.972972972972973,144,0.972972972972973,146,0.986486486486487,144,0.972972972972973,144,0.972972972972973,141,0.952702702702703,"148",143,0.966216216216216,139,0.939189189189189,6,0.0405405405405405,4,0.027027027027027,4,0.027027027027027,4,0.027027027027027,5,0.0337837837837838,5,0.0337837837837838,5,0.0337837837837838,5,0.0337837837837838,5,0.0337837837837838,2,0.0135135135135135,0,0,1,0.00675675675675676,0,"Ashbrook Independent School, Benton County, OR",-123.293973,44.551473
"Benton","Blodgett Elementary School","FULL SCHOOL GRADES K-12","32",29,0.90625,27,0.84375,27,0.84375,27,0.84375,27,0.84375,27,0.84375,"32",27,0.84375,27,0.84375,5,0.15625,3,0.09375,5,0.15625,5,0.15625,5,0.15625,5,0.15625,5,0.15625,5,0.15625,5,0.15625,3,0.09375,0,0,0,0,0,"Blodgett Elementary School, Benton County, OR",-123.528545,44.59082
"Benton","Cheldelin Middle School","FULL SCHOOL GRADES K-12","610",582,0.954098360655738,588,0.963934426229508,592,0.970491803278689,591,0.968852459016393,586,0.960655737704918,587,0.962295081967213,"610",586,0.960655737704918,576,0.944262295081967,27,0.0442622950819672,23,0.0377049180327869,19,0.0311475409836066,15,0.0245901639344262,20,0.0327868852459016,16,0.0262295081967213,16,0.0262295081967213,20,0.0327868852459016,19,0.0311475409836066,15,0.0245901639344262,0,0,0,0,0,"Cheldelin Middle School, Benton County, OR",-123.2373389,44.601108
"Benton","Clemens Primary School","FULL SCHOOL GRADES K-12","178",165,0.926966292134832,168,0.943820224719101,173,0.971910112359551,173,0.971910112359551,168,0.943820224719101,172,0.966292134831461,"178",168,0.943820224719101,163,0.915730337078652,13,0.0730337078651685,12,0.0674157303370786,10,0.0561797752808989,8,0.0449438202247191,10,0.0561797752808989,5,0.0280898876404494,5,0.0280898876404494,6,0.0337078651685393,8,0.0449438202247191,5,0.0280898876404494,0,0,0,0,0,"Clemens Primary School, Benton County, OR",-123.357999,44.536365
"Benton","Corvallis High School","FULL SCHOOL GRADES K-12","1230",1179,0.958536585365854,1186,0.964227642276423,1197,0.973170731707317,1201,0.976422764227642,1188,0.965853658536585,1188,0.965853658536585,"599",566,0.944908180300501,1154,0.938211382113821,65,0.0528455284552846,45,0.0365853658536585,39,0.0317073170731707,32,0.0260162601626016,37,0.0300813008130081,29,0.0235772357723577,29,0.0235772357723577,39,0.0317073170731707,30,0.0500834724540902,19,0.0154471544715447,0,0,3,0.0024390243902439,1,"Corvallis High School, Benton County, OR",-123.2686946,44.5754937
"Benton","Corvallis Montessori School","FULL SCHOOL GRADES K-12","10",8,0.8,8,0.8,8,0.8,8,0.8,8,0.8,8,0.8,"10",8,0.8,8,0.8,2,0.2,2,0.2,2,0.2,2,0.2,2,0.2,2,0.2,2,0.2,2,0.2,2,0.2,2,0.2,0,0,0,0,0,"Corvallis Montessori School, Benton County, OR",-123.2818961,44.57933
"Benton","Corvallis Waldorf School","FULL SCHOOL GRADES K-12","150",91,0.606666666666667,78,0.52,86,0.573333333333333,85,0.566666666666667,85,0.566666666666667,79,0.526666666666667,"150",81,0.54,73,0.486666666666667,77,0.513333333333333,59,0.393333333333333,72,0.48,64,0.426666666666667,65,0.433333333333333,65,0.433333333333333,65,0.433333333333333,71,0.473333333333333,69,0.46,54,0.36,0,0,0,0,63,"Corvallis Waldorf School, Benton County, OR",-123.2225462,44.598052
"Benton","Crescent Valley High School","FULL SCHOOL GRADES K-12","982",934,0.95112016293279,941,0.958248472505092,948,0.965376782077393,950,0.967413441955194,944,0.961303462321792,943,0.960285132382892,"457",435,0.951859956236324,919,0.935845213849287,56,0.0570264765784114,47,0.0478615071283096,42,0.0427698574338086,34,0.0346232179226069,38,0.0386965376782077,32,0.0325865580448065,32,0.0325865580448065,37,0.0376782077393075,18,0.0393873085339169,26,0.0264765784114053,0,0,2,0.00203665987780041,0,"Crescent Valley High School, Benton County, OR",-123.263791,44.615625
"Benton","Farm Home School - LBLESD","FULL SCHOOL GRADES K-12","67",64,0.955223880597015,66,0.985074626865672,66,0.985074626865672,66,0.985074626865672,65,0.970149253731343,66,0.985074626865672,"43",41,0.953488372093023,61,0.91044776119403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0149253731343284,0,0,0,"Farm Home School - LBLESD, Benton County, OR",-123.214437,44.608437
"Benton","FH-Wake Robin School","FULL SCHOOL GRADES K-12","Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FH-Wake Robin School, Benton County, OR",-123.2713305,44.5380845
"Benton","Fir Grove Primary School","FULL SCHOOL GRADES K-12","131",125,0.954198473282443,124,0.946564885496183,123,0.938931297709924,122,0.931297709923664,122,0.931297709923664,126,0.961832061068702,"131",122,0.931297709923664,120,0.916030534351145,7,0.0534351145038168,6,0.0458015267175573,7,0.0534351145038168,7,0.0534351145038168,7,0.0534351145038168,5,0.0381679389312977,5,0.0381679389312977,5,0.0381679389312977,7,0.0534351145038168,5,0.0381679389312977,0,0,2,0.0152671755725191,0,"Fir Grove Primary School, Benton County, OR",-123.1446748,44.6892186
"Benton","Franklin Elementary School","FULL SCHOOL GRADES K-12","172",162,0.941860465116279,162,0.941860465116279,158,0.918604651162791,163,0.947674418604651,162,0.941860465116279,159,0.924418604651163,"172",160,0.930232558139535,158,0.918604651162791,14,0.0813953488372093,10,0.0581395348837209,10,0.0581395348837209,14,0.0813953488372093,10,0.0581395348837209,9,0.0523255813953488,9,0.0523255813953488,13,0.0755813953488372,12,0.0697674418604651,9,0.0523255813953488,0,0,0,0,0,"Franklin Elementary School, Benton County, OR",-123.2733321,44.574424
"Benton","Franklin Middle School","FULL SCHOOL GRADES K-12","157",150,0.955414012738854,147,0.936305732484076,152,0.968152866242038,151,0.961783439490446,149,0.949044585987261,150,0.955414012738854,"157",148,0.942675159235669,147,0.936305732484076,9,0.0573248407643312,6,0.0382165605095541,9,0.0573248407643312,5,0.0318471337579618,8,0.0509554140127389,6,0.0382165605095541,6,0.0382165605095541,7,0.0445859872611465,8,0.0509554140127389,2,0.0127388535031847,0,0,0,0,1,"Franklin Middle School, Benton County, OR",-123.2733321,44.574424
"Benton","Garfield Elementary School","FULL SCHOOL GRADES K-12","438",425,0.970319634703196,423,0.965753424657534,426,0.972602739726027,429,0.979452054794521,426,0.972602739726027,417,0.952054794520548,"438",413,0.942922374429224,411,0.938356164383562,18,0.0410958904109589,11,0.0251141552511416,13,0.0296803652968037,12,0.0273972602739726,11,0.0251141552511416,9,0.0205479452054795,9,0.0205479452054795,17,0.0388127853881279,18,0.0410958904109589,7,0.0159817351598174,0,0,0,0,0,"Garfield Elementary School, Benton County, OR",-123.264741,44.583626
"Benton","Hoover Elementary School","FULL SCHOOL GRADES K-12","407",401,0.985257985257985,397,0.975429975429975,402,0.987714987714988,404,0.992628992628993,398,0.977886977886978,398,0.977886977886978,"407",396,0.972972972972973,391,0.960687960687961,11,0.027027027027027,6,0.0147420147420147,10,0.0245700245700246,5,0.0122850122850123,9,0.0221130221130221,3,0.00737100737100737,3,0.00737100737100737,7,0.0171990171990172,8,0.0196560196560197,3,0.00737100737100737,0,0,0,0,0,"Hoover Elementary School, Benton County, OR",-123.292581,44.592501
"Benton","Jefferson Elementary School","FULL SCHOOL GRADES K-12","347",333,0.959654178674352,331,0.953890489913545,335,0.965417867435158,340,0.979827089337176,332,0.956772334293948,324,0.93371757925072,"347",330,0.951008645533141,317,0.913544668587896,21,0.0605187319884726,11,0.031700288184438,14,0.0403458213256484,12,0.0345821325648415,11,0.031700288184438,7,0.0201729106628242,7,0.0201729106628242,20,0.0576368876080692,14,0.0403458213256484,6,0.0172910662824208,0,0,0,0,0,"Jefferson Elementary School, Benton County, OR",-123.279771,44.585919
"Benton","Kings Valley Charter School - Elementary","FULL SCHOOL GRADES K-12","105",96,0.914285714285714,97,0.923809523809524,98,0.933333333333333,99,0.942857142857143,95,0.904761904761905,95,0.904761904761905,"105",94,0.895238095238095,89,0.847619047619048,15,0.142857142857143,8,0.0761904761904762,8,0.0761904761904762,8,0.0761904761904762,10,0.0952380952380952,6,0.0571428571428571,6,0.0571428571428571,10,0.0952380952380952,11,0.104761904761905,6,0.0571428571428571,0,0,0,0,0,"Kings Valley Charter School - Elementary, Benton County, OR",-123.433857,44.694905
"Benton","Kings Valley Charter School - Middle & High School","FULL SCHOOL GRADES K-12","97",83,0.855670103092783,87,0.896907216494845,86,0.88659793814433,87,0.896907216494845,86,0.88659793814433,84,0.865979381443299,"80",69,0.8625,79,0.814432989690722,18,0.185567010309278,14,0.144329896907216,10,0.103092783505155,11,0.11340206185567,11,0.11340206185567,10,0.103092783505155,10,0.103092783505155,13,0.134020618556701,11,0.1375,10,0.103092783505155,0,0,0,0,0,"Kings Valley Charter School - Middle & High School, Benton County, OR",-123.433857,44.694905
"Benton","Lincoln Elementary School","FULL SCHOOL GRADES K-12","366",350,0.956284153005464,347,0.948087431693989,351,0.959016393442623,351,0.959016393442623,348,0.950819672131147,346,0.945355191256831,"366",344,0.939890710382514,340,0.92896174863388,26,0.0710382513661202,16,0.0437158469945355,19,0.0519125683060109,15,0.040983606557377,18,0.0491803278688525,15,0.040983606557377,15,0.040983606557377,20,0.0546448087431694,22,0.0601092896174863,11,0.0300546448087432,0,0,0,0,0,"Lincoln Elementary School, Benton County, OR",-123.264865,44.544944
"Benton","Linus Pauling Middle School","FULL SCHOOL GRADES K-12","758",725,0.95646437994723,733,0.967018469656992,740,0.976253298153034,740,0.976253298153034,737,0.972295514511873,731,0.964379947229551,"758",726,0.95778364116095,713,0.940633245382586,31,0.0408970976253298,22,0.029023746701847,19,0.025065963060686,12,0.0158311345646438,15,0.0197889182058048,12,0.0158311345646438,12,0.0158311345646438,21,0.0277044854881266,23,0.0303430079155673,11,0.0145118733509235,0,0,1,0.00131926121372032,3,"Linus Pauling Middle School, Benton County, OR",-123.2639956,44.5863975
"Benton","Monroe Grade School","FULL SCHOOL GRADES K-12","176",172,0.977272727272727,172,0.977272727272727,174,0.988636363636364,174,0.988636363636364,173,0.982954545454545,174,0.988636363636364,"176",174,0.988636363636364,171,0.971590909090909,4,0.0227272727272727,3,0.0170454545454545,3,0.0170454545454545,2,0.0113636363636364,3,0.0170454545454545,2,0.0113636363636364,2,0.0113636363636364,2,0.0113636363636364,2,0.0113636363636364,1,0.00568181818181818,0,0,0,0,0,"Monroe Grade School, Benton County, OR",-123.299253,44.312074
"Benton","Monroe High School","FULL SCHOOL GRADES K-12","113",111,0.982300884955752,112,0.991150442477876,113,1,113,1,112,0.991150442477876,113,1,"63",62,0.984126984126984,110,0.973451327433628,2,0.0176991150442478,2,0.0176991150442478,1,0.00884955752212389,0,0,1,0.00884955752212389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Monroe High School, Benton County, OR",-123.296234,44.317991
"Benton","Monroe Middle School","FULL SCHOOL GRADES K-12","88",86,0.977272727272727,87,0.988636363636364,88,1,88,1,87,0.988636363636364,88,1,"88",87,0.988636363636364,86,0.977272727272727,2,0.0227272727272727,2,0.0227272727272727,1,0.0113636363636364,0,0,1,0.0113636363636364,0,0,0,0,0,0,1,0.0113636363636364,0,0,0,0,0,0,0,"Monroe Middle School, Benton County, OR",-123.296234,44.317991
"Benton","Mountain View Elementary School","FULL SCHOOL GRADES K-12","323",308,0.953560371517028,311,0.962848297213622,312,0.96594427244582,313,0.969040247678019,311,0.962848297213622,311,0.962848297213622,"323",306,0.947368421052632,305,0.944272445820433,15,0.0464396284829721,13,0.0402476780185759,12,0.0371517027863777,12,0.0371517027863777,12,0.0371517027863777,10,0.0309597523219814,10,0.0309597523219814,12,0.0371517027863777,14,0.043343653250774,10,0.0309597523219814,0,0,0,0,16,"Mountain View Elementary School, Benton County, OR",-123.2389419,44.628146
"Benton","Muddy Creek Charter School","FULL SCHOOL GRADES K-12","110",91,0.827272727272727,87,0.790909090909091,91,0.827272727272727,96,0.872727272727273,90,0.818181818181818,85,0.772727272727273,"110",86,0.781818181818182,83,0.754545454545455,27,0.245454545454545,19,0.172727272727273,23,0.209090909090909,19,0.172727272727273,20,0.181818181818182,14,0.127272727272727,14,0.127272727272727,25,0.227272727272727,24,0.218181818181818,12,0.109090909090909,0,0,0,0,0,"Muddy Creek Charter School, Benton County, OR",-123.3377789,44.4597765
"Benton","North Albany Elementary School","FULL SCHOOL GRADES K-12","250",244,0.976,244,0.976,245,0.98,245,0.98,245,0.98,244,0.976,"250",244,0.976,242,0.968,7,0.028,6,0.024,6,0.024,5,0.02,5,0.02,5,0.02,5,0.02,6,0.024,5,0.02,5,0.02,0,0,0,0,0,"North Albany Elementary School, Benton County, OR",-123.1148096,44.6514045
"Benton","North Albany Middle School","FULL SCHOOL GRADES K-12","616",607,0.98538961038961,609,0.988636363636364,610,0.99025974025974,610,0.99025974025974,610,0.99025974025974,609,0.988636363636364,"616",608,0.987012987012987,605,0.982142857142857,7,0.0113636363636364,6,0.00974025974025974,7,0.0113636363636364,6,0.00974025974025974,6,0.00974025974025974,3,0.00487012987012987,4,0.00649350649350649,6,0.00974025974025974,7,0.0113636363636364,3,0.00487012987012987,0,0,2,0.00324675324675325,0,"North Albany Middle School, Benton County, OR",-123.1119355,44.6525198
"Benton","Oak Grove Elementary School c/o N. Albany Elementa","FULL SCHOOL GRADES K-12","277",264,0.953068592057762,262,0.945848375451264,264,0.953068592057762,263,0.949458483754513,263,0.949458483754513,263,0.949458483754513,"277",264,0.953068592057762,261,0.942238267148014,16,0.0577617328519856,13,0.0469314079422383,15,0.0541516245487365,13,0.0469314079422383,14,0.0505415162454874,11,0.0397111913357401,11,0.0397111913357401,14,0.0505415162454874,13,0.0469314079422383,10,0.036101083032491,0,0,0,0,0,"Oak Grove Elementary School c/o N. Albany Elementa, Benton County, OR",-123.1059282,44.6365107
"Benton","Old Mill Center at Farm Home - K thru 2 - Marlane","FULL SCHOOL GRADES K-12","Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Old Mill Center at Farm Home - K thru 2 - Marlane, Benton County, OR",-123.3016077,44.5491624
"Benton","Philomath Elementary School","FULL SCHOOL GRADES K-12","375",361,0.962666666666667,361,0.962666666666667,362,0.965333333333333,363,0.968,363,0.968,361,0.962666666666667,"375",360,0.96,360,0.96,15,0.04,14,0.0373333333333333,14,0.0373333333333333,13,0.0346666666666667,12,0.032,12,0.032,12,0.032,14,0.0373333333333333,15,0.04,11,0.0293333333333333,0,0,0,0,0,"Philomath Elementary School, Benton County, OR",-123.3627144,44.5378219
"Benton","Philomath High School","FULL SCHOOL GRADES K-12","482",464,0.962655601659751,468,0.970954356846473,471,0.977178423236514,469,0.973029045643154,468,0.970954356846473,467,0.968879668049793,"249",242,0.971887550200803,462,0.95850622406639,19,0.0394190871369295,18,0.037344398340249,14,0.029045643153527,11,0.0228215767634855,14,0.029045643153527,13,0.0269709543568465,13,0.0269709543568465,15,0.0311203319502075,6,0.0240963855421687,11,0.0228215767634855,0,0,0,0,2,"Philomath High School, Benton County, OR",-123.3559202,44.53798
"Benton","Philomath Middle School","FULL SCHOOL GRADES K-12","360",344,0.955555555555556,344,0.955555555555556,346,0.961111111111111,347,0.963888888888889,345,0.958333333333333,346,0.961111111111111,"360",340,0.944444444444444,336,0.933333333333333,22,0.0611111111111111,16,0.0444444444444444,16,0.0444444444444444,14,0.0388888888888889,15,0.0416666666666667,13,0.0361111111111111,13,0.0361111111111111,13,0.0361111111111111,19,0.0527777777777778,12,0.0333333333333333,0,0,1,0.00277777777777778,2,"Philomath Middle School, Benton County, OR",-123.3556333,44.5345472
"Benton","Philomath Montessori School","FULL SCHOOL GRADES K-12","Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philomath Montessori School, Benton County, OR",-123.3700005,44.5407815
"Benton","Santiam Christian Schools","FULL SCHOOL GRADES K-12","526",491,0.933460076045627,494,0.939163498098859,499,0.948669201520912,498,0.946768060836502,491,0.933460076045627,497,0.944866920152091,"363",339,0.933884297520661,476,0.904942965779468,45,0.0855513307984791,34,0.064638783269962,34,0.064638783269962,26,0.0494296577946768,35,0.0665399239543726,28,0.0532319391634981,28,0.0532319391634981,27,0.0513307984790875,23,0.0633608815426997,16,0.0304182509505703,0,0,2,0.00380228136882129,0,"Santiam Christian Schools, Benton County, OR",-123.2172711,44.6719355
"Benton","Wilson Elementary School","FULL SCHOOL GRADES K-12","427",410,0.960187353629977,410,0.960187353629977,414,0.969555035128806,413,0.967213114754098,409,0.957845433255269,409,0.957845433255269,"427",405,0.94847775175644,402,0.941451990632319,23,0.053864168618267,17,0.0398126463700234,17,0.0398126463700234,13,0.0304449648711944,18,0.0421545667447307,14,0.0327868852459016,14,0.0327868852459016,17,0.0398126463700234,20,0.0468384074941452,12,0.0281030444964871,0,0,0,0,2,"Wilson Elementary School, Benton County, OR",-123.256477,44.59521
"Benton","Zion Lutheran School","FULL SCHOOL GRADES K-12","63",62,0.984126984126984,61,0.968253968253968,61,0.968253968253968,62,0.984126984126984,62,0.984126984126984,63,1,"63",62,0.984126984126984,60,0.952380952380952,3,0.0476190476190476,1,0.0158730158730159,2,0.0317460317460317,2,0.0317460317460317,1,0.0158730158730159,1,0.0158730158730159,0,0,0,0,1,0.0158730158730159,0,0,0,0,0,0,0,"Zion Lutheran School, Benton County, OR",-123.2820972,44.5725105
"Clackamas","ACADEMY FOR KIDS","FULL SCHOOL GRADES K-12","Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACADEMY FOR KIDS, Clackamas County, OR",-122.5121572,45.4231926
