"County","SiteName","Grade","# Documentation Required (Adjusted Enrollment)","# Vaccinated DTaP/Tdap","% Vaccinated DTaP/Tdap","# Vaccinated Polio","% Vaccinated Polio","# Vaccinated Varicella","% Vaccinated Varicella","# Vaccinated MMR1","% Vaccinated Mumps/Rubella","# Vaccinated Measles","% Vaccinated Measles","# Vaccinated HepB","% Vaccinated HepB","# Requiring HepA","# Vaccinated HepA","% Vaccinated HepA","# with all vaccines required","% with all vaccines required","# Nonmedical Exemptions Any Vaccines","% Nonmedical Exemptions Any Vaccines","# Exemption DTaP/Tdap","% Exemption DTaP/Tdap","# Exemption Polio","% Exemption Polio","# Exemption Varicella","% Exemption Varicella","# Exemption Measles","% Exemption Measles","# Exemption Mumps","% Exemption Mumps","# Exemption Rubella","% Exemption Rubella","# Exemption HepB","% Exemption HepB","# Exemption HepA","% Exemption HepA","# Nonmedical Exemptions All Vaccines","% Nonmedical Exemptions All Vaccines","# No Record","% No Record","# w/ Medical Exemption(s)","% w/ Medical Exemption(s)","# Not Counted","site","lon","lat"
"Jackson","HELMAN ELEMENTARY","FULL SCHOOL GRADES K-12","340",279,0.820588235294118,275,0.808823529411765,282,0.829411764705882,291,0.855882352941176,273,0.802941176470588,270,0.794117647058823,"340",267,0.785294117647059,252,0.741176470588235,80,0.235294117647059,58,0.170588235294118,61,0.179411764705882,56,0.164705882352941,64,0.188235294117647,47,0.138235294117647,47,0.138235294117647,66,0.194117647058824,68,0.2,40,0.117647058823529,2,0.00588235294117647,0,0,0,"HELMAN ELEMENTARY, Jackson County, OR",-122.7133662,42.2087438
"Jackson","HILLSIDE ELEMENTARY","FULL SCHOOL GRADES K-12","502",471,0.938247011952191,471,0.938247011952191,485,0.966135458167331,486,0.968127490039841,474,0.944223107569721,476,0.948207171314741,"502",475,0.946215139442231,461,0.918326693227092,35,0.0697211155378486,29,0.0577689243027888,29,0.0577689243027888,17,0.0338645418326693,27,0.0537848605577689,16,0.0318725099601594,16,0.0318725099601594,25,0.049800796812749,24,0.047808764940239,15,0.0298804780876494,0,0,2,0.00398406374501992,0,"HILLSIDE ELEMENTARY, Jackson County, OR",-122.79742,42.470276
"Jackson","HOOVER ELEMENTARY","FULL SCHOOL GRADES K-12","720",681,0.945833333333333,684,0.95,695,0.965277777777778,697,0.968055555555556,681,0.945833333333333,692,0.961111111111111,"720",686,0.952777777777778,672,0.933333333333333,44,0.0611111111111111,36,0.05,35,0.0486111111111111,25,0.0347222222222222,39,0.0541666666666667,23,0.0319444444444444,23,0.0319444444444444,28,0.0388888888888889,31,0.0430555555555556,19,0.0263888888888889,0,0,2,0.00277777777777778,0,"HOOVER ELEMENTARY, Jackson County, OR",-122.8389369,42.3205988
"Jackson","HOWARD ELEMENTARY","FULL SCHOOL GRADES K-12","420",401,0.954761904761905,403,0.95952380952381,403,0.95952380952381,410,0.976190476190476,405,0.964285714285714,409,0.973809523809524,"420",403,0.95952380952381,395,0.94047619047619,23,0.0547619047619048,17,0.0404761904761905,16,0.0380952380952381,16,0.0380952380952381,15,0.0357142857142857,10,0.0238095238095238,10,0.0238095238095238,10,0.0238095238095238,15,0.0357142857142857,9,0.0214285714285714,0,0,0,0,0,"HOWARD ELEMENTARY, Jackson County, OR",-122.8910443,42.3576662
"Jackson","Integrity DayCare, Inc.","FULL SCHOOL GRADES K-12","Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Integrity DayCare, Inc., Jackson County, OR",-122.7646577,42.334535
"Jackson","JACKSON ELEMENTARY","FULL SCHOOL GRADES K-12","364",353,0.96978021978022,354,0.972527472527473,356,0.978021978021978,356,0.978021978021978,353,0.96978021978022,356,0.978021978021978,"364",347,0.953296703296703,345,0.947802197802198,12,0.032967032967033,11,0.0302197802197802,10,0.0274725274725275,8,0.021978021978022,11,0.0302197802197802,8,0.021978021978022,7,0.0192307692307692,8,0.021978021978022,10,0.0274725274725275,6,0.0164835164835165,0,0,0,0,0,"JACKSON ELEMENTARY, Jackson County, OR",-122.8871456,42.3315546
"Jackson","JACKSONVILLE ELEMENTARY","FULL SCHOOL GRADES K-12","435",376,0.864367816091954,381,0.875862068965517,388,0.891954022988506,395,0.908045977011494,384,0.882758620689655,388,0.891954022988506,"435",385,0.885057471264368,367,0.84367816091954,59,0.135632183908046,56,0.128735632183908,52,0.119540229885057,45,0.103448275862069,50,0.114942528735632,40,0.0919540229885057,40,0.0919540229885057,46,0.105747126436782,47,0.108045977011494,35,0.0804597701149425,0,0,2,0.00459770114942529,0,"JACKSONVILLE ELEMENTARY, Jackson County, OR",-122.95804,42.317728
"Jackson","JEFFERSON ELEMENTARY","FULL SCHOOL GRADES K-12","438",421,0.961187214611872,422,0.963470319634703,423,0.965753424657534,425,0.970319634703196,423,0.965753424657534,422,0.963470319634703,"438",422,0.963470319634703,417,0.952054794520548,20,0.045662100456621,17,0.0388127853881279,16,0.0365296803652968,15,0.0342465753424658,15,0.0342465753424658,13,0.0296803652968037,13,0.0296803652968037,16,0.0365296803652968,15,0.0342465753424658,10,0.0228310502283105,0,0,0,0,0,"JEFFERSON ELEMENTARY, Jackson County, OR",-122.8693213,42.3086403
"Jackson","JEWETT ELEMENTARY","FULL SCHOOL GRADES K-12","623",594,0.953451043338684,594,0.953451043338684,594,0.953451043338684,594,0.953451043338684,594,0.953451043338684,594,0.953451043338684,"623",594,0.953451043338684,594,0.953451043338684,29,0.0465489566613162,29,0.0465489566613162,29,0.0465489566613162,29,0.0465489566613162,29,0.0465489566613162,29,0.0465489566613162,29,0.0465489566613162,29,0.0465489566613162,29,0.0465489566613162,29,0.0465489566613162,0,0,0,0,0,"JEWETT ELEMENTARY, Jackson County, OR",-122.9089567,42.3796182
"Jackson","John Muir Elementary","FULL SCHOOL GRADES K-12","125",71,0.568,70,0.56,73,0.584,81,0.648,71,0.568,69,0.552,"125",67,0.536,59,0.472,63,0.504,53,0.424,53,0.424,52,0.416,52,0.416,44,0.352,44,0.352,55,0.44,56,0.448,42,0.336,0,0,0,0,0,"John Muir Elementary, Jackson County, OR",-122.6867061,42.192639
"Jackson","KENNEDY ELEMENTARY","FULL SCHOOL GRADES K-12","587",560,0.954003407155026,561,0.955706984667802,563,0.959114139693356,564,0.960817717206133,559,0.952299829642249,564,0.960817717206133,"587",555,0.945485519591141,551,0.938671209540034,28,0.0477001703577513,26,0.0442930153321976,25,0.0425894378194208,23,0.0391822827938671,26,0.0442930153321976,22,0.0374787052810903,22,0.0374787052810903,22,0.0374787052810903,25,0.0425894378194208,20,0.0340715502555366,0,0,2,0.00340715502555366,0,"KENNEDY ELEMENTARY, Jackson County, OR",-122.8519334,42.3585402
"Jackson","KIDS UNLIMITED ACADEMY PUBLIC CHARTER SCHOOL","FULL SCHOOL GRADES K-12","424",397,0.936320754716981,410,0.966981132075472,414,0.976415094339623,416,0.981132075471698,414,0.976415094339623,412,0.971698113207547,"424",411,0.969339622641509,390,0.919811320754717,4,0.00943396226415094,3,0.00707547169811321,2,0.00471698113207547,3,0.00707547169811321,2,0.00471698113207547,2,0.00471698113207547,2,0.00471698113207547,3,0.00707547169811321,2,0.00471698113207547,2,0.00471698113207547,5,0.0117924528301887,2,0.00471698113207547,0,"KIDS UNLIMITED ACADEMY PUBLIC CHARTER SCHOOL, Jackson County, OR",-122.8752232,42.3351332
"Jackson","LAKE CREEK LEARNING CENTER","FULL SCHOOL GRADES K-12","45",43,0.955555555555556,42,0.933333333333333,43,0.955555555555556,40,0.888888888888889,39,0.866666666666667,41,0.911111111111111,"45",41,0.911111111111111,36,0.8,8,0.177777777777778,2,0.0444444444444444,3,0.0666666666666667,2,0.0444444444444444,6,0.133333333333333,5,0.111111111111111,5,0.111111111111111,3,0.0666666666666667,4,0.0888888888888889,1,0.0222222222222222,0,0,0,0,0,"LAKE CREEK LEARNING CENTER, Jackson County, OR",-122.607209,42.428277
"Jackson","LITTLE RED BARN MONTESSORI","FULL SCHOOL GRADES K-12","10",9,0.9,9,0.9,9,0.9,9,0.9,9,0.9,9,0.9,"10",9,0.9,9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,"LITTLE RED BARN MONTESSORI, Jackson County, OR",-122.909839,42.31645
"Jackson","Logos Public Charter School","FULL SCHOOL GRADES K-12","938",685,0.730277185501066,720,0.767590618336887,749,0.798507462686567,756,0.805970149253731,716,0.763326226012793,734,0.782515991471215,"788",602,0.763959390862944,659,0.702558635394456,270,0.287846481876333,250,0.266524520255864,223,0.23773987206823,188,0.200426439232409,222,0.236673773987207,182,0.194029850746269,182,0.194029850746269,200,0.213219616204691,182,0.230964467005076,154,0.164179104477612,0,0,0,0,0,"Logos Public Charter School, Jackson County, OR",-122.8992854,42.3380031
"Jackson","LONE PINE ELEMENTARY","FULL SCHOOL GRADES K-12","594",569,0.957912457912458,566,0.952861952861953,574,0.966329966329966,573,0.964646464646465,561,0.944444444444444,563,0.947811447811448,"594",560,0.942760942760943,548,0.922558922558923,40,0.0673400673400673,23,0.0387205387205387,27,0.0454545454545455,19,0.031986531986532,32,0.0538720538720539,20,0.0336700336700337,20,0.0336700336700337,30,0.0505050505050505,29,0.0488215488215488,16,0.0269360269360269,0,0,2,0.00336700336700337,0,"LONE PINE ELEMENTARY, Jackson County, OR",-122.8321158,42.3449701
"Jackson","MADRONE TRAIL PUBLIC CHARTER SCHOOL","FULL SCHOOL GRADES K-12","212",120,0.566037735849057,123,0.580188679245283,134,0.632075471698113,140,0.660377358490566,131,0.617924528301887,133,0.627358490566038,"212",146,0.688679245283019,110,0.518867924528302,93,0.438679245283019,87,0.410377358490566,84,0.39622641509434,76,0.358490566037736,80,0.377358490566038,71,0.334905660377358,71,0.334905660377358,77,0.363207547169811,64,0.30188679245283,54,0.254716981132075,1,0.00471698113207547,1,0.00471698113207547,0,"MADRONE TRAIL PUBLIC CHARTER SCHOOL, Jackson County, OR",-122.9456018,42.3458149
"Jackson","MAE RICHARDSON ELEMENTARY","FULL SCHOOL GRADES K-12","614",586,0.954397394136808,586,0.954397394136808,592,0.964169381107492,591,0.962540716612378,585,0.952768729641694,590,0.960912052117264,"614",586,0.954397394136808,580,0.944625407166124,28,0.0456026058631922,26,0.0423452768729642,26,0.0423452768729642,18,0.0293159609120521,23,0.0374592833876222,19,0.0309446254071661,19,0.0309446254071661,21,0.0342019543973941,24,0.0390879478827362,17,0.0276872964169381,0,0,0,0,0,"MAE RICHARDSON ELEMENTARY, Jackson County, OR",-122.9212754,42.3730163
"Jackson","MCLOUGHLIN MIDDLE","FULL SCHOOL GRADES K-12","901",870,0.965593784683685,884,0.981132075471698,888,0.985571587125416,890,0.987791342952275,883,0.980022197558269,888,0.985571587125416,"901",883,0.980022197558269,862,0.956714761376249,31,0.0344062153163152,27,0.0299667036625971,15,0.0166481687014428,12,0.0133185349611543,16,0.0177580466148724,11,0.0122086570477248,11,0.0122086570477248,12,0.0133185349611543,11,0.0122086570477248,7,0.00776914539400666,0,0,2,0.00221975582685905,0,"MCLOUGHLIN MIDDLE, Jackson County, OR",-122.8810467,42.3291085
"Jackson","Medford Montessori","FULL SCHOOL GRADES K-12","113",105,0.929203539823009,105,0.929203539823009,105,0.929203539823009,105,0.929203539823009,105,0.929203539823009,105,0.929203539823009,"89",81,0.910112359550562,105,0.929203539823009,8,0.0707964601769911,8,0.0707964601769911,8,0.0707964601769911,8,0.0707964601769911,8,0.0707964601769911,8,0.0707964601769911,8,0.0707964601769911,8,0.0707964601769911,8,0.0898876404494382,8,0.0707964601769911,0,0,0,0,0,"Medford Montessori, Jackson County, OR",-122.8690239,42.34386
"Jackson","MEDFORD OPPORTUNITY HIGH SCHOOL","FULL SCHOOL GRADES K-12","37",30,0.810810810810811,33,0.891891891891892,33,0.891891891891892,34,0.918918918918919,34,0.918918918918919,33,0.891891891891892,"17",16,0.941176470588235,29,0.783783783783784,2,0.0540540540540541,2,0.0540540540540541,0,0,0,0,0,0,0,0,0,0,1,0.027027027027027,0,0,0,0,3,0.0810810810810811,1,0.027027027027027,0,"MEDFORD OPPORTUNITY HIGH SCHOOL, Jackson County, OR",-122.8722846,42.3163303
"Jackson","NEW DIMENSION CHRISTIAN SCHOOL","FULL SCHOOL GRADES K-12","32",27,0.84375,27,0.84375,27,0.84375,27,0.84375,27,0.84375,27,0.84375,"32",27,0.84375,27,0.84375,5,0.15625,5,0.15625,5,0.15625,5,0.15625,5,0.15625,5,0.15625,5,0.15625,5,0.15625,5,0.15625,5,0.15625,0,0,0,0,0,"NEW DIMENSION CHRISTIAN SCHOOL, Jackson County, OR",-122.7646577,42.334535
"Jackson","New Heights Christian School","FULL SCHOOL GRADES K-12","26",18,0.692307692307692,18,0.692307692307692,22,0.846153846153846,23,0.884615384615385,19,0.730769230769231,21,0.807692307692308,"26",20,0.769230769230769,17,0.653846153846154,6,0.230769230769231,6,0.230769230769231,6,0.230769230769231,4,0.153846153846154,6,0.230769230769231,3,0.115384615384615,3,0.115384615384615,5,0.192307692307692,6,0.230769230769231,3,0.115384615384615,0,0,0,0,0,"New Heights Christian School, Jackson County, OR",-122.914435,42.374393
"Jackson","NORTH MEDFORD HIGH SCHOOL","FULL SCHOOL GRADES K-12","1571",1522,0.968809675366009,1542,0.981540420114577,1541,0.980903882877148,1549,0.985996180776575,1540,0.98026734563972,1544,0.982813494589433,"894",871,0.97427293064877,1502,0.956078930617441,56,0.0356460852959898,45,0.0286441756842775,28,0.0178230426479949,30,0.0190961171228517,31,0.0197326543602801,22,0.0140038192234246,22,0.0140038192234246,26,0.0165499681731381,14,0.0156599552572707,11,0.00700190961171229,0,0,3,0.00190961171228517,0,"NORTH MEDFORD HIGH SCHOOL, Jackson County, OR",-122.850634,42.347131
"Jackson","OAK GROVE ELEMENTARY","FULL SCHOOL GRADES K-12","533",512,0.960600375234522,509,0.954971857410882,514,0.964352720450281,514,0.964352720450281,509,0.954971857410882,513,0.962476547842402,"533",507,0.951219512195122,499,0.936210131332083,26,0.0487804878048781,21,0.0393996247654784,21,0.0393996247654784,18,0.0337711069418387,23,0.0431519699812383,19,0.0356472795497186,19,0.0356472795497186,18,0.0337711069418387,23,0.0431519699812383,17,0.0318949343339587,0,0,1,0.00187617260787992,0,"OAK GROVE ELEMENTARY, Jackson County, OR",-122.9097005,42.3244907
"Jackson","Orchard Hill Elementary","FULL SCHOOL GRADES K-12","424",402,0.94811320754717,402,0.94811320754717,403,0.950471698113208,397,0.936320754716981,397,0.936320754716981,406,0.957547169811321,"424",396,0.933962264150943,387,0.912735849056604,28,0.0660377358490566,21,0.0495283018867925,22,0.0518867924528302,21,0.0495283018867925,26,0.0613207547169811,26,0.0613207547169811,26,0.0613207547169811,18,0.0424528301886792,23,0.0542452830188679,16,0.0377358490566038,0,0,1,0.00235849056603774,0,"Orchard Hill Elementary, Jackson County, OR",-122.8302495,42.3084473
"Jackson","PATRICK ELEMENTARY","FULL SCHOOL GRADES K-12","255",238,0.933333333333333,235,0.92156862745098,237,0.929411764705882,239,0.937254901960784,235,0.92156862745098,238,0.933333333333333,"255",235,0.92156862745098,231,0.905882352941176,21,0.0823529411764706,16,0.0627450980392157,19,0.0745098039215686,16,0.0627450980392157,19,0.0745098039215686,15,0.0588235294117647,15,0.0588235294117647,16,0.0627450980392157,19,0.0745098039215686,11,0.0431372549019608,0,0,0,0,0,"PATRICK ELEMENTARY, Jackson County, OR",-123.0627057,42.4330675
"Jackson","PHOENIX ELEMENTARY","FULL SCHOOL GRADES K-12","369",354,0.959349593495935,352,0.953929539295393,355,0.962059620596206,352,0.953929539295393,352,0.953929539295393,354,0.959349593495935,"369",354,0.959349593495935,351,0.951219512195122,18,0.0487804878048781,15,0.040650406504065,17,0.046070460704607,14,0.037940379403794,17,0.046070460704607,17,0.046070460704607,17,0.046070460704607,15,0.040650406504065,15,0.040650406504065,14,0.037940379403794,0,0,0,0,0,"PHOENIX ELEMENTARY, Jackson County, OR",-122.8200681,42.2733072
"Jackson","PHOENIX HIGH SCHOOL","FULL SCHOOL GRADES K-12","632",617,0.97626582278481,619,0.979430379746835,617,0.97626582278481,621,0.982594936708861,621,0.982594936708861,624,0.987341772151899,"319",311,0.974921630094044,607,0.960443037974684,18,0.0284810126582278,15,0.0237341772151899,13,0.0205696202531646,10,0.0158227848101266,11,0.0174050632911392,11,0.0174050632911392,11,0.0174050632911392,8,0.0126582278481013,8,0.0250783699059561,8,0.0126582278481013,0,0,0,0,0,"PHOENIX HIGH SCHOOL, Jackson County, OR",-122.8242426,42.2764671
"Jackson","PINEHURST SCHOOL","FULL SCHOOL GRADES K-12","16",13,0.8125,12,0.75,13,0.8125,13,0.8125,13,0.8125,12,0.75,"16",13,0.8125,11,0.6875,5,0.3125,3,0.1875,4,0.25,3,0.1875,3,0.1875,3,0.1875,3,0.1875,4,0.25,3,0.1875,2,0.125,0,0,0,0,0,"PINEHURST SCHOOL, Jackson County, OR",-122.3987422,42.1091645
"Jackson","PROSPECT CHARTER SCHOOL","FULL SCHOOL GRADES K-12","227",224,0.986784140969163,224,0.986784140969163,224,0.986784140969163,224,0.986784140969163,224,0.986784140969163,224,0.986784140969163,"205",204,0.995121951219512,224,0.986784140969163,2,0.00881057268722467,2,0.00881057268722467,2,0.00881057268722467,2,0.00881057268722467,2,0.00881057268722467,2,0.00881057268722467,2,0.00881057268722467,2,0.00881057268722467,1,0.0048780487804878,1,0.00440528634361234,0,0,1,0.00440528634361234,0,"PROSPECT CHARTER SCHOOL, Jackson County, OR",-122.4894276,42.7534614
"Jackson","RIVER'S EDGE ACADEMY CHARTER SCHOOL","FULL SCHOOL GRADES K-12","184",140,0.760869565217391,146,0.793478260869565,152,0.826086956521739,151,0.820652173913043,149,0.809782608695652,145,0.78804347826087,"132",96,0.727272727272727,130,0.706521739130435,47,0.255434782608696,38,0.206521739130435,36,0.195652173913043,31,0.168478260869565,34,0.184782608695652,32,0.173913043478261,32,0.173913043478261,34,0.184782608695652,34,0.257575757575758,22,0.119565217391304,1,0.00543478260869565,0,0,0,"RIVER'S EDGE ACADEMY CHARTER SCHOOL, Jackson County, OR",-123.173858,42.4391191
"Jackson","ROGUE RIVER ELEMENTARY","FULL SCHOOL GRADES K-12","477",448,0.939203354297694,448,0.939203354297694,448,0.939203354297694,448,0.939203354297694,448,0.939203354297694,448,0.939203354297694,"477",453,0.949685534591195,448,0.939203354297694,28,0.0587002096436059,25,0.0524109014675052,24,0.050314465408805,20,0.0419287211740042,17,0.0356394129979036,21,0.0440251572327044,17,0.0356394129979036,23,0.0482180293501048,24,0.050314465408805,16,0.0335429769392034,0,0,1,0.00209643605870021,0,"ROGUE RIVER ELEMENTARY, Jackson County, OR",-123.1697602,42.4371423
"Jackson","ROGUE RIVER JUNIOR SENIOR HIGH","FULL SCHOOL GRADES K-12","354",325,0.918079096045198,338,0.954802259887006,343,0.968926553672316,342,0.966101694915254,340,0.96045197740113,342,0.966101694915254,"239",227,0.949790794979079,321,0.906779661016949,29,0.0819209039548023,24,0.0677966101694915,16,0.0451977401129944,14,0.0395480225988701,12,0.0338983050847458,12,0.0338983050847458,12,0.0338983050847458,12,0.0338983050847458,15,0.0627615062761506,9,0.0254237288135593,0,0,2,0.00564971751412429,0,"ROGUE RIVER JUNIOR SENIOR HIGH, Jackson County, OR",-123.1686335,42.4560645
"Jackson","ROGUE VALLEY ADVENTIST SCHOOL","FULL SCHOOL GRADES K-12","133",117,0.879699248120301,117,0.879699248120301,117,0.879699248120301,117,0.879699248120301,117,0.879699248120301,117,0.879699248120301,"121",105,0.867768595041322,117,0.879699248120301,16,0.120300751879699,16,0.120300751879699,16,0.120300751879699,16,0.120300751879699,16,0.120300751879699,16,0.120300751879699,16,0.120300751879699,16,0.120300751879699,16,0.132231404958678,16,0.120300751879699,0,0,0,0,0,"ROGUE VALLEY ADVENTIST SCHOOL, Jackson County, OR",-122.9270951,42.3019041
"Jackson","ROOSEVELT ELEMENTARY","FULL SCHOOL GRADES K-12","423",403,0.952718676122931,405,0.957446808510638,410,0.969267139479905,412,0.973995271867612,407,0.962174940898345,410,0.969267139479905,"423",399,0.943262411347518,395,0.933806146572104,22,0.0520094562647754,18,0.0425531914893617,17,0.0401891252955083,13,0.0307328605200946,16,0.0378250591016548,11,0.0260047281323877,11,0.0260047281323877,13,0.0307328605200946,18,0.0425531914893617,11,0.0260047281323877,0,0,0,0,0,"ROOSEVELT ELEMENTARY, Jackson County, OR",-122.8573406,42.3298923
"Jackson","RUCH ELEMENTARY","FULL SCHOOL GRADES K-12","216",163,0.75462962962963,166,0.768518518518518,174,0.805555555555556,178,0.824074074074074,169,0.782407407407407,166,0.768518518518518,"216",161,0.74537037037037,153,0.708333333333333,60,0.277777777777778,53,0.24537037037037,50,0.231481481481481,42,0.194444444444444,47,0.217592592592593,38,0.175925925925926,38,0.175925925925926,48,0.222222222222222,50,0.231481481481481,36,0.166666666666667,0,0,1,0.00462962962962963,0,"RUCH ELEMENTARY, Jackson County, OR",-123.0450216,42.2357563
"Jackson","SACRED HEART CATHOLIC SCHOOL","FULL SCHOOL GRADES K-12","196",189,0.964285714285714,189,0.964285714285714,189,0.964285714285714,189,0.964285714285714,189,0.964285714285714,189,0.964285714285714,"196",189,0.964285714285714,189,0.964285714285714,5,0.0255102040816327,4,0.0204081632653061,4,0.0204081632653061,5,0.0255102040816327,5,0.0255102040816327,5,0.0255102040816327,5,0.0255102040816327,4,0.0204081632653061,4,0.0204081632653061,4,0.0204081632653061,0,0,2,0.0102040816326531,0,"SACRED HEART CATHOLIC SCHOOL, Jackson County, OR",-122.87336,42.3209018
"Jackson","SAMS VALLEY ELEMENTARY","FULL SCHOOL GRADES K-12","297",284,0.956228956228956,283,0.952861952861953,284,0.956228956228956,283,0.952861952861953,283,0.952861952861953,283,0.952861952861953,"297",284,0.956228956228956,283,0.952861952861953,14,0.0471380471380471,13,0.0437710437710438,14,0.0471380471380471,13,0.0437710437710438,14,0.0471380471380471,14,0.0471380471380471,14,0.0471380471380471,14,0.0471380471380471,13,0.0437710437710438,12,0.0404040404040404,0,0,0,0,0,"SAMS VALLEY ELEMENTARY, Jackson County, OR",-122.9357751,42.4939128
"Jackson","SCENIC MIDDLE SCHOOL","FULL SCHOOL GRADES K-12","853",799,0.936694021101993,820,0.961313012895662,828,0.970691676436108,830,0.973036342321219,816,0.95662368112544,829,0.971864009378664,"853",819,0.960140679953107,784,0.919109026963658,29,0.0339976553341149,24,0.0281359906213365,18,0.0211019929660023,13,0.0152403282532239,16,0.018757327080891,13,0.0152403282532239,13,0.0152403282532239,14,0.0164126611957796,19,0.022274325908558,13,0.0152403282532239,0,0,1,0.00117233294255569,1,"SCENIC MIDDLE SCHOOL, Jackson County, OR",-122.923176,42.3866723
"Jackson","SHADY COVE SCHOOL","FULL SCHOOL GRADES K-12","261",238,0.911877394636015,243,0.931034482758621,247,0.946360153256705,248,0.950191570881226,242,0.9272030651341,245,0.938697318007663,"261",241,0.923371647509579,232,0.888888888888889,21,0.0804597701149425,19,0.0727969348659004,17,0.0651340996168582,13,0.0498084291187739,19,0.0727969348659004,13,0.0498084291187739,13,0.0498084291187739,13,0.0498084291187739,16,0.0613026819923372,12,0.0459770114942529,0,0,3,0.0114942528735632,0,"SHADY COVE SCHOOL, Jackson County, OR",-122.8099639,42.622445
"Jackson","SHADY POINT SDA SCHOOL","FULL SCHOOL GRADES K-12","12",8,0.666666666666667,8,0.666666666666667,8,0.666666666666667,8,0.666666666666667,8,0.666666666666667,8,0.666666666666667,"12",4,0.333333333333333,4,0.333333333333333,4,0.333333333333333,4,0.333333333333333,4,0.333333333333333,4,0.333333333333333,4,0.333333333333333,4,0.333333333333333,4,0.333333333333333,4,0.333333333333333,4,0.333333333333333,4,0.333333333333333,1,0.0833333333333333,0,0,0,"SHADY POINT SDA SCHOOL, Jackson County, OR",-122.8028177,42.4726258
"Jackson","SISKIYOU SCHOOL","FULL SCHOOL GRADES K-12","180",55,0.305555555555556,55,0.305555555555556,55,0.305555555555556,55,0.305555555555556,55,0.305555555555556,55,0.305555555555556,"180",55,0.305555555555556,55,0.305555555555556,125,0.694444444444444,125,0.694444444444444,125,0.694444444444444,125,0.694444444444444,125,0.694444444444444,125,0.694444444444444,125,0.694444444444444,125,0.694444444444444,125,0.694444444444444,102,0.566666666666667,0,0,0,0,0,"SISKIYOU SCHOOL, Jackson County, OR",-122.677055,42.1830653
"Jackson","SO OR EDUCATIONAL SERVICE DISTRICT","FULL SCHOOL GRADES K-12","43",40,0.930232558139535,40,0.930232558139535,40,0.930232558139535,42,0.976744186046512,40,0.930232558139535,40,0.930232558139535,"21",21,1,40,0.930232558139535,3,0.0697674418604651,3,0.0697674418604651,3,0.0697674418604651,3,0.0697674418604651,1,0.0232558139534884,3,0.0697674418604651,3,0.0697674418604651,3,0.0697674418604651,3,0.142857142857143,1,0.0232558139534884,0,0,0,0,0,"SO OR EDUCATIONAL SERVICE DISTRICT, Jackson County, OR",-122.8761329,42.3259853
"Jackson","SOUTH MEDFORD HIGH SCHOOL","FULL SCHOOL GRADES K-12","1742",1670,0.958668197474168,1695,0.973019517795637,1696,0.973593570608496,1704,0.978185993111366,1695,0.973019517795637,1693,0.97187141216992,"947",917,0.968321013727561,1652,0.94833524684271,78,0.0447761194029851,66,0.0378874856486797,48,0.0275545350172216,45,0.0258323765786452,47,0.0269804822043628,37,0.021239954075775,38,0.0218140068886338,47,0.0269804822043628,23,0.0242872228088701,28,0.0160734787600459,0,0,4,0.00229621125143513,0,"SOUTH MEDFORD HIGH SCHOOL, Jackson County, OR",-122.8931936,42.3045732
"Jackson","South Valley Academy","FULL SCHOOL GRADES K-12","42",34,0.80952380952381,36,0.857142857142857,36,0.857142857142857,36,0.857142857142857,36,0.857142857142857,36,0.857142857142857,"22",17,0.772727272727273,34,0.80952380952381,8,0.19047619047619,4,0.0952380952380952,6,0.142857142857143,6,0.142857142857143,6,0.142857142857143,6,0.142857142857143,6,0.142857142857143,6,0.142857142857143,5,0.227272727272727,2,0.0476190476190476,0,0,0,0,0,"South Valley Academy, Jackson County, OR",-123.1628512,42.4322945
"Jackson","ST MARY'S SCHOOL","FULL SCHOOL GRADES K-12","506",486,0.960474308300395,489,0.966403162055336,490,0.968379446640316,484,0.956521739130435,484,0.956521739130435,489,0.966403162055336,"330",311,0.942424242424242,478,0.944664031620553,27,0.0533596837944664,20,0.0395256916996047,15,0.0296442687747036,16,0.0316205533596838,21,0.041501976284585,21,0.041501976284585,21,0.041501976284585,17,0.033596837944664,19,0.0575757575757576,11,0.0217391304347826,0,0,1,0.00197628458498024,0,"ST MARY'S SCHOOL, Jackson County, OR",-122.8363645,42.314187
"Jackson","TABLEROCK ELEMENTARY","FULL SCHOOL GRADES K-12","789",759,0.961977186311787,755,0.956907477820025,767,0.97211660329531,764,0.968314321926489,759,0.961977186311787,769,0.974651457541191,"789",757,0.959442332065906,741,0.939163498098859,17,0.0215462610899873,15,0.0190114068441065,14,0.017743979721166,11,0.0139416983523447,14,0.017743979721166,12,0.0152091254752852,12,0.0152091254752852,14,0.017743979721166,14,0.017743979721166,10,0.0126742712294043,3,0.00380228136882129,1,0.00126742712294043,0,"TABLEROCK ELEMENTARY, Jackson County, OR",-122.8399602,42.430799
