time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2012-03-24T21:16:17.980Z,48.35,-122.281,7.749,3.57,ml,51,46,0.13,0.39,uw,uw60404846,2017-04-02T01:51:15.855Z,Washington,earthquake,0.42,1.13,0.179,172,reviewed,uw,uw
2012-03-22T10:01:07.070Z,46.8231667,-121.9078333,3.89,2.65,ml,32,58,0.09913,0.09,uw,uw60404201,2016-07-22T18:09:36.970Z,Washington,earthquake,0.15,0.31,0.21,35,reviewed,uw,uw
2012-03-20T09:28:37.350Z,44.3833333,-124.4563333,32.93,3.7,ml,16,228,0.3795,0.23,uw,uw60403916,2016-07-22T18:09:33.850Z,offshore Oregon,earthquake,0.81,1.07,0.18,82,reviewed,uw,uw
2012-03-20T08:43:47.350Z,44.3613333,-124.4386667,29.19,3.17,ml,14,247,0.3845,0.22,uw,uw60403911,2016-07-22T18:09:33.520Z,offshore Oregon,earthquake,0.99,0.64,0.139,15,reviewed,uw,uw
2012-03-18T18:48:45.920Z,46.7603333,-123.4713333,43.795,3.34,ml,63,70,0.1644,0.27,uw,uw60403671,2016-07-22T18:09:28.910Z,Washington,earthquake,0.39,0.72,0.237,121,reviewed,uw,uw
2012-03-14T02:21:43.250Z,48.0125,-122.7411667,56.872,2.72,ml,36,78,0.1355,0.25,uw,uw60015303,2016-07-22T18:09:19.740Z,"Puget Sound region, Washington",earthquake,0.42,0.71,0.223,32,reviewed,uw,uw
2012-03-12T11:37:21.950Z,44.3558333,-124.4455,25.76,3.12,ml,20,230,0.3918,0.29,uw,uw60386742,2016-07-22T18:09:18.210Z,offshore Oregon,earthquake,1.29,0.75,0.1,16,reviewed,uw,uw
2012-02-26T10:15:11.690Z,42.8158333,-124.7626667,21.643,3.12,ml,14,241,0.3201,0.29,uw,uw60382617,2016-07-22T18:08:44.330Z,offshore Oregon,earthquake,1.31,0.98,0.198,7,reviewed,uw,uw
2012-02-22T18:54:15.570Z,46.492,-119.473,55.1,2.7,md,6,162.8,,,us,usp000jf81,2014-11-07T01:47:03.419Z,Washington,earthquake,,,,,reviewed,sea,sea
2012-02-04T10:16:59.480Z,47.3193333,-122.3601667,27.499,2.77,ml,69,34,0.02418,0.46,uw,uw60393611,2016-07-22T18:07:45.910Z,"Seattle-Tacoma urban area, Washington",earthquake,0.59,1.1,0.224,108,reviewed,uw,uw
2012-01-25T10:51:30.850Z,46.3401667,-122.2361667,7.621,3.42,ml,43,76,0.01691,0.18,uw,uw60389576,2016-07-22T18:07:26.990Z,Washington,earthquake,0.31,0.42,0.186,99,reviewed,uw,uw
2012-01-08T01:26:41.330Z,47.7531667,-122.4896667,24.255,2.82,ml,50,29,0.06157,0.28,uw,uw60380271,2016-07-22T18:07:04.930Z,"Seattle-Tacoma urban area, Washington",earthquake,0.41,0.93,0.224,111,reviewed,uw,uw
2011-12-04T20:05:23.590Z,48.741,-117.506,4.4,2.6,md,5,258.5,,,us,usp000jbu1,2015-01-30T20:24:45.977Z,Washington,earthquake,,,,,reviewed,sea,sea
2011-11-18T13:09:00.980Z,48.4693333,-119.6075,11.168,4.6,md,21,121,0.2138,0.26,uw,uw10831488,2017-04-02T01:41:47.861Z,Washington,earthquake,0.87,0.94,0.04,21,reviewed,uw,uw
2011-11-16T14:56:40.730Z,48.5211667,-119.9111667,-0.897,2.5,md,10,107,0.4179,0.12,uw,uw10830953,2016-07-22T18:03:44.550Z,Washington,earthquake,0.028,0.07,0.02,6,reviewed,uw,uw
2011-11-05T07:42:46.380Z,47.31,-121.9573333,17.579,2.6,md,46,76,0.1238,0.17,uw,uw10828543,2016-09-01T18:43:32.066Z,"Puget Sound region, Washington",earthquake,0.208,0.27,0.03,22,reviewed,uw,uw
2011-10-19T19:51:08.590Z,45.9258333,-122.4098333,10.478,2.6,md,46,45,,0.22,uw,uw10831813,2016-09-01T18:43:29.704Z,Washington,earthquake,0.262,0.42,0.04,16,reviewed,uw,uw
2011-10-18T12:25:30.850Z,45.1231667,-120.9386667,20.155,2.9,md,29,103,0.1127,0.2,uw,uw10831653,2016-07-22T18:00:34.340Z,Oregon,earthquake,0.538,1.09,0.04,11,reviewed,uw,uw
2011-10-15T06:11:29.180Z,46.4083333,-119.2623333,1.265,3.4,md,36,68,0.02776,0.24,uw,uw10830603,2018-07-09T18:54:20.324Z,Washington,earthquake,0.457,0.76,0.04,11,reviewed,uw,uw
2011-10-14T23:29:12.530Z,46.854,-121.7543333,-0.754,2.9,md,44,46,0.02262,0.27,uw,uw10830463,2016-09-01T18:43:28.807Z,"Mount Rainier area, Washington",earthquake,0.436,0.82,0.05,14,reviewed,uw,uw
2011-10-14T22:25:16.470Z,46.7558333,-121.9188333,9.912,3.4,md,63,65,,0.2,uw,uw10830238,2016-09-01T18:43:27.985Z,Washington,earthquake,0.247,0.46,0.04,18,reviewed,uw,uw
2011-09-22T20:22:06.590Z,47.4283333,-122.0481667,30.893,3.2,ml,89,48,,0.55,uw,uw10830228,2018-07-09T18:53:56.662Z,"Seattle-Tacoma urban area, Washington",earthquake,0.58,0.88,0.219,151,reviewed,uw,uw
2011-09-16T17:21:17.680Z,45.7936667,-122.6233333,15.122,2.7,md,46,43,,0.19,uw,uw10828298,2016-09-01T18:43:26.473Z,Washington,earthquake,0.256,0.71,0.03,14,reviewed,uw,uw
2011-09-06T02:20:46.770Z,48.18,-123.1683333,42.764,2.81,ml,35,41,0.1335,0.17,uw,uw10824603,2016-09-01T20:07:00.565Z,"Strait of Juan de Fuca, Washington",earthquake,0.29,0.59,0.187,34,reviewed,uw,uw
2011-09-05T03:48:33.380Z,46.4071667,-119.266,1.992,2.8,md,27,90,0.02709,0.21,uw,uw10824148,2016-09-01T18:43:24.049Z,Washington,earthquake,0.193,0.32,0.03,15,reviewed,uw,uw
2011-09-04T04:13:39.540Z,46.4108333,-119.26,1.605,3.7,md,35,46,0.02709,0.26,uw,uw10823553,2017-04-02T01:16:13.919Z,Washington,earthquake,0.266,0.28,0.04,19,reviewed,uw,uw
2011-08-27T21:32:03.330Z,47.7735,-122.3065,26.318,2.8,md,75,26,0.02166,0.32,uw,uw10826628,2016-09-01T18:43:21.922Z,"Seattle-Tacoma urban area, Washington",earthquake,0.214,0.15,0.04,28,reviewed,uw,uw
2011-08-27T02:53:06.940Z,46.4073333,-119.2618333,1.215,2.5,md,28,69,0.02874,0.22,uw,uw10826283,2016-09-01T18:43:21.271Z,Washington,earthquake,0.136,0.24,0.05,13,reviewed,uw,uw
2011-08-19T06:54:59.370Z,48.249,-121.8633333,7.857,3.3,md,60,56,0.06873,0.44,uw,uw10823668,2017-04-02T01:26:10.800Z,Washington,earthquake,0.595,0.97,0.04,19,reviewed,uw,uw
2011-08-18T07:49:44.860Z,47.4783333,-122.0448333,7.207,2.76,ml,45,41,0.1062,0.38,uw,uw10823313,2016-09-01T18:43:19.658Z,"Seattle-Tacoma urban area, Washington",earthquake,0.37,1.04,0.225,98,reviewed,uw,uw
2011-08-06T00:05:20.160Z,42.6163333,-122.4006667,7.158,2.8,md,27,44,,0.32,uw,uw10820338,2016-07-22T17:53:14.420Z,Oregon,earthquake,0.44,1.43,0.05,15,reviewed,uw,uw
2011-08-05T23:39:57.430Z,42.622,-122.4088333,12.419,2.5,md,28,47,,0.25,uw,uw10820323,2016-07-22T17:53:11.850Z,Oregon,earthquake,0.184,0.27,0.04,11,reviewed,uw,uw
2011-08-05T17:59:02.440Z,42.6156667,-122.398,14.964,2.6,md,25,64,,0.34,uw,uw10820258,2016-07-22T17:53:09.480Z,Oregon,earthquake,0.316,0.27,0.06,7,reviewed,uw,uw
2011-08-04T18:38:20.300Z,42.6255,-122.4065,2.349,2.5,md,23,47,,0.22,uw,uw10819928,2016-07-22T17:53:05.520Z,Oregon,earthquake,0.333,1.4,0.04,11,reviewed,uw,uw
2011-07-27T11:38:02.370Z,48.8403333,-122.1196667,16.22,2.6,md,27,98,0.07828,0.32,uw,uw10828173,2016-09-01T18:43:18.487Z,Washington,earthquake,0.544,0.38,0.03,9,reviewed,uw,uw
2011-07-24T12:19:28.850Z,47.7078333,-123.1781667,40.554,3.85,ml,61,36,0.1021,0.24,uw,uw10826768,2016-09-01T18:43:17.412Z,"Olympic Peninsula, Washington",earthquake,0.32,0.45,0.182,96,reviewed,uw,uw
2011-07-23T08:03:40.490Z,47.6423333,-121.7263333,17.836,3.25,ml,59,30,0.1407,0.25,uw,uw10826403,2017-04-02T01:31:16.007Z,Washington,earthquake,0.36,0.72,0.144,103,reviewed,uw,uw
2011-07-20T14:12:37.790Z,47.7488333,-122.5555,25.803,2.8,md,59,31,0.05916,0.24,uw,uw10825233,2016-09-01T18:43:16.045Z,"Seattle-Tacoma urban area, Washington",earthquake,0.081,0.2,0.03,22,reviewed,uw,uw
2011-07-16T03:54:00.980Z,48.2481667,-121.6451667,7.258,3.2,md,32,78,0.196,0.36,uw,uw10823563,2017-04-02T01:21:11.727Z,Washington,earthquake,0.689,1.16,0.03,13,reviewed,uw,uw
2011-07-12T06:10:07.580Z,42.3235,-124.491,19.166,2.7,md,10,268,,0.25,uw,uw10822358,2016-07-22T17:46:51.880Z,offshore Oregon,earthquake,2.866,0.55,0.05,6,reviewed,uw,uw
2011-07-11T11:41:46.180Z,48.2365,-121.6625,6.348,2.7,md,27,75,0.1819,0.26,uw,uw10822083,2016-09-01T18:43:13.883Z,Washington,earthquake,0.036,0.06,0.03,10,reviewed,uw,uw
2011-07-11T11:24:04.930Z,48.8795,-119.4868333,-0.113,2.8,md,16,122,0.4459,0.23,uw,uw10822068,2016-09-01T18:43:13.128Z,Washington,earthquake,0.898,2.64,0.03,8,reviewed,uw,uw
2011-06-22T10:54:56.990Z,42.203,-121.8885,4.433,2.8,md,21,54,,0.29,uw,uw10820073,2016-09-01T18:43:10.859Z,Oregon,earthquake,0.028,0.06,0.05,6,reviewed,uw,uw
2011-06-19T10:55:16.440Z,48.6105,-122.908,23.89,2.5,md,30,85,0.08487,0.26,uw,uw10819223,2016-07-22T17:45:28.970Z,"San Juan Islands region, Washington",earthquake,0.43,0.66,0.04,10,reviewed,uw,uw
2011-06-15T23:35:54.080Z,48.4836667,-122.7428333,25.823,2.8,md,34,36,0.08382,0.26,uw,uw10818198,2016-07-22T17:45:19.410Z,"San Juan Islands region, Washington",earthquake,0.304,0.57,0.05,9,reviewed,uw,uw
2011-06-15T01:52:58.130Z,47.7535,-122.3615,31.735,3,md,79,22,0.04858,0.32,uw,uw10818038,2017-04-02T01:06:17.462Z,"Seattle-Tacoma urban area, Washington",earthquake,0.439,0.32,0.03,25,reviewed,uw,uw
2011-06-13T10:24:05.630Z,48.2841667,-124.8246667,36.482,2.6,md,23,170,0.1339,0.38,uw,uw10817798,2016-07-22T17:45:08.420Z,offshore Washington,earthquake,1.16,0.99,0.03,9,reviewed,uw,uw
2011-06-06T02:35:16.300Z,47.7686667,-122.3516667,30.989,2.5,md,64,26,0.04405,0.31,uw,uw10816778,2016-09-01T18:43:09.169Z,"Seattle-Tacoma urban area, Washington",earthquake,0.139,0.13,0.04,24,reviewed,uw,uw
2011-05-27T22:02:51.190Z,47.4231667,-122.8818333,49.882,2.96,ml,52,28,0.1115,0.38,uw,uw10818483,2016-09-01T18:43:08.427Z,"Puget Sound region, Washington",earthquake,0.79,1.14,0.171,37,reviewed,uw,uw
2011-05-01T04:13:55.470Z,46.4045,-119.2553333,1.745,3.3,md,38,68,0.03385,0.32,uw,uw10812748,2016-09-01T18:43:04.857Z,Washington,earthquake,0.476,1.04,0.05,5,reviewed,uw,uw
2011-04-30T07:41:23.800Z,46.8518333,-121.7796667,-2.694,2.5,md,5,146,0.00917,0.22,uw,uw10815883,2016-07-22T17:42:14.980Z,"Mount Rainier area, Washington",earthquake,0.134,0.26,0.06,2,reviewed,uw,uw
2011-04-21T08:51:28.410Z,47.7203333,-120.0193333,4.758,2.6,md,18,47,0.04852,0.19,uw,uw10814253,2016-07-22T17:41:05.890Z,Washington,earthquake,0.383,1.21,0.02,8,reviewed,uw,uw
2011-04-13T19:35:18.150Z,46.8606667,-121.7596667,-2.897,2.5,md,4,106,0.02135,0.08,uw,uw10812728,2016-07-22T17:40:32.550Z,"Mount Rainier area, Washington",earthquake,0.028,0.52,0.04,3,reviewed,uw,uw
2011-04-11T02:15:58.770Z,46.858,-121.7585,-2.694,2.6,md,5,111,0.02208,0.41,uw,uw10812378,2016-07-22T17:40:24.950Z,"Mount Rainier area, Washington",earthquake,0.153,0.49,0.06,4,reviewed,uw,uw
2011-04-06T17:45:00.570Z,46.7093333,-121.6618333,5.267,3.4,md,50,88,,0.24,uw,uw10811698,2016-09-01T18:43:02.188Z,Washington,earthquake,0.305,0.23,0.04,13,reviewed,uw,uw
2011-04-05T21:05:52.920Z,45.122,-120.9543333,18.284,2.7,md,35,102,0.1036,0.28,uw,uw10811503,2016-09-01T18:43:01.488Z,Oregon,earthquake,0.574,0.57,0.05,11,reviewed,uw,uw
2011-03-27T11:37:11.330Z,45.1306667,-120.9381667,15.772,2.5,md,15,114,0.1524,0.27,uw,uw10826638,2016-07-22T17:39:29.990Z,Oregon,earthquake,1.009,2.5,0.03,8,reviewed,uw,uw
2011-03-22T05:49:55.520Z,46.849,-121.7398333,-2.777,2.5,md,4,133,0.01417,0.81,uw,uw10824308,2016-07-22T17:39:06.000Z,"Mount Rainier area, Washington",earthquake,0.294,0.91,0.05,3,reviewed,uw,uw
2011-03-18T04:34:49.980Z,47.2876667,-122.7066667,32.066,2.9,md,72,51,,0.22,uw,uw10822798,2016-09-01T18:42:58.710Z,"Puget Sound region, Washington",earthquake,0.141,0.15,0.03,17,reviewed,uw,uw
2011-03-16T17:32:07.920Z,46.8585,-121.7668333,-2.744,2.5,md,5,111,0.01949,0.4,uw,uw10821993,2016-07-22T17:38:44.070Z,"Mount Rainier area, Washington",earthquake,0.15,0.45,0.05,3,reviewed,uw,uw
2011-03-02T12:12:09.010Z,45.3556667,-121.7606667,3.128,2.6,md,28,52,0.0407,0.21,uw,uw10810828,2016-07-22T17:38:13.320Z,"Mount Hood area, Oregon",earthquake,0.412,0.68,0.03,6,reviewed,uw,uw
2011-02-18T09:05:38.720Z,46.8631667,-121.7763333,-2.767,2.7,md,4,180,0.01679,0.09,uw,uw10823138,2016-07-22T17:37:26.280Z,"Mount Rainier area, Washington",earthquake,0.045,0.11,0.04,4,reviewed,uw,uw
2011-02-17T14:01:59.060Z,46.87,-121.7701667,-2.714,2.5,md,5,134,0.02473,0.68,uw,uw10822273,2016-07-22T17:37:20.880Z,"Mount Rainier area, Washington",earthquake,0.198,0.37,0.04,3,reviewed,uw,uw
2011-02-17T10:55:04.590Z,46.2786667,-122.2145,4.789,2.5,md,47,74,,0.2,uw,uw10821803,2016-07-22T17:37:16.790Z,"Mount St. Helens area, Washington",earthquake,0.233,0.28,0.02,13,reviewed,uw,uw
2011-02-15T14:47:40.710Z,48.898,-123.479,18.3,3,ml,22,79.9,,,us,usp000hujh,2016-09-01T18:42:57.952Z,Washington-British Columbia border region,earthquake,,,,,reviewed,pgc,pgc
2011-02-14T18:37:45.330Z,46.2803333,-122.2083333,3.956,2.7,md,44,92,,0.17,uw,uw10816318,2016-09-01T18:42:56.400Z,"Mount St. Helens area, Washington",earthquake,0.275,0.25,0.03,10,reviewed,uw,uw
2011-02-14T18:35:25.730Z,46.2816667,-122.2136667,4.298,4.3,md,71,43,0.04154,0.24,uw,uw10816153,2017-07-18T00:39:09.205Z,"Mount St. Helens area, Washington",earthquake,0.397,0.32,0.03,9,reviewed,uw,uw
2011-02-08T16:36:36.410Z,48.563,-123.115,51.711,3.63,ml,48,67,0.06973,0.24,uw,uw10813623,2016-09-01T18:42:55.044Z,"San Juan Islands region, Washington",earthquake,0.4,0.58,0.177,103,reviewed,uw,uw
2011-01-29T22:44:14.320Z,46.287,-122.201,2.332,2.5,md,25,74,0.05191,0.18,uw,uw10827688,2016-07-22T17:35:40.660Z,"Mount St. Helens area, Washington",earthquake,,0.02,0.04,6,reviewed,uw,uw
2011-01-29T22:26:22.640Z,46.2833333,-122.2088333,2,2.6,md,37,47,0.04692,0.31,uw,uw10827178,2016-09-01T18:42:53.474Z,"Mount St. Helens area, Washington",earthquake,0.731,2.22,0.12,6,reviewed,uw,uw
2011-01-29T05:00:13.600Z,46.8386667,-121.7375,-2.418,2.5,md,5,78,0.004336,0.85,uw,uw10826358,2016-07-22T17:35:32.000Z,"Mount Rainier area, Washington",earthquake,0.228,0.46,0.03,4,reviewed,uw,uw
2011-01-25T23:41:20.300Z,46.1973333,-122.1905,0.422,2.68,md,21,46,,0.13,uw,uw10823018,2016-07-22T17:35:07.440Z,"Mount St. Helens area, Washington",earthquake,0.33,0.25,0.115,5,reviewed,uw,uw
2011-01-20T03:04:53.500Z,46.7961667,-124.288,38.375,2.7,md,22,225,0.3573,0.35,uw,uw10818568,2016-07-22T17:34:46.450Z,offshore Washington,earthquake,2.085,1.43,0.04,7,reviewed,uw,uw
2011-01-19T07:10:45.690Z,48.9583333,-120.6881667,8.411,2.9,md,21,114,0.6609,0.48,uw,uw10818028,2017-04-02T01:01:12.087Z,Washington,earthquake,1.229,3.68,0.04,10,reviewed,uw,uw
2011-01-12T02:59:48.700Z,46.1473333,-120.4776667,17.713,2.5,md,35,71,0.1517,0.28,uw,uw10815178,2016-07-22T17:34:29.440Z,Washington,earthquake,0.431,0.41,0.04,16,reviewed,uw,uw
2011-01-07T22:35:40.410Z,47.8193333,-121.947,19.172,3,md,71,35,0.06074,0.37,uw,uw10813143,2017-04-02T00:56:16.079Z,"Puget Sound region, Washington",earthquake,0.261,0.45,0.02,27,reviewed,uw,uw
2011-01-07T16:07:09.330Z,46.8566667,-121.7663333,-2.472,2.5,md,5,96,0.01917,0.1,uw,uw10812893,2016-07-22T17:34:16.390Z,"Mount Rainier area, Washington",earthquake,0.058,0.1,0.06,4,reviewed,uw,uw
2010-12-30T09:17:46.240Z,45.1315,-120.932,15.995,3.6,md,44,100,,0.33,uw,uw10818413,2017-04-02T01:11:17.338Z,Oregon,earthquake,0.581,1.09,0.04,21,reviewed,uw,uw
2010-11-22T23:56:28.260Z,48.2803333,-122.8355,8.39,3.1,md,49,32,0.1354,0.33,uw,uw10808483,2017-04-02T00:51:18.625Z,"Strait of Juan de Fuca, Washington",earthquake,0.028,0.07,0.03,13,reviewed,uw,uw
2010-11-16T15:51:08.800Z,46.556,-122.432,14.068,4.2,md,87,53,,0.22,uw,uw10807528,2016-09-01T18:42:46.138Z,Washington,earthquake,0.086,0.2,0.04,23,reviewed,uw,uw
2010-11-13T04:08:33.340Z,47.5833333,-120.2843333,7.996,2.5,md,36,40,0.03929,0.3,uw,uw10806818,2016-09-01T18:42:44.795Z,Washington,earthquake,0.545,0.64,0.05,14,reviewed,uw,uw
2010-10-30T05:35:48.800Z,44.428,-116.069,11.3,2.5,md,12,150.1,,,us,usp000hnss,2014-11-07T01:42:46.978Z,southern Idaho,earthquake,,,,,reviewed,but,but
2010-10-16T05:42:04.050Z,44.1618333,-118.2276667,14.981,2.9,md,6,148,0.8232,0.52,uw,uw10807438,2016-07-22T17:16:21.000Z,Oregon,earthquake,2.505,8.73,0.05,4,reviewed,uw,uw
2010-09-23T18:40:22.190Z,46.8641667,-121.9045,9.194,2.5,md,42,47,,0.14,uw,uw10810353,2016-07-22T17:15:11.310Z,Washington,earthquake,0.144,0.26,0.03,9,reviewed,uw,uw
2010-09-04T11:04:29.810Z,42.1623333,-124.5853333,23.172,2.9,md,19,221,0.2717,0.48,uw,uw10805878,2016-07-22T17:13:38.400Z,offshore Oregon,earthquake,2.233,2.3,0.04,10,reviewed,uw,uw
2010-08-23T02:40:56.450Z,47.6838333,-121.9543333,19.552,2.5,md,53,31,0.06739,0.33,uw,uw10801323,2016-09-01T18:42:42.400Z,"Puget Sound region, Washington",earthquake,0.314,0.2,0.03,10,reviewed,uw,uw
2010-08-17T19:39:07.430Z,46.361,-122.2511667,11.015,2.8,md,53,75,,0.19,uw,uw10800448,2016-09-01T18:42:41.443Z,Washington,earthquake,0.141,0.65,0.02,15,reviewed,uw,uw
2010-08-15T12:33:32.300Z,48.0283333,-119.6683333,-0.167,2.6,md,16,174,0.08228,0.16,uw,uw10799888,2016-09-01T18:42:40.726Z,Washington,earthquake,0.631,,0.04,7,reviewed,uw,uw
2010-08-06T04:08:25.330Z,47.8555,-120.3971667,11.643,2.6,md,26,57,0.1303,0.3,uw,uw10797008,2016-09-01T18:42:40.062Z,Washington,earthquake,0.618,0.82,0.03,9,reviewed,uw,uw
2010-08-04T09:06:26.890Z,46.1251667,-122.5015,16.959,2.8,md,65,26,,0.18,uw,uw10795808,2016-09-01T18:42:39.281Z,Washington,earthquake,0.283,0.57,0.03,13,reviewed,uw,uw
2010-07-06T11:52:51.410Z,46.117,-120.7461667,2.593,2.5,md,38,55,0.1666,0.21,uw,uw10795043,2016-07-22T17:09:12.260Z,Washington,earthquake,0.305,0.46,0.05,9,reviewed,uw,uw
2010-07-03T22:25:19.480Z,42.4743333,-124.1771667,34.306,3.45,ml,34,156,0.2643,0.34,uw,uw10794438,2016-09-01T19:58:58.269Z,Oregon,earthquake,0.81,0.75,0.162,30,reviewed,uw,uw
2010-06-28T10:51:48.140Z,46.8388333,-119.6855,2.226,2.8,md,33,42,0.1168,0.21,uw,uw10804313,2016-09-01T18:42:37.775Z,Washington,earthquake,0.389,0.52,0.03,16,reviewed,uw,uw
2010-06-17T14:23:24.520Z,46.1088333,-120.743,2.609,4.2,md,66,36,0.1596,0.2,uw,uw10803078,2017-04-02T00:41:28.727Z,Washington,earthquake,0.21,0.42,0.04,26,reviewed,uw,uw
2010-05-25T12:21:00.710Z,47.6856667,-121.9685,5.404,3.24,ml,52,38,,0.45,uw,uw10804513,2017-04-02T00:46:15.016Z,"Puget Sound region, Washington",earthquake,0.41,1.61,0.166,129,reviewed,uw,uw
2010-05-16T02:15:17.260Z,45.7323333,-118.5425,20.161,2.8,md,17,138,0.2271,0.08,uw,uw10803273,2016-07-14T01:18:24.550Z,Oregon,earthquake,0.27,0.35,0.08,7,reviewed,uw,uw
2010-05-15T18:03:12.370Z,46.802,-121.9291667,4.208,2.5,md,40,48,,0.11,uw,uw10803208,2016-07-14T01:18:22.130Z,Washington,earthquake,0.144,0.17,0.04,13,reviewed,uw,uw
2010-05-15T16:06:13.280Z,45.7461667,-118.5456667,19.665,2.7,md,22,76,0.2207,0.19,uw,uw10803198,2016-07-14T01:18:21.300Z,Oregon,earthquake,0.563,0.71,0.04,11,reviewed,uw,uw
2010-05-14T19:03:04.090Z,45.3595,-121.7521667,3.743,3,md,33,51,0.03788,0.21,uw,uw10802993,2016-09-01T18:42:35.601Z,"Mount Hood area, Oregon",earthquake,0.397,0.7,0.03,11,reviewed,uw,uw
2010-05-13T13:33:45.090Z,46.0818333,-122.5213333,13.711,2.5,md,29,82,,0.1,uw,uw10802718,2016-09-01T18:42:34.821Z,Washington,earthquake,0.17,0.31,0.02,12,reviewed,uw,uw
2010-05-08T11:57:43.270Z,46.8376667,-119.6875,2.716,2.9,md,44,36,0.117,0.22,uw,uw10801068,2016-09-01T18:42:34.138Z,Washington,earthquake,0.354,0.47,0.05,24,reviewed,uw,uw
2010-04-05T06:37:18.680Z,47.9008333,-121.975,22.576,2.5,md,58,40,0.05713,0.34,uw,uw10793748,2016-09-01T18:42:33.446Z,"Seattle-Tacoma urban area, Washington",earthquake,0.545,0.45,0.03,13,reviewed,uw,uw
2010-04-01T12:42:17.520Z,47.5966667,-122.5773333,29.907,2.5,md,60,36,0.0299,0.28,uw,uw10792033,2016-09-01T18:42:32.682Z,"Seattle-Tacoma urban area, Washington",earthquake,0.294,0.63,0.03,13,reviewed,uw,uw
2010-03-29T21:27:11.990Z,47.0033333,-120.9583333,1.279,3.8,md,84,35,,0.21,uw,uw10797023,2017-04-02T00:36:11.354Z,Washington,earthquake,,,0.04,18,reviewed,uw,uw
2010-03-25T22:31:07.140Z,47.3206667,-119.41,8.675,3.2,md,36,53,0.1322,0.23,uw,uw10796583,2016-09-01T18:42:31.283Z,Washington,earthquake,0.05,0.14,0.04,12,reviewed,uw,uw
2010-02-24T09:34:15.850Z,46.7383333,-124.0371667,39.989,2.7,md,41,175,0.2256,0.27,uw,uw10791108,2016-07-14T01:14:31.920Z,Washington,earthquake,0.717,0.38,0.03,8,reviewed,uw,uw
2010-02-20T10:05:09.200Z,48.3298333,-123.1968333,43.728,3.37,ml,55,32,0.1196,0.21,uw,uw10789633,2016-09-01T18:42:29.084Z,"Strait of Juan de Fuca, Washington",earthquake,0.32,0.53,0.14,89,reviewed,uw,uw
2010-02-04T05:54:36.240Z,46.3993333,-119.296,0.103,2.7,md,31,85,0.03028,0.15,uw,uw10783233,2016-09-01T18:42:27.766Z,Washington,earthquake,0.014,0.03,0.03,8,reviewed,uw,uw
2010-01-31T21:57:09.350Z,47.6078333,-121.7776667,11.725,2.5,md,32,78,0.1042,0.13,uw,uw10792918,2016-09-01T18:42:26.945Z,Washington,earthquake,0.228,0.17,0.03,11,reviewed,uw,uw
2010-01-02T16:36:45.910Z,45.137,-120.9555,14.468,3.6,md,42,78,,0.34,uw,uw10782693,2017-04-02T00:31:17.777Z,Oregon,earthquake,0.546,1.92,0.07,15,reviewed,uw,uw
