"datetime","state","location","aqi"
2019-06-18 09:00:04,"Washington","Darrington","8"
2019-06-18 09:00:04,"Washington","Ellensburg","12"
2019-06-18 09:00:04,"Washington","Everett-Marysville-Lynnwood","18"
2019-06-18 09:00:04,"Washington","Inchelium",""
2019-06-18 09:00:04,"Washington","Kennewick","20"
2019-06-18 09:00:04,"Washington","Leavenworth","5"
2019-06-18 09:00:04,"Washington","Longview","6"
2019-06-18 09:00:04,"Washington","Makah Indian Tribe of Makah Indian Reservation","8"
2019-06-18 09:00:04,"Washington","Maple Falls","3"
2019-06-18 09:00:04,"Washington","Moses Lake","11"
2019-06-18 09:00:04,"Washington","Mount Vernon","3"
2019-06-18 09:00:04,"Washington","Mt. Rainier",""
2019-06-18 09:00:04,"Washington","Naches",""
2019-06-18 09:00:04,"Washington","Nespelem",""
2019-06-18 09:00:04,"Washington","Oak Harbor","4"
2019-06-18 09:00:04,"Washington","Olympia-Lacey-Tumwater","7"
2019-06-18 09:00:04,"Washington","Omak","15"
2019-06-18 09:00:04,"Washington","Port Angeles","10"
2019-06-18 09:00:04,"Washington","Port Townsend","14"
2019-06-18 09:00:04,"Washington","Pullman","8"
2019-06-18 09:00:04,"Washington","Raymond","11"
2019-06-18 09:00:04,"Washington","Seattle-Bellevue-Kent Valley","20"
2019-06-18 09:00:04,"Washington","Shelton","18"
2019-06-18 09:00:04,"Washington","Spokane","31"
2019-06-18 09:00:04,"Washington","Spokane Tribe of Spokane Reservation","10"
2019-06-18 09:00:04,"Washington","Sunnyside","32"
2019-06-18 09:00:04,"Washington","Tacoma-Puyallup","10"
2019-06-18 09:00:04,"Washington","Twisp","6"
2019-06-18 09:00:04,"Washington","Vancouver","14"
2019-06-18 09:00:04,"Washington","Walla Walla","8"
2019-06-18 09:00:04,"Washington","Wenatchee","10"
2019-06-18 09:00:04,"Washington","Winthrop","5"
2019-06-18 09:00:04,"Washington","Yacolt","5"
2019-06-18 09:00:04,"Washington","Yakima","12"
2019-06-18 10:00:06,"Washington","Aberdeen","8"
2019-06-18 10:00:06,"Washington","Anacortes","21"
2019-06-18 10:00:06,"Washington","Bellingham","15"
2019-06-18 10:00:06,"Washington","Bremerton-Silverdale-Bainbridge Island","12"
2019-06-18 10:00:06,"Washington","Cascade foothills of King County","14"
2019-06-18 10:00:06,"Washington","Cascade foothills of east King-Pierce counties","12"
2019-06-18 10:00:06,"Washington","Cheeka Peak","18"
2019-06-18 10:00:06,"Washington","Chehalis","8"
2019-06-18 10:00:06,"Washington","Chelan","6"
2019-06-18 10:00:06,"Washington","Clarkston","45"
2019-06-18 10:00:06,"Washington","Colville","22"
2019-06-18 10:00:06,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-06-18 10:00:06,"Washington","Confederated Tribes & Bands of Yakama Nations","34"
2019-06-18 10:00:06,"Washington","Darrington","4"
2019-06-18 10:00:06,"Washington","Ellensburg","4"
2019-06-18 10:00:06,"Washington","Everett-Marysville-Lynnwood","18"
2019-06-18 10:00:06,"Washington","Inchelium",""
2019-06-18 10:00:06,"Washington","Kennewick","23"
2019-06-18 10:00:06,"Washington","Leavenworth","5"
2019-06-18 10:00:06,"Washington","Longview","8"
2019-06-18 10:00:06,"Washington","Makah Indian Tribe of Makah Indian Reservation","8"
2019-06-18 10:00:06,"Washington","Maple Falls","4"
2019-06-18 10:00:06,"Washington","Moses Lake","11"
2019-06-18 10:00:06,"Washington","Mount Vernon","3"
2019-06-18 10:00:06,"Washington","Mt. Rainier",""
2019-06-18 10:00:06,"Washington","Naches",""
2019-06-18 10:00:06,"Washington","Nespelem","18"
2019-06-18 10:00:06,"Washington","Oak Harbor","4"
2019-06-18 10:00:06,"Washington","Olympia-Lacey-Tumwater","8"
2019-06-18 10:00:06,"Washington","Omak","12"
2019-06-18 10:00:06,"Washington","Port Angeles","10"
2019-06-18 10:00:06,"Washington","Port Townsend","14"
2019-06-18 10:00:06,"Washington","Pullman","7"
2019-06-18 10:00:06,"Washington","Raymond","10"
2019-06-18 10:00:06,"Washington","Seattle-Bellevue-Kent Valley","22"
2019-06-18 10:00:06,"Washington","Shelton","18"
2019-06-18 10:00:06,"Washington","Spokane","29"
2019-06-18 10:00:06,"Washington","Spokane Tribe of Spokane Reservation","10"
2019-06-18 10:00:06,"Washington","Sunnyside","27"
2019-06-18 10:00:06,"Washington","Tacoma-Puyallup","10"
2019-06-18 10:00:06,"Washington","Twisp","6"
2019-06-18 10:00:06,"Washington","Vancouver","15"
2019-06-18 10:00:06,"Washington","Walla Walla","7"
2019-06-18 10:00:06,"Washington","Wenatchee","8"
2019-06-18 10:00:06,"Washington","Winthrop","6"
2019-06-18 10:00:06,"Washington","Yacolt","4"
2019-06-18 10:00:06,"Washington","Yakima","14"
2019-06-18 11:00:06,"Washington","Aberdeen","14"
2019-06-18 11:00:06,"Washington","Anacortes","21"
2019-06-18 11:00:06,"Washington","Bellingham","16"
2019-06-18 11:00:06,"Washington","Bremerton-Silverdale-Bainbridge Island","8"
2019-06-18 11:00:06,"Washington","Cascade foothills of King County","14"
2019-06-18 11:00:06,"Washington","Cascade foothills of east King-Pierce counties","12"
2019-06-18 11:00:06,"Washington","Cheeka Peak","19"
2019-06-18 11:00:06,"Washington","Chehalis","9"
2019-06-18 11:00:06,"Washington","Chelan","6"
2019-06-18 11:00:06,"Washington","Clarkston","29"
2019-06-18 11:00:06,"Washington","Colville","23"
2019-06-18 11:00:06,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-06-18 11:00:06,"Washington","Confederated Tribes & Bands of Yakama Nations","23"
2019-06-18 11:00:06,"Washington","Darrington","0"
2019-06-18 11:00:06,"Washington","Ellensburg","2"
2019-06-18 11:00:06,"Washington","Everett-Marysville-Lynnwood","19"
2019-06-18 11:00:06,"Washington","Inchelium",""
2019-06-18 11:00:06,"Washington","Kennewick","26"
2019-06-18 11:00:06,"Washington","Leavenworth","5"
2019-06-18 11:00:06,"Washington","Longview","8"
2019-06-18 11:00:06,"Washington","Makah Indian Tribe of Makah Indian Reservation","9"
2019-06-18 11:00:06,"Washington","Maple Falls","4"
2019-06-18 11:00:06,"Washington","Moses Lake","10"
2019-06-18 11:00:06,"Washington","Mount Vernon","3"
2019-06-18 11:00:06,"Washington","Mt. Rainier",""
2019-06-18 11:00:06,"Washington","Naches",""
2019-06-18 11:00:06,"Washington","Nespelem","18"
2019-06-18 11:00:06,"Washington","Oak Harbor","3"
2019-06-18 11:00:06,"Washington","Olympia-Lacey-Tumwater","8"
2019-06-18 11:00:06,"Washington","Omak","8"
2019-06-18 11:00:06,"Washington","Port Angeles","10"
2019-06-18 11:00:06,"Washington","Port Townsend","13"
2019-06-18 11:00:06,"Washington","Pullman","7"
2019-06-18 11:00:06,"Washington","Raymond","8"
2019-06-18 11:00:06,"Washington","Seattle-Bellevue-Kent Valley","21"
2019-06-18 11:00:06,"Washington","Shelton","19"
2019-06-18 11:00:06,"Washington","Spokane","28"
2019-06-18 11:00:06,"Washington","Spokane Tribe of Spokane Reservation","11"
2019-06-18 11:00:06,"Washington","Sunnyside","23"
2019-06-18 11:00:06,"Washington","Tacoma-Puyallup","13"
2019-06-18 11:00:06,"Washington","Twisp","6"
2019-06-18 11:00:06,"Washington","Vancouver","15"
2019-06-18 11:00:06,"Washington","Walla Walla","7"
2019-06-18 11:00:06,"Washington","Wenatchee","5"
2019-06-18 11:00:06,"Washington","Winthrop","7"
2019-06-18 11:00:06,"Washington","Yacolt","4"
2019-06-18 11:00:06,"Washington","Yakima","18"
2019-06-18 12:00:05,"Washington","Aberdeen","56"
2019-06-18 12:00:05,"Washington","Anacortes","17"
2019-06-18 12:00:05,"Washington","Bellingham","19"
2019-06-18 12:00:05,"Washington","Bremerton-Silverdale-Bainbridge Island","4"
2019-06-18 12:00:05,"Washington","Cascade foothills of King County","14"
2019-06-18 12:00:05,"Washington","Cascade foothills of east King-Pierce counties","13"
2019-06-18 12:00:05,"Washington","Cheeka Peak","19"
2019-06-18 12:00:05,"Washington","Chehalis","9"
2019-06-18 12:00:05,"Washington","Chelan","6"
2019-06-18 12:00:05,"Washington","Clarkston","20"
2019-06-18 12:00:05,"Washington","Colville","20"
2019-06-18 12:00:05,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-06-18 12:00:05,"Washington","Confederated Tribes & Bands of Yakama Nations","22"
2019-06-18 12:00:05,"Washington","Darrington","0"
2019-06-18 12:00:05,"Washington","Ellensburg","15"
2019-06-18 12:00:05,"Washington","Everett-Marysville-Lynnwood","12"
2019-06-18 12:00:05,"Washington","Inchelium",""
2019-06-18 12:00:05,"Washington","Kennewick","28"
2019-06-18 12:00:05,"Washington","Leavenworth","5"
2019-06-18 12:00:05,"Washington","Longview","8"
2019-06-18 12:00:05,"Washington","Makah Indian Tribe of Makah Indian Reservation","9"
2019-06-18 12:00:05,"Washington","Maple Falls","5"
2019-06-18 12:00:05,"Washington","Moses Lake","9"
2019-06-18 12:00:05,"Washington","Mount Vernon","3"
2019-06-18 12:00:05,"Washington","Mt. Rainier",""
2019-06-18 12:00:05,"Washington","Naches",""
2019-06-18 12:00:05,"Washington","Nespelem",""
2019-06-18 12:00:05,"Washington","Oak Harbor","3"
2019-06-18 12:00:05,"Washington","Olympia-Lacey-Tumwater","9"
2019-06-18 12:00:05,"Washington","Omak","6"
2019-06-18 12:00:05,"Washington","Port Angeles","11"
2019-06-18 12:00:05,"Washington","Port Townsend","13"
2019-06-18 12:00:05,"Washington","Pullman","7"
2019-06-18 12:00:05,"Washington","Raymond","7"
2019-06-18 12:00:05,"Washington","Seattle-Bellevue-Kent Valley","19"
2019-06-18 12:00:05,"Washington","Shelton","19"
2019-06-18 12:00:05,"Washington","Spokane","31"
2019-06-18 12:00:05,"Washington","Spokane Tribe of Spokane Reservation","11"
2019-06-18 12:00:05,"Washington","Sunnyside","20"
2019-06-18 12:00:05,"Washington","Tacoma-Puyallup","14"
2019-06-18 12:00:05,"Washington","Twisp","8"
2019-06-18 12:00:05,"Washington","Vancouver","16"
2019-06-18 12:00:05,"Washington","Walla Walla","8"
2019-06-18 12:00:05,"Washington","Wenatchee","5"
2019-06-18 12:00:05,"Washington","Winthrop","7"
2019-06-18 12:00:05,"Washington","Yacolt","5"
2019-06-18 12:00:05,"Washington","Yakima","12"
2019-06-18 13:00:07,"Washington","Aberdeen","57"
2019-06-18 13:00:07,"Washington","Anacortes","19"
2019-06-18 13:00:07,"Washington","Bellingham","21"
2019-06-18 13:00:07,"Washington","Bremerton-Silverdale-Bainbridge Island","2"
2019-06-18 13:00:07,"Washington","Cascade foothills of King County","16"
2019-06-18 13:00:07,"Washington","Cascade foothills of east King-Pierce counties","14"
2019-06-18 13:00:07,"Washington","Cheeka Peak","19"
2019-06-18 13:00:07,"Washington","Chehalis","8"
2019-06-18 13:00:07,"Washington","Chelan","6"
2019-06-18 13:00:07,"Washington","Clarkston","16"
2019-06-18 13:00:07,"Washington","Colville","20"
2019-06-18 13:00:07,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-06-18 13:00:07,"Washington","Confederated Tribes & Bands of Yakama Nations","17"
2019-06-18 13:00:07,"Washington","Darrington","0"
2019-06-18 13:00:07,"Washington","Ellensburg","16"
2019-06-18 13:00:07,"Washington","Everett-Marysville-Lynnwood","6"
2019-06-18 13:00:07,"Washington","Inchelium",""
2019-06-18 13:00:07,"Washington","Kennewick","30"
2019-06-18 13:00:07,"Washington","Leavenworth",""
2019-06-18 13:00:07,"Washington","Longview","7"
2019-06-18 13:00:07,"Washington","Makah Indian Tribe of Makah Indian Reservation","10"
2019-06-18 13:00:07,"Washington","Maple Falls","5"
2019-06-18 13:00:07,"Washington","Moses Lake","9"
2019-06-18 13:00:07,"Washington","Mount Vernon","3"
2019-06-18 13:00:07,"Washington","Mt. Rainier",""
2019-06-18 13:00:07,"Washington","Naches",""
2019-06-18 13:00:07,"Washington","Nespelem",""
2019-06-18 13:00:07,"Washington","Oak Harbor","2"
2019-06-18 13:00:07,"Washington","Olympia-Lacey-Tumwater","10"
2019-06-18 13:00:07,"Washington","Omak","3"
2019-06-18 13:00:07,"Washington","Port Angeles","11"
2019-06-18 13:00:07,"Washington","Port Townsend","13"
2019-06-18 13:00:07,"Washington","Pullman","7"
2019-06-18 13:00:07,"Washington","Raymond","8"
2019-06-18 13:00:07,"Washington","Seattle-Bellevue-Kent Valley","19"
2019-06-18 13:00:07,"Washington","Shelton","19"
2019-06-18 13:00:07,"Washington","Spokane","31"
2019-06-18 13:00:07,"Washington","Spokane Tribe of Spokane Reservation","10"
2019-06-18 13:00:07,"Washington","Sunnyside","20"
2019-06-18 13:00:07,"Washington","Tacoma-Puyallup","16"
2019-06-18 13:00:07,"Washington","Twisp","8"
2019-06-18 13:00:07,"Washington","Vancouver","19"
2019-06-18 13:00:07,"Washington","Walla Walla","9"
2019-06-18 13:00:07,"Washington","Wenatchee","4"
2019-06-18 13:00:07,"Washington","Winthrop","6"
2019-06-18 13:00:07,"Washington","Yacolt","6"
2019-06-18 13:00:07,"Washington","Yakima","8"
2019-06-18 14:00:05,"Washington","Aberdeen","57"
2019-06-18 14:00:05,"Washington","Anacortes","21"
2019-06-18 14:00:05,"Washington","Bellingham","24"
2019-06-18 14:00:05,"Washington","Bremerton-Silverdale-Bainbridge Island","1"
2019-06-18 14:00:05,"Washington","Cascade foothills of King County","16"
2019-06-18 14:00:05,"Washington","Cascade foothills of east King-Pierce counties","16"
2019-06-18 14:00:05,"Washington","Cheeka Peak","20"
2019-06-18 14:00:05,"Washington","Chehalis","8"
2019-06-18 14:00:05,"Washington","Chelan","6"
2019-06-18 14:00:05,"Washington","Clarkston","14"
2019-06-18 14:00:05,"Washington","Colville","19"
2019-06-18 14:00:05,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-06-18 14:00:05,"Washington","Confederated Tribes & Bands of Yakama Nations","13"
2019-06-18 14:00:05,"Washington","Darrington","0"
2019-06-18 14:00:05,"Washington","Ellensburg","23"
2019-06-18 14:00:05,"Washington","Everett-Marysville-Lynnwood","5"
2019-06-18 14:00:05,"Washington","Inchelium",""
2019-06-18 14:00:05,"Washington","Kennewick","32"
2019-06-18 14:00:05,"Washington","Leavenworth",""
2019-06-18 14:00:05,"Washington","Longview","6"
2019-06-18 14:00:05,"Washington","Makah Indian Tribe of Makah Indian Reservation","10"
2019-06-18 14:00:05,"Washington","Maple Falls","5"
2019-06-18 14:00:05,"Washington","Moses Lake","8"
2019-06-18 14:00:05,"Washington","Mount Vernon","2"
2019-06-18 14:00:05,"Washington","Mt. Rainier",""
2019-06-18 14:00:05,"Washington","Naches",""
2019-06-18 14:00:05,"Washington","Nespelem",""
2019-06-18 14:00:05,"Washington","Oak Harbor","2"
2019-06-18 14:00:05,"Washington","Olympia-Lacey-Tumwater","10"
2019-06-18 14:00:05,"Washington","Omak","5"
2019-06-18 14:00:05,"Washington","Port Angeles","13"
2019-06-18 14:00:05,"Washington","Port Townsend","13"
2019-06-18 14:00:05,"Washington","Pullman","7"
2019-06-18 14:00:05,"Washington","Raymond","9"
2019-06-18 14:00:05,"Washington","Seattle-Bellevue-Kent Valley","19"
2019-06-18 14:00:05,"Washington","Shelton","19"
2019-06-18 14:00:05,"Washington","Spokane","38"
2019-06-18 14:00:05,"Washington","Spokane Tribe of Spokane Reservation","10"
2019-06-18 14:00:05,"Washington","Sunnyside",""
2019-06-18 14:00:05,"Washington","Tacoma-Puyallup","16"
2019-06-18 14:00:05,"Washington","Twisp","8"
2019-06-18 14:00:05,"Washington","Vancouver","22"
2019-06-18 14:00:05,"Washington","Walla Walla","10"
2019-06-18 14:00:05,"Washington","Wenatchee","5"
2019-06-18 14:00:05,"Washington","Winthrop","8"
2019-06-18 14:00:05,"Washington","Yacolt","6"
2019-06-18 14:00:05,"Washington","Yakima","8"
2019-06-18 15:00:06,"Washington","Aberdeen","53"
2019-06-18 15:00:06,"Washington","Anacortes","22"
2019-06-18 15:00:06,"Washington","Bellingham","27"
2019-06-18 15:00:06,"Washington","Bremerton-Silverdale-Bainbridge Island","0"
2019-06-18 15:00:06,"Washington","Cascade foothills of King County","17"
2019-06-18 15:00:06,"Washington","Cascade foothills of east King-Pierce counties","17"
2019-06-18 15:00:06,"Washington","Cheeka Peak","22"
2019-06-18 15:00:06,"Washington","Chehalis","7"
2019-06-18 15:00:06,"Washington","Chelan","7"
2019-06-18 15:00:06,"Washington","Clarkston","13"
2019-06-18 15:00:06,"Washington","Colville","15"
2019-06-18 15:00:06,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-06-18 15:00:06,"Washington","Confederated Tribes & Bands of Yakama Nations","13"
2019-06-18 15:00:06,"Washington","Darrington","2"
2019-06-18 15:00:06,"Washington","Ellensburg","22"
2019-06-18 15:00:06,"Washington","Everett-Marysville-Lynnwood","9"
2019-06-18 15:00:06,"Washington","Inchelium",""
2019-06-18 15:00:06,"Washington","Kennewick","33"
2019-06-18 15:00:06,"Washington","Leavenworth","5"
2019-06-18 15:00:06,"Washington","Longview","5"
2019-06-18 15:00:06,"Washington","Makah Indian Tribe of Makah Indian Reservation","11"
2019-06-18 15:00:06,"Washington","Maple Falls","5"
2019-06-18 15:00:06,"Washington","Moses Lake","9"
2019-06-18 15:00:06,"Washington","Mount Vernon","3"
2019-06-18 15:00:06,"Washington","Mt. Rainier",""
2019-06-18 15:00:06,"Washington","Naches",""
2019-06-18 15:00:06,"Washington","Nespelem",""
2019-06-18 15:00:06,"Washington","Oak Harbor","2"
2019-06-18 15:00:06,"Washington","Olympia-Lacey-Tumwater","9"
2019-06-18 15:00:06,"Washington","Omak","9"
2019-06-18 15:00:06,"Washington","Port Angeles","14"
2019-06-18 15:00:06,"Washington","Port Townsend","14"
2019-06-18 15:00:06,"Washington","Pullman","7"
2019-06-18 15:00:06,"Washington","Raymond","10"
2019-06-18 15:00:06,"Washington","Seattle-Bellevue-Kent Valley","19"
2019-06-18 15:00:06,"Washington","Shelton","19"
2019-06-18 15:00:06,"Washington","Spokane","38"
2019-06-18 15:00:06,"Washington","Spokane Tribe of Spokane Reservation","9"
2019-06-18 15:00:06,"Washington","Sunnyside",""
2019-06-18 15:00:06,"Washington","Tacoma-Puyallup","17"
2019-06-18 15:00:06,"Washington","Twisp","8"
2019-06-18 15:00:06,"Washington","Vancouver","25"
2019-06-18 15:00:06,"Washington","Walla Walla","10"
2019-06-18 15:00:06,"Washington","Wenatchee","7"
2019-06-18 15:00:06,"Washington","Winthrop","8"
2019-06-18 15:00:06,"Washington","Yacolt","6"
2019-06-18 15:00:06,"Washington","Yakima","6"
2019-06-18 16:00:06,"Washington","Aberdeen","37"
2019-06-18 16:00:06,"Washington","Anacortes","21"
2019-06-18 16:00:06,"Washington","Bellingham","27"
2019-06-18 16:00:06,"Washington","Bremerton-Silverdale-Bainbridge Island","4"
2019-06-18 16:00:06,"Washington","Cascade foothills of King County","18"
2019-06-18 16:00:06,"Washington","Cascade foothills of east King-Pierce counties","17"
2019-06-18 16:00:06,"Washington","Cheeka Peak","24"
2019-06-18 16:00:06,"Washington","Chehalis","8"
2019-06-18 16:00:06,"Washington","Chelan","7"
2019-06-18 16:00:06,"Washington","Clarkston","13"
2019-06-18 16:00:06,"Washington","Colville","12"
2019-06-18 16:00:06,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-06-18 16:00:06,"Washington","Confederated Tribes & Bands of Yakama Nations","12"
2019-06-18 16:00:06,"Washington","Darrington","3"
2019-06-18 16:00:06,"Washington","Ellensburg","23"
2019-06-18 16:00:06,"Washington","Everett-Marysville-Lynnwood","6"
2019-06-18 16:00:06,"Washington","Inchelium",""
2019-06-18 16:00:06,"Washington","Kennewick","34"
2019-06-18 16:00:06,"Washington","Leavenworth","6"
2019-06-18 16:00:06,"Washington","Longview","5"
2019-06-18 16:00:06,"Washington","Makah Indian Tribe of Makah Indian Reservation","12"
2019-06-18 16:00:06,"Washington","Maple Falls","5"
2019-06-18 16:00:06,"Washington","Moses Lake","9"
2019-06-18 16:00:06,"Washington","Mount Vernon","3"
2019-06-18 16:00:06,"Washington","Mt. Rainier",""
2019-06-18 16:00:06,"Washington","Naches",""
2019-06-18 16:00:06,"Washington","Nespelem",""
2019-06-18 16:00:06,"Washington","Oak Harbor","2"
2019-06-18 16:00:06,"Washington","Olympia-Lacey-Tumwater","9"
2019-06-18 16:00:06,"Washington","Omak","8"
2019-06-18 16:00:06,"Washington","Port Angeles","15"
2019-06-18 16:00:06,"Washington","Port Townsend","14"
2019-06-18 16:00:06,"Washington","Pullman","7"
2019-06-18 16:00:06,"Washington","Raymond","12"
2019-06-18 16:00:06,"Washington","Seattle-Bellevue-Kent Valley","20"
2019-06-18 16:00:06,"Washington","Shelton","19"
2019-06-18 16:00:06,"Washington","Spokane","39"
2019-06-18 16:00:06,"Washington","Spokane Tribe of Spokane Reservation","8"
2019-06-18 16:00:06,"Washington","Sunnyside",""
2019-06-18 16:00:06,"Washington","Tacoma-Puyallup","18"
2019-06-18 16:00:06,"Washington","Twisp","8"
2019-06-18 16:00:06,"Washington","Vancouver","26"
2019-06-18 16:00:06,"Washington","Walla Walla","10"
2019-06-18 16:00:06,"Washington","Wenatchee","9"
2019-06-18 16:00:06,"Washington","Winthrop","8"
2019-06-18 16:00:06,"Washington","Yacolt","6"
2019-06-18 16:00:06,"Washington","Yakima","6"
2019-06-18 17:00:05,"Washington","Aberdeen","41"
2019-06-18 17:00:05,"Washington","Anacortes","21"
2019-06-18 17:00:05,"Washington","Bellingham","27"
2019-06-18 17:00:05,"Washington","Bremerton-Silverdale-Bainbridge Island","8"
2019-06-18 17:00:05,"Washington","Cascade foothills of King County","19"
2019-06-18 17:00:05,"Washington","Cascade foothills of east King-Pierce counties","17"
2019-06-18 17:00:05,"Washington","Cheeka Peak","24"
2019-06-18 17:00:05,"Washington","Chehalis","10"
2019-06-18 17:00:05,"Washington","Chelan","8"
2019-06-18 17:00:05,"Washington","Clarkston","13"
2019-06-18 17:00:05,"Washington","Colville","10"
2019-06-18 17:00:05,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-06-18 17:00:05,"Washington","Confederated Tribes & Bands of Yakama Nations","12"
2019-06-18 17:00:05,"Washington","Darrington","0"
2019-06-18 17:00:05,"Washington","Ellensburg","22"
2019-06-18 17:00:05,"Washington","Everett-Marysville-Lynnwood","1"
2019-06-18 17:00:05,"Washington","Inchelium",""
2019-06-18 17:00:05,"Washington","Kennewick","34"
2019-06-18 17:00:05,"Washington","Leavenworth","6"
2019-06-18 17:00:05,"Washington","Longview","6"
2019-06-18 17:00:05,"Washington","Makah Indian Tribe of Makah Indian Reservation","12"
2019-06-18 17:00:05,"Washington","Maple Falls","5"
2019-06-18 17:00:05,"Washington","Moses Lake","9"
2019-06-18 17:00:05,"Washington","Mount Vernon","3"
2019-06-18 17:00:05,"Washington","Mt. Rainier",""
2019-06-18 17:00:05,"Washington","Naches",""
2019-06-18 17:00:05,"Washington","Nespelem",""
2019-06-18 17:00:05,"Washington","Oak Harbor","3"
2019-06-18 17:00:05,"Washington","Olympia-Lacey-Tumwater","9"
2019-06-18 17:00:05,"Washington","Omak","6"
2019-06-18 17:00:05,"Washington","Port Angeles","15"
2019-06-18 17:00:05,"Washington","Port Townsend","15"
2019-06-18 17:00:05,"Washington","Pullman","7"
2019-06-18 17:00:05,"Washington","Raymond","13"
2019-06-18 17:00:05,"Washington","Seattle-Bellevue-Kent Valley","24"
2019-06-18 17:00:05,"Washington","Shelton","20"
2019-06-18 17:00:05,"Washington","Spokane","39"
2019-06-18 17:00:05,"Washington","Spokane Tribe of Spokane Reservation","8"
2019-06-18 17:00:05,"Washington","Sunnyside",""
2019-06-18 17:00:05,"Washington","Tacoma-Puyallup","19"
2019-06-18 17:00:05,"Washington","Twisp","8"
2019-06-18 17:00:05,"Washington","Vancouver","27"
2019-06-18 17:00:05,"Washington","Walla Walla","9"
2019-06-18 17:00:05,"Washington","Wenatchee","10"
2019-06-18 17:00:05,"Washington","Winthrop","7"
2019-06-18 17:00:05,"Washington","Yacolt","5"
2019-06-18 17:00:05,"Washington","Yakima","7"
2019-06-18 18:00:05,"Washington","Aberdeen","29"
2019-06-18 18:00:05,"Washington","Anacortes","25"
2019-06-18 18:00:05,"Washington","Bellingham","27"
2019-06-18 18:00:05,"Washington","Bremerton-Silverdale-Bainbridge Island","13"
2019-06-18 18:00:05,"Washington","Cascade foothills of King County","19"
2019-06-18 18:00:05,"Washington","Cascade foothills of east King-Pierce counties","17"
2019-06-18 18:00:05,"Washington","Cheeka Peak","24"
2019-06-18 18:00:05,"Washington","Chehalis","11"
2019-06-18 18:00:05,"Washington","Chelan","8"
2019-06-18 18:00:05,"Washington","Clarkston","13"
2019-06-18 18:00:05,"Washington","Colville","10"
2019-06-18 18:00:05,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-06-18 18:00:05,"Washington","Confederated Tribes & Bands of Yakama Nations","11"
2019-06-18 18:00:05,"Washington","Darrington","0"
2019-06-18 18:00:05,"Washington","Ellensburg","25"
2019-06-18 18:00:05,"Washington","Everett-Marysville-Lynnwood","3"
2019-06-18 18:00:05,"Washington","Inchelium",""
2019-06-18 18:00:05,"Washington","Kennewick","34"
2019-06-18 18:00:05,"Washington","Leavenworth","6"
2019-06-18 18:00:05,"Washington","Longview","7"
2019-06-18 18:00:05,"Washington","Makah Indian Tribe of Makah Indian Reservation","12"
2019-06-18 18:00:05,"Washington","Maple Falls","5"
2019-06-18 18:00:05,"Washington","Moses Lake","9"
2019-06-18 18:00:05,"Washington","Mount Vernon","4"
2019-06-18 18:00:05,"Washington","Mt. Rainier",""
2019-06-18 18:00:05,"Washington","Naches",""
2019-06-18 18:00:05,"Washington","Nespelem",""
2019-06-18 18:00:05,"Washington","Oak Harbor","3"
2019-06-18 18:00:05,"Washington","Olympia-Lacey-Tumwater","9"
2019-06-18 18:00:05,"Washington","Omak","3"
2019-06-18 18:00:05,"Washington","Port Angeles","16"
2019-06-18 18:00:05,"Washington","Port Townsend","15"
2019-06-18 18:00:05,"Washington","Pullman","7"
2019-06-18 18:00:05,"Washington","Raymond","13"
2019-06-18 18:00:05,"Washington","Seattle-Bellevue-Kent Valley","25"
2019-06-18 18:00:05,"Washington","Shelton","21"
2019-06-18 18:00:05,"Washington","Spokane","43"
2019-06-18 18:00:05,"Washington","Spokane Tribe of Spokane Reservation","7"
2019-06-18 18:00:05,"Washington","Sunnyside",""
2019-06-18 18:00:05,"Washington","Tacoma-Puyallup","25"
2019-06-18 18:00:05,"Washington","Twisp","8"
2019-06-18 18:00:05,"Washington","Vancouver","27"
2019-06-18 18:00:05,"Washington","Walla Walla","8"
2019-06-18 18:00:05,"Washington","Wenatchee","10"
2019-06-18 18:00:05,"Washington","Winthrop","8"
2019-06-18 18:00:05,"Washington","Yacolt","5"
2019-06-18 18:00:05,"Washington","Yakima","9"
2019-06-18 19:00:06,"Washington","Aberdeen","20"
2019-06-18 19:00:06,"Washington","Anacortes","27"
2019-06-18 19:00:06,"Washington","Bellingham","27"
2019-06-18 19:00:06,"Washington","Bremerton-Silverdale-Bainbridge Island","17"
2019-06-18 19:00:06,"Washington","Cascade foothills of King County","19"
2019-06-18 19:00:06,"Washington","Cascade foothills of east King-Pierce counties","17"
2019-06-18 19:00:06,"Washington","Cheeka Peak","25"
2019-06-18 19:00:06,"Washington","Chehalis","12"
2019-06-18 19:00:06,"Washington","Chelan","8"
2019-06-18 19:00:06,"Washington","Clarkston","13"
2019-06-18 19:00:06,"Washington","Colville","10"
2019-06-18 19:00:06,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-06-18 19:00:06,"Washington","Confederated Tribes & Bands of Yakama Nations","11"
2019-06-18 19:00:06,"Washington","Darrington","0"
