"datetime","state","location","aqi"
2019-07-03 23:00:04,"Washington","Cascade foothills of east King-Pierce counties",""
2019-07-03 23:00:04,"Washington","Cheeka Peak",""
2019-07-03 23:00:04,"Washington","Chehalis",""
2019-07-03 23:00:04,"Washington","Chelan",""
2019-07-03 23:00:04,"Washington","Clarkston",""
2019-07-03 23:00:04,"Washington","Colville",""
2019-07-03 23:00:04,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-07-03 23:00:04,"Washington","Confederated Tribes & Bands of Yakama Nations",""
2019-07-03 23:00:04,"Washington","Darrington",""
2019-07-03 23:00:04,"Washington","Ellensburg",""
2019-07-03 23:00:04,"Washington","Everett-Marysville-Lynnwood",""
2019-07-03 23:00:04,"Washington","Inchelium",""
2019-07-03 23:00:04,"Washington","Kennewick",""
2019-07-03 23:00:04,"Washington","Leavenworth",""
2019-07-03 23:00:04,"Washington","Longview",""
2019-07-03 23:00:04,"Washington","Makah Indian Tribe of Makah Indian Reservation",""
2019-07-03 23:00:04,"Washington","Maple Falls",""
2019-07-03 23:00:04,"Washington","Moses Lake",""
2019-07-03 23:00:04,"Washington","Mount Vernon",""
2019-07-03 23:00:04,"Washington","Mt. Rainier",""
2019-07-03 23:00:04,"Washington","Naches",""
2019-07-03 23:00:04,"Washington","Nespelem",""
2019-07-03 23:00:04,"Washington","Oak Harbor",""
2019-07-03 23:00:04,"Washington","Olympia-Lacey-Tumwater",""
2019-07-03 23:00:04,"Washington","Omak",""
2019-07-03 23:00:04,"Washington","Port Angeles",""
2019-07-03 23:00:04,"Washington","Port Townsend",""
2019-07-03 23:00:04,"Washington","Pullman",""
2019-07-03 23:00:04,"Washington","Raymond",""
2019-07-03 23:00:04,"Washington","Seattle-Bellevue-Kent Valley",""
2019-07-03 23:00:04,"Washington","Shelton",""
2019-07-03 23:00:04,"Washington","Spokane",""
2019-07-03 23:00:04,"Washington","Spokane Tribe of Spokane Reservation",""
2019-07-03 23:00:04,"Washington","Sunnyside",""
2019-07-03 23:00:04,"Washington","Tacoma-Puyallup",""
2019-07-03 23:00:04,"Washington","Twisp",""
2019-07-03 23:00:04,"Washington","Vancouver",""
2019-07-03 23:00:04,"Washington","Walla Walla",""
2019-07-03 23:00:04,"Washington","Wenatchee",""
2019-07-03 23:00:04,"Washington","Winthrop",""
2019-07-03 23:00:04,"Washington","Yacolt",""
2019-07-03 23:00:04,"Washington","Yakima",""
2019-07-04 00:00:05,"Washington","Aberdeen",""
2019-07-04 00:00:05,"Washington","Anacortes",""
2019-07-04 00:00:05,"Washington","Bellingham",""
2019-07-04 00:00:05,"Washington","Bremerton-Silverdale-Bainbridge Island",""
2019-07-04 00:00:05,"Washington","Cascade foothills of King County",""
2019-07-04 00:00:05,"Washington","Cascade foothills of east King-Pierce counties",""
2019-07-04 00:00:05,"Washington","Cheeka Peak",""
2019-07-04 00:00:05,"Washington","Chehalis",""
2019-07-04 00:00:05,"Washington","Chelan",""
2019-07-04 00:00:05,"Washington","Clarkston",""
2019-07-04 00:00:05,"Washington","Colville",""
2019-07-04 00:00:05,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-07-04 00:00:05,"Washington","Confederated Tribes & Bands of Yakama Nations",""
2019-07-04 00:00:05,"Washington","Darrington",""
2019-07-04 00:00:05,"Washington","Ellensburg",""
2019-07-04 00:00:05,"Washington","Everett-Marysville-Lynnwood",""
2019-07-04 00:00:05,"Washington","Inchelium",""
2019-07-04 00:00:05,"Washington","Kennewick",""
2019-07-04 00:00:05,"Washington","Leavenworth",""
2019-07-04 00:00:05,"Washington","Longview",""
2019-07-04 00:00:05,"Washington","Makah Indian Tribe of Makah Indian Reservation",""
2019-07-04 00:00:05,"Washington","Maple Falls",""
2019-07-04 00:00:05,"Washington","Moses Lake",""
2019-07-04 00:00:05,"Washington","Mount Vernon",""
2019-07-04 00:00:05,"Washington","Mt. Rainier",""
2019-07-04 00:00:05,"Washington","Naches",""
2019-07-04 00:00:05,"Washington","Nespelem",""
2019-07-04 00:00:05,"Washington","Oak Harbor",""
2019-07-04 00:00:05,"Washington","Olympia-Lacey-Tumwater",""
2019-07-04 00:00:05,"Washington","Omak",""
2019-07-04 00:00:05,"Washington","Port Angeles",""
2019-07-04 00:00:05,"Washington","Port Townsend",""
2019-07-04 00:00:05,"Washington","Pullman",""
2019-07-04 00:00:05,"Washington","Raymond",""
2019-07-04 00:00:05,"Washington","Seattle-Bellevue-Kent Valley",""
2019-07-04 00:00:05,"Washington","Shelton",""
2019-07-04 00:00:05,"Washington","Spokane",""
2019-07-04 00:00:05,"Washington","Spokane Tribe of Spokane Reservation",""
2019-07-04 00:00:05,"Washington","Sunnyside",""
2019-07-04 00:00:05,"Washington","Tacoma-Puyallup",""
2019-07-04 00:00:05,"Washington","Twisp",""
2019-07-04 00:00:05,"Washington","Vancouver",""
2019-07-04 00:00:05,"Washington","Walla Walla",""
2019-07-04 00:00:05,"Washington","Wenatchee",""
2019-07-04 00:00:05,"Washington","Winthrop",""
2019-07-04 00:00:05,"Washington","Yacolt",""
2019-07-04 00:00:05,"Washington","Yakima",""
2019-07-04 01:00:06,"Washington","Aberdeen",""
2019-07-04 01:00:06,"Washington","Anacortes","27"
2019-07-04 01:00:06,"Washington","Bellingham","23"
2019-07-04 01:00:06,"Washington","Bremerton-Silverdale-Bainbridge Island","24"
2019-07-04 01:00:06,"Washington","Cascade foothills of King County","13"
2019-07-04 01:00:06,"Washington","Cascade foothills of east King-Pierce counties","6"
2019-07-04 01:00:06,"Washington","Cheeka Peak","22"
2019-07-04 01:00:06,"Washington","Chehalis","12"
2019-07-04 01:00:06,"Washington","Chelan","13"
2019-07-04 01:00:06,"Washington","Clarkston","23"
2019-07-04 01:00:06,"Washington","Colville","14"
2019-07-04 01:00:06,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-07-04 01:00:06,"Washington","Confederated Tribes & Bands of Yakama Nations","11"
2019-07-04 01:00:06,"Washington","Darrington","13"
2019-07-04 01:00:06,"Washington","Ellensburg","5"
2019-07-04 01:00:06,"Washington","Everett-Marysville-Lynnwood","34"
2019-07-04 01:00:06,"Washington","Inchelium",""
2019-07-04 01:00:06,"Washington","Kennewick","24"
2019-07-04 01:00:06,"Washington","Leavenworth","12"
2019-07-04 01:00:06,"Washington","Longview","10"
2019-07-04 01:00:06,"Washington","Makah Indian Tribe of Makah Indian Reservation","14"
2019-07-04 01:00:06,"Washington","Maple Falls","26"
2019-07-04 01:00:06,"Washington","Moses Lake","15"
2019-07-04 01:00:06,"Washington","Mount Vernon","12"
2019-07-04 01:00:06,"Washington","Mt. Rainier",""
2019-07-04 01:00:06,"Washington","Naches",""
2019-07-04 01:00:06,"Washington","Nespelem","0"
2019-07-04 01:00:06,"Washington","Oak Harbor","6"
2019-07-04 01:00:06,"Washington","Olympia-Lacey-Tumwater","11"
2019-07-04 01:00:06,"Washington","Omak","9"
2019-07-04 01:00:06,"Washington","Port Angeles","14"
2019-07-04 01:00:06,"Washington","Port Townsend","14"
2019-07-04 01:00:06,"Washington","Pullman","22"
2019-07-04 01:00:06,"Washington","Raymond","9"
2019-07-04 01:00:06,"Washington","Seattle-Bellevue-Kent Valley","40"
2019-07-04 01:00:06,"Washington","Shelton","23"
2019-07-04 01:00:06,"Washington","Spokane","49"
2019-07-04 01:00:06,"Washington","Spokane Tribe of Spokane Reservation","17"
2019-07-04 01:00:06,"Washington","Sunnyside","28"
2019-07-04 01:00:06,"Washington","Tacoma-Puyallup","64"
2019-07-04 01:00:06,"Washington","Twisp","17"
2019-07-04 01:00:06,"Washington","Vancouver","20"
2019-07-04 01:00:06,"Washington","Walla Walla","17"
2019-07-04 01:00:06,"Washington","Wenatchee","16"
2019-07-04 01:00:06,"Washington","Winthrop","13"
2019-07-04 01:00:06,"Washington","Yacolt","15"
2019-07-04 01:00:06,"Washington","Yakima","21"
2019-07-04 02:00:07,"Washington","Aberdeen",""
2019-07-04 02:00:07,"Washington","Anacortes","27"
2019-07-04 02:00:07,"Washington","Bellingham","23"
2019-07-04 02:00:07,"Washington","Bremerton-Silverdale-Bainbridge Island","28"
2019-07-04 02:00:07,"Washington","Cascade foothills of King County","13"
2019-07-04 02:00:07,"Washington","Cascade foothills of east King-Pierce counties","5"
2019-07-04 02:00:07,"Washington","Cheeka Peak","22"
2019-07-04 02:00:07,"Washington","Chehalis","11"
2019-07-04 02:00:07,"Washington","Chelan","13"
2019-07-04 02:00:07,"Washington","Clarkston","24"
2019-07-04 02:00:07,"Washington","Colville","20"
2019-07-04 02:00:07,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-07-04 02:00:07,"Washington","Confederated Tribes & Bands of Yakama Nations","12"
2019-07-04 02:00:07,"Washington","Darrington","11"
2019-07-04 02:00:07,"Washington","Ellensburg","11"
2019-07-04 02:00:07,"Washington","Everett-Marysville-Lynnwood","27"
2019-07-04 02:00:07,"Washington","Inchelium",""
2019-07-04 02:00:07,"Washington","Kennewick","22"
2019-07-04 02:00:07,"Washington","Leavenworth","12"
2019-07-04 02:00:07,"Washington","Longview","10"
2019-07-04 02:00:07,"Washington","Makah Indian Tribe of Makah Indian Reservation","13"
2019-07-04 02:00:07,"Washington","Maple Falls","26"
2019-07-04 02:00:07,"Washington","Moses Lake","17"
2019-07-04 02:00:07,"Washington","Mount Vernon","9"
2019-07-04 02:00:07,"Washington","Mt. Rainier",""
2019-07-04 02:00:07,"Washington","Naches",""
2019-07-04 02:00:07,"Washington","Nespelem","0"
2019-07-04 02:00:07,"Washington","Oak Harbor","5"
2019-07-04 02:00:07,"Washington","Olympia-Lacey-Tumwater","11"
2019-07-04 02:00:07,"Washington","Omak","11"
2019-07-04 02:00:07,"Washington","Port Angeles","15"
2019-07-04 02:00:07,"Washington","Port Townsend","14"
2019-07-04 02:00:07,"Washington","Pullman","18"
2019-07-04 02:00:07,"Washington","Raymond","13"
2019-07-04 02:00:07,"Washington","Seattle-Bellevue-Kent Valley","40"
2019-07-04 02:00:07,"Washington","Shelton","19"
2019-07-04 02:00:07,"Washington","Spokane","43"
2019-07-04 02:00:07,"Washington","Spokane Tribe of Spokane Reservation","18"
2019-07-04 02:00:07,"Washington","Sunnyside","28"
2019-07-04 02:00:07,"Washington","Tacoma-Puyallup","65"
2019-07-04 02:00:07,"Washington","Twisp","16"
2019-07-04 02:00:07,"Washington","Vancouver","19"
2019-07-04 02:00:07,"Washington","Walla Walla","16"
2019-07-04 02:00:07,"Washington","Wenatchee","16"
2019-07-04 02:00:07,"Washington","Winthrop","12"
2019-07-04 02:00:07,"Washington","Yacolt","15"
2019-07-04 02:00:07,"Washington","Yakima","17"
2019-07-04 03:00:06,"Washington","Aberdeen",""
2019-07-04 03:00:06,"Washington","Anacortes","27"
2019-07-04 03:00:06,"Washington","Bellingham","21"
2019-07-04 03:00:06,"Washington","Bremerton-Silverdale-Bainbridge Island","29"
2019-07-04 03:00:06,"Washington","Cascade foothills of King County","14"
2019-07-04 03:00:06,"Washington","Cascade foothills of east King-Pierce counties","4"
2019-07-04 03:00:06,"Washington","Cheeka Peak","22"
2019-07-04 03:00:06,"Washington","Chehalis","10"
2019-07-04 03:00:06,"Washington","Chelan","13"
2019-07-04 03:00:06,"Washington","Clarkston","25"
2019-07-04 03:00:06,"Washington","Colville","20"
2019-07-04 03:00:06,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-07-04 03:00:06,"Washington","Confederated Tribes & Bands of Yakama Nations","13"
2019-07-04 03:00:06,"Washington","Darrington","14"
2019-07-04 03:00:06,"Washington","Ellensburg","24"
2019-07-04 03:00:06,"Washington","Everett-Marysville-Lynnwood","24"
2019-07-04 03:00:06,"Washington","Inchelium",""
2019-07-04 03:00:06,"Washington","Kennewick","20"
2019-07-04 03:00:06,"Washington","Leavenworth","13"
2019-07-04 03:00:06,"Washington","Longview","10"
2019-07-04 03:00:06,"Washington","Makah Indian Tribe of Makah Indian Reservation","13"
2019-07-04 03:00:06,"Washington","Maple Falls","25"
2019-07-04 03:00:06,"Washington","Moses Lake","16"
2019-07-04 03:00:06,"Washington","Mount Vernon","8"
2019-07-04 03:00:06,"Washington","Mt. Rainier",""
2019-07-04 03:00:06,"Washington","Naches",""
2019-07-04 03:00:06,"Washington","Nespelem","0"
2019-07-04 03:00:06,"Washington","Oak Harbor","5"
2019-07-04 03:00:06,"Washington","Olympia-Lacey-Tumwater","12"
2019-07-04 03:00:06,"Washington","Omak","16"
2019-07-04 03:00:06,"Washington","Port Angeles","15"
2019-07-04 03:00:06,"Washington","Port Townsend","15"
2019-07-04 03:00:06,"Washington","Pullman","16"
2019-07-04 03:00:06,"Washington","Raymond","13"
2019-07-04 03:00:06,"Washington","Seattle-Bellevue-Kent Valley","44"
2019-07-04 03:00:06,"Washington","Shelton","14"
2019-07-04 03:00:06,"Washington","Spokane","47"
2019-07-04 03:00:06,"Washington","Spokane Tribe of Spokane Reservation","15"
2019-07-04 03:00:06,"Washington","Sunnyside","28"
2019-07-04 03:00:06,"Washington","Tacoma-Puyallup","51"
2019-07-04 03:00:06,"Washington","Twisp","15"
2019-07-04 03:00:06,"Washington","Vancouver","20"
2019-07-04 03:00:06,"Washington","Walla Walla","15"
2019-07-04 03:00:06,"Washington","Wenatchee","17"
2019-07-04 03:00:06,"Washington","Winthrop","12"
2019-07-04 03:00:06,"Washington","Yacolt","14"
2019-07-04 03:00:06,"Washington","Yakima","19"
2019-07-04 04:00:06,"Washington","Aberdeen",""
2019-07-04 04:00:06,"Washington","Anacortes","27"
2019-07-04 04:00:06,"Washington","Bellingham","21"
2019-07-04 04:00:06,"Washington","Bremerton-Silverdale-Bainbridge Island","31"
2019-07-04 04:00:06,"Washington","Cascade foothills of King County","14"
2019-07-04 04:00:06,"Washington","Cascade foothills of east King-Pierce counties","2"
2019-07-04 04:00:06,"Washington","Cheeka Peak","22"
2019-07-04 04:00:06,"Washington","Chehalis","10"
2019-07-04 04:00:06,"Washington","Chelan","13"
2019-07-04 04:00:06,"Washington","Clarkston","23"
2019-07-04 04:00:06,"Washington","Colville","19"
2019-07-04 04:00:06,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-07-04 04:00:06,"Washington","Confederated Tribes & Bands of Yakama Nations","18"
2019-07-04 04:00:06,"Washington","Darrington","19"
2019-07-04 04:00:06,"Washington","Ellensburg","25"
2019-07-04 04:00:06,"Washington","Everett-Marysville-Lynnwood","20"
2019-07-04 04:00:06,"Washington","Inchelium",""
2019-07-04 04:00:06,"Washington","Kennewick","19"
2019-07-04 04:00:06,"Washington","Leavenworth","13"
2019-07-04 04:00:06,"Washington","Longview","9"
2019-07-04 04:00:06,"Washington","Makah Indian Tribe of Makah Indian Reservation","11"
2019-07-04 04:00:06,"Washington","Maple Falls","23"
2019-07-04 04:00:06,"Washington","Moses Lake","16"
2019-07-04 04:00:06,"Washington","Mount Vernon","7"
2019-07-04 04:00:06,"Washington","Mt. Rainier",""
2019-07-04 04:00:06,"Washington","Naches",""
2019-07-04 04:00:06,"Washington","Nespelem","1"
2019-07-04 04:00:06,"Washington","Oak Harbor","5"
2019-07-04 04:00:06,"Washington","Olympia-Lacey-Tumwater","13"
2019-07-04 04:00:06,"Washington","Omak","16"
2019-07-04 04:00:06,"Washington","Port Angeles","15"
2019-07-04 04:00:06,"Washington","Port Townsend","15"
2019-07-04 04:00:06,"Washington","Pullman","16"
2019-07-04 04:00:06,"Washington","Raymond","13"
2019-07-04 04:00:06,"Washington","Seattle-Bellevue-Kent Valley","45"
2019-07-04 04:00:06,"Washington","Shelton","10"
2019-07-04 04:00:06,"Washington","Spokane","46"
2019-07-04 04:00:06,"Washington","Spokane Tribe of Spokane Reservation","13"
2019-07-04 04:00:06,"Washington","Sunnyside","30"
2019-07-04 04:00:06,"Washington","Tacoma-Puyallup","37"
2019-07-04 04:00:06,"Washington","Twisp","15"
2019-07-04 04:00:06,"Washington","Vancouver","19"
2019-07-04 04:00:06,"Washington","Walla Walla","14"
2019-07-04 04:00:06,"Washington","Wenatchee","18"
2019-07-04 04:00:06,"Washington","Winthrop","13"
2019-07-04 04:00:06,"Washington","Yacolt","14"
2019-07-04 04:00:06,"Washington","Yakima","15"
2019-07-04 05:00:05,"Washington","Aberdeen",""
2019-07-04 05:00:05,"Washington","Anacortes","27"
2019-07-04 05:00:05,"Washington","Bellingham","20"
2019-07-04 05:00:05,"Washington","Bremerton-Silverdale-Bainbridge Island","28"
2019-07-04 05:00:05,"Washington","Cascade foothills of King County","14"
2019-07-04 05:00:05,"Washington","Cascade foothills of east King-Pierce counties","2"
2019-07-04 05:00:05,"Washington","Cheeka Peak","21"
2019-07-04 05:00:05,"Washington","Chehalis","10"
2019-07-04 05:00:05,"Washington","Chelan","13"
2019-07-04 05:00:05,"Washington","Clarkston","21"
2019-07-04 05:00:05,"Washington","Colville","18"
2019-07-04 05:00:05,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-07-04 05:00:05,"Washington","Confederated Tribes & Bands of Yakama Nations","15"
2019-07-04 05:00:05,"Washington","Darrington","18"
2019-07-04 05:00:05,"Washington","Ellensburg","16"
2019-07-04 05:00:05,"Washington","Everett-Marysville-Lynnwood","14"
2019-07-04 05:00:05,"Washington","Inchelium",""
2019-07-04 05:00:05,"Washington","Kennewick","20"
2019-07-04 05:00:05,"Washington","Leavenworth","13"
2019-07-04 05:00:05,"Washington","Longview","9"
2019-07-04 05:00:05,"Washington","Makah Indian Tribe of Makah Indian Reservation","10"
2019-07-04 05:00:05,"Washington","Maple Falls","20"
2019-07-04 05:00:05,"Washington","Moses Lake","15"
2019-07-04 05:00:05,"Washington","Mount Vernon","7"
2019-07-04 05:00:05,"Washington","Mt. Rainier",""
2019-07-04 05:00:05,"Washington","Naches",""
2019-07-04 05:00:05,"Washington","Nespelem","0"
2019-07-04 05:00:05,"Washington","Oak Harbor","5"
2019-07-04 05:00:05,"Washington","Olympia-Lacey-Tumwater","13"
2019-07-04 05:00:05,"Washington","Omak","14"
2019-07-04 05:00:05,"Washington","Port Angeles","15"
2019-07-04 05:00:05,"Washington","Port Townsend","15"
2019-07-04 05:00:05,"Washington","Pullman","17"
2019-07-04 05:00:05,"Washington","Raymond","13"
2019-07-04 05:00:05,"Washington","Seattle-Bellevue-Kent Valley","40"
2019-07-04 05:00:05,"Washington","Shelton","10"
2019-07-04 05:00:05,"Washington","Spokane","42"
2019-07-04 05:00:05,"Washington","Spokane Tribe of Spokane Reservation","13"
2019-07-04 05:00:05,"Washington","Sunnyside","31"
2019-07-04 05:00:05,"Washington","Tacoma-Puyallup","27"
2019-07-04 05:00:05,"Washington","Twisp","15"
2019-07-04 05:00:05,"Washington","Vancouver","19"
2019-07-04 05:00:05,"Washington","Walla Walla","14"
2019-07-04 05:00:05,"Washington","Wenatchee","18"
2019-07-04 05:00:05,"Washington","Winthrop","13"
2019-07-04 05:00:05,"Washington","Yacolt","14"
2019-07-04 05:00:05,"Washington","Yakima","12"
2019-07-04 06:00:05,"Washington","Aberdeen",""
2019-07-04 06:00:05,"Washington","Anacortes","26"
2019-07-04 06:00:05,"Washington","Bellingham","19"
2019-07-04 06:00:05,"Washington","Bremerton-Silverdale-Bainbridge Island","26"
2019-07-04 06:00:05,"Washington","Cascade foothills of King County","15"
2019-07-04 06:00:05,"Washington","Cascade foothills of east King-Pierce counties","3"
2019-07-04 06:00:05,"Washington","Cheeka Peak","21"
2019-07-04 06:00:05,"Washington","Chehalis","10"
2019-07-04 06:00:05,"Washington","Chelan","13"
2019-07-04 06:00:05,"Washington","Clarkston","21"
2019-07-04 06:00:05,"Washington","Colville","18"
2019-07-04 06:00:05,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-07-04 06:00:05,"Washington","Confederated Tribes & Bands of Yakama Nations","14"
2019-07-04 06:00:05,"Washington","Darrington","21"
2019-07-04 06:00:05,"Washington","Ellensburg","20"
2019-07-04 06:00:05,"Washington","Everett-Marysville-Lynnwood","7"
2019-07-04 06:00:05,"Washington","Inchelium",""
2019-07-04 06:00:05,"Washington","Kennewick","20"
2019-07-04 06:00:05,"Washington","Leavenworth","14"
2019-07-04 06:00:05,"Washington","Longview","9"
2019-07-04 06:00:05,"Washington","Makah Indian Tribe of Makah Indian Reservation","9"
2019-07-04 06:00:05,"Washington","Maple Falls","17"
2019-07-04 06:00:05,"Washington","Moses Lake","15"
2019-07-04 06:00:05,"Washington","Mount Vernon","6"
2019-07-04 06:00:05,"Washington","Mt. Rainier",""
2019-07-04 06:00:05,"Washington","Naches",""
2019-07-04 06:00:05,"Washington","Nespelem","0"
2019-07-04 06:00:05,"Washington","Oak Harbor","5"
2019-07-04 06:00:05,"Washington","Olympia-Lacey-Tumwater","13"
2019-07-04 06:00:05,"Washington","Omak","13"
2019-07-04 06:00:05,"Washington","Port Angeles","15"
2019-07-04 06:00:05,"Washington","Port Townsend","15"
2019-07-04 06:00:05,"Washington","Pullman","16"
2019-07-04 06:00:05,"Washington","Raymond","12"
2019-07-04 06:00:05,"Washington","Seattle-Bellevue-Kent Valley","45"
2019-07-04 06:00:05,"Washington","Shelton","11"
2019-07-04 06:00:05,"Washington","Spokane","35"
2019-07-04 06:00:05,"Washington","Spokane Tribe of Spokane Reservation","14"
2019-07-04 06:00:05,"Washington","Sunnyside","32"
2019-07-04 06:00:05,"Washington","Tacoma-Puyallup","25"
2019-07-04 06:00:05,"Washington","Twisp","15"
2019-07-04 06:00:05,"Washington","Vancouver","19"
2019-07-04 06:00:05,"Washington","Walla Walla","14"
2019-07-04 06:00:05,"Washington","Wenatchee","20"
2019-07-04 06:00:05,"Washington","Winthrop","13"
2019-07-04 06:00:05,"Washington","Yacolt","13"
2019-07-04 06:00:05,"Washington","Yakima","12"
2019-07-04 07:00:05,"Washington","Aberdeen",""
2019-07-04 07:00:05,"Washington","Anacortes","26"
2019-07-04 07:00:05,"Washington","Bellingham","19"
2019-07-04 07:00:05,"Washington","Bremerton-Silverdale-Bainbridge Island","21"
2019-07-04 07:00:05,"Washington","Cascade foothills of King County","16"
2019-07-04 07:00:05,"Washington","Cascade foothills of east King-Pierce counties","3"
2019-07-04 07:00:05,"Washington","Cheeka Peak","20"
2019-07-04 07:00:05,"Washington","Chehalis","11"
2019-07-04 07:00:05,"Washington","Chelan","14"
2019-07-04 07:00:05,"Washington","Clarkston","21"
2019-07-04 07:00:05,"Washington","Colville","17"
2019-07-04 07:00:05,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-07-04 07:00:05,"Washington","Confederated Tribes & Bands of Yakama Nations","15"
2019-07-04 07:00:05,"Washington","Darrington","21"
2019-07-04 07:00:05,"Washington","Ellensburg","29"
2019-07-04 07:00:05,"Washington","Everett-Marysville-Lynnwood","5"
2019-07-04 07:00:05,"Washington","Inchelium",""
2019-07-04 07:00:05,"Washington","Kennewick","19"
2019-07-04 07:00:05,"Washington","Leavenworth","15"
2019-07-04 07:00:05,"Washington","Longview","9"
2019-07-04 07:00:05,"Washington","Makah Indian Tribe of Makah Indian Reservation","8"
2019-07-04 07:00:05,"Washington","Maple Falls","15"
2019-07-04 07:00:05,"Washington","Moses Lake","15"
2019-07-04 07:00:05,"Washington","Mount Vernon","5"
2019-07-04 07:00:05,"Washington","Mt. Rainier",""
2019-07-04 07:00:05,"Washington","Naches",""
2019-07-04 07:00:05,"Washington","Nespelem","0"
2019-07-04 07:00:05,"Washington","Oak Harbor","5"
2019-07-04 07:00:05,"Washington","Olympia-Lacey-Tumwater","13"
2019-07-04 07:00:05,"Washington","Omak","21"
2019-07-04 07:00:05,"Washington","Port Angeles","15"
2019-07-04 07:00:05,"Washington","Port Townsend","15"
2019-07-04 07:00:05,"Washington","Pullman","16"
2019-07-04 07:00:05,"Washington","Raymond","12"
2019-07-04 07:00:05,"Washington","Seattle-Bellevue-Kent Valley","41"
2019-07-04 07:00:05,"Washington","Shelton","11"
2019-07-04 07:00:05,"Washington","Spokane","31"
2019-07-04 07:00:05,"Washington","Spokane Tribe of Spokane Reservation","13"
2019-07-04 07:00:05,"Washington","Sunnyside","33"
2019-07-04 07:00:05,"Washington","Tacoma-Puyallup","24"
2019-07-04 07:00:05,"Washington","Twisp","15"
2019-07-04 07:00:05,"Washington","Vancouver","17"
2019-07-04 07:00:05,"Washington","Walla Walla","14"
2019-07-04 07:00:05,"Washington","Wenatchee","23"
2019-07-04 07:00:05,"Washington","Winthrop","14"
2019-07-04 07:00:05,"Washington","Yacolt","13"
2019-07-04 07:00:05,"Washington","Yakima","16"
2019-07-04 08:00:06,"Washington","Aberdeen",""
2019-07-04 08:00:06,"Washington","Anacortes","25"
2019-07-04 08:00:06,"Washington","Bellingham","18"
2019-07-04 08:00:06,"Washington","Bremerton-Silverdale-Bainbridge Island","15"
2019-07-04 08:00:06,"Washington","Cascade foothills of King County","19"
2019-07-04 08:00:06,"Washington","Cascade foothills of east King-Pierce counties","4"
2019-07-04 08:00:06,"Washington","Cheeka Peak","20"
2019-07-04 08:00:06,"Washington","Chehalis","12"
2019-07-04 08:00:06,"Washington","Chelan","16"
2019-07-04 08:00:06,"Washington","Clarkston","24"
2019-07-04 08:00:06,"Washington","Colville","16"
2019-07-04 08:00:06,"Washington","Confederated Tribe of Chehalis Reservation",""
2019-07-04 08:00:06,"Washington","Confederated Tribes & Bands of Yakama Nations","15"
2019-07-04 08:00:06,"Washington","Darrington","21"
2019-07-04 08:00:06,"Washington","Ellensburg","31"
2019-07-04 08:00:06,"Washington","Everett-Marysville-Lynnwood","5"
2019-07-04 08:00:06,"Washington","Inchelium",""
2019-07-04 08:00:06,"Washington","Kennewick","19"
2019-07-04 08:00:06,"Washington","Leavenworth","16"
2019-07-04 08:00:06,"Washington","Longview","9"
2019-07-04 08:00:06,"Washington","Makah Indian Tribe of Makah Indian Reservation","8"
2019-07-04 08:00:06,"Washington","Maple Falls","13"
2019-07-04 08:00:06,"Washington","Moses Lake","15"
2019-07-04 08:00:06,"Washington","Mount Vernon","5"
2019-07-04 08:00:06,"Washington","Mt. Rainier",""
2019-07-04 08:00:06,"Washington","Naches",""
2019-07-04 08:00:06,"Washington","Nespelem","0"
2019-07-04 08:00:06,"Washington","Oak Harbor","4"
2019-07-04 08:00:06,"Washington","Olympia-Lacey-Tumwater","13"
2019-07-04 08:00:06,"Washington","Omak","21"
2019-07-04 08:00:06,"Washington","Port Angeles","15"
2019-07-04 08:00:06,"Washington","Port Townsend","15"
2019-07-04 08:00:06,"Washington","Pullman","15"
2019-07-04 08:00:06,"Washington","Raymond","12"
2019-07-04 08:00:06,"Washington","Seattle-Bellevue-Kent Valley","35"
2019-07-04 08:00:06,"Washington","Shelton","11"
2019-07-04 08:00:06,"Washington","Spokane","33"
2019-07-04 08:00:06,"Washington","Spokane Tribe of Spokane Reservation","13"
2019-07-04 08:00:06,"Washington","Sunnyside","34"
2019-07-04 08:00:06,"Washington","Tacoma-Puyallup","22"
2019-07-04 08:00:06,"Washington","Twisp","15"
2019-07-04 08:00:06,"Washington","Vancouver","17"
2019-07-04 08:00:06,"Washington","Walla Walla","14"
2019-07-04 08:00:06,"Washington","Wenatchee","24"
2019-07-04 08:00:06,"Washington","Winthrop","14"
2019-07-04 08:00:06,"Washington","Yacolt","13"
2019-07-04 08:00:06,"Washington","Yakima","18"
2019-07-04 09:00:05,"Washington","Aberdeen",""
2019-07-04 09:00:05,"Washington","Anacortes","24"
2019-07-04 09:00:05,"Washington","Bellingham","18"
2019-07-04 09:00:05,"Washington","Bremerton-Silverdale-Bainbridge Island","13"
2019-07-04 09:00:05,"Washington","Cascade foothills of King County","21"
2019-07-04 09:00:05,"Washington","Cascade foothills of east King-Pierce counties","14"
2019-07-04 09:00:05,"Washington","Cheeka Peak","20"
2019-07-04 09:00:05,"Washington","Chehalis","13"
2019-07-04 09:00:05,"Washington","Chelan","17"
