"Station","Station Name","Year","Overall WQI","WQI FC","WQI Oxy","WQI pH","WQI TSS","WQI Temp","WQI TPN","WQI TP","WQI Turb","Location 1","Counties","lon","lat"
"03B050","Samish R nr Burlington",2006,67,70,88,95,75,81,31,84,70,"POINT (-122.3382 48.5458)",3212,-122.3382,48.5458
"03B050","Samish R nr Burlington",2007,74,76,82,92,74,76,40,82,69,"POINT (-122.3382 48.5458)",3212,-122.3382,48.5458
"03B050","Samish R nr Burlington",2008,59,64,77,96,79,85,32,74,78,"POINT (-122.3382 48.5458)",3212,-122.3382,48.5458
"03B050","Samish R nr Burlington",2009,80,74,84,96,77,83,41,78,83,"POINT (-122.3382 48.5458)",3212,-122.3382,48.5458
"03B050","Samish R nr Burlington",2010,63,79,80,96,77,75,46,73,76,"POINT (-122.3382 48.5458)",3212,-122.3382,48.5458
"03B050","Samish R nr Burlington",2011,52,66,80,91,66,83,52,56,66,"POINT (-122.3382 48.5458)",3212,-122.3382,48.5458
"03B050","Samish R nr Burlington",2012,78,78,82,83,77,81,34,76,81,"POINT (-122.3382 48.5458)",3212,-122.3382,48.5458
"03B050","Samish R nr Burlington",2013,86,79,77,93,87,86,41,84,87,"POINT (-122.3382 48.5458)",3212,-122.3382,48.5458
"05B070","NF Stillaguamish @ Cicero",1995,33,86,79,92,15,73,29,26,14,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish @ Cicero",1996,22,77,82,96,3,80,12,11,3,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish @ Cicero",1997,30,94,82,80,3,76,12,10,7,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish @ Cicero",1998,31,87,85,86,14,68,24,39,13,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish @ Cicero",1999,25,74,89,77,2,77,8,17,4,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish @ Cicero",2000,35,94,93,93,19,76,21,27,31,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish @ Cicero",2001,38,79,86,94,22,78,37,40,25,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish @ Cicero",2002,19,76,89,93,1,78,2,12,7,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish @ Cicero",2003,37,95,87,79,29,68,25,38,26,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish @ Cicero",2004,29,88,85,82,1,65,36,1,1,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish @ Cicero",2005,38,90,90,83,23,67,45,49,19,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish @ Cicero",2006,52,93,90,61,40,76,18,68,34,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish @ Cicero",2007,40,82,89,95,16,83,28,30,12,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish @ Cicero",2008,43,88,84,91,15,84,14,42,24,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish R @ Cicero",2009,43,89,72,92,27,75,38,27,25,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish R @ Cicero",2010,31,91,87,81,5,64,33,27,10,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish R @ Cicero",2011,30,87,90,92,2,77,30,19,10,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish R @ Cicero",2012,45,94,80,93,37,77,36,55,42,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B070","NF Stillaguamish R @ Cicero",2013,40,85,83,93,19,79,10,46,17,"POINT (-122.0131 48.2673)",3213,-122.0131,48.2673
"05B110","NF Stillaguamish nr Darrington",1995,46,91,84,88,31,73,34,43,32,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish nr Darrington",1996,53,87,87,92,38,76,54,55,42,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish nr Darrington",1997,47,90,82,83,29,83,24,28,31,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish nr Darrington",1998,57,88,78,77,45,80,49,54,50,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish nr Darrington",1999,52,96,85,86,51,84,26,62,42,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish nr Darrington",2000,64,95,92,93,70,81,45,77,63,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish nr Darrington",2001,67,91,95,94,60,79,49,82,66,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish nr Darrington",2002,36,84,90,93,18,76,25,36,19,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish nr Darrington",2003,60,99,89,95,71,63,17,61,64,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish nr Darrington",2004,44,93,88,87,18,55,54,43,20,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish nr Darrington",2005,42,91,85,89,45,56,64,83,45,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish nr Darrington",2006,82,94,92,83,81,65,39,100,74,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish nr Darrington",2007,73,89,89,85,60,68,55,97,52,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish nr Darrington",2008,78,95,91,88,65,76,51,74,61,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish R nr Darrington",2009,70,87,76,91,70,75,52,79,64,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish R nr Darrington",2010,49,95,85,86,43,57,54,55,44,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish R nr Darrington",2011,43,86,88,92,43,70,46,47,41,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish R nr Darrington",2012,70,97,89,95,68,74,52,85,65,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish R nr Darrington",2013,79,92,86,92,82,75,37,95,75,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"05B110","NF Stillaguamish R nr Darrington",2014,69,99,100,94,74,97,54,72,63,"POINT (-121.7024 48.28)",3213,-121.7024,48.28
"10A070","Puyallup R @ Meridian St",1995,52,68,76,90,47,77,74,45,45,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",1996,47,58,79,96,43,73,72,33,41,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",1997,48,54,81,97,38,82,80,29,36,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",1998,41,60,77,88,46,82,77,44,43,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",1999,62,79,85,88,48,85,77,31,40,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2000,60,80,86,96,45,83,90,25,28,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2001,58,76,86,96,34,85,87,24,27,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2002,57,74,81,96,23,78,79,11,20,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2003,55,79,88,92,17,73,85,7,8,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2004,51,76,87,96,2,85,77,1,1,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2005,58,81,83,96,22,82,82,18,27,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2006,59,83,83,96,23,82,88,44,22,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2007,58,82,85,96,17,85,88,52,16,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2008,61,80,90,96,25,88,80,26,33,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2009,49,69,81,98,23,82,87,1,19,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2010,62,67,84,97,47,80,79,44,50,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2011,56,75,86,98,30,89,83,30,47,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2012,71,88,90,98,54,87,87,50,51,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"10A070","Puyallup R @ Meridian St",2013,52,74,83,95,27,83,84,20,28,"POINT (-122.2937 47.2026)",3210,-122.2937,47.2026
"32A070","Walla Walla R nr Touchet",-118.7664,53,79,99,67,39,45,82,52,45,"POINT (46.0376 1995)",NA,46.0376,1995
"32A070","Walla Walla R nr Touchet",-118.7664,32,82,100,54,26,49,69,61,19,"POINT (46.0376 1996)",NA,46.0376,1996
"32A070","Walla Walla R nr Touchet",-118.7664,34,61,80,80,7,51,70,43,5,"POINT (46.0376 1997)",NA,46.0376,1997
"32A070","Walla Walla R nr Touchet",-118.7664,33,71,100,70,62,36,82,62,61,"POINT (46.0376 1998)",NA,46.0376,1998
"32A070","Walla Walla R nr Touchet",-118.7664,43,82,100,63,54,42,85,60,61,"POINT (46.0376 1999)",NA,46.0376,1999
"32A070","Walla Walla R nr Touchet",-118.7664,65,80,91,81,55,59,85,62,59,"POINT (46.0376 2000)",NA,46.0376,2000
"32A070","Walla Walla R nr Touchet",-118.7664,42,69,89,78,43,49,86,54,39,"POINT (46.0376 2001)",NA,46.0376,2001
"32A070","Walla Walla R nr Touchet",-118.7664,62,85,100,68,49,44,87,58,59,"POINT (46.0376 2002)",NA,46.0376,2002
"32A070","Walla Walla R nr Touchet",-118.7664,72,79,94,83,45,64,85,62,64,"POINT (46.0376 2003)",NA,46.0376,2003
"32A070","Walla Walla R nr Touchet",-118.7664,62,86,99,72,53,49,83,67,69,"POINT (46.0376 2004)",NA,46.0376,2004
"32A070","Walla Walla R nr Touchet",-118.7664,59,86,100,68,71,31,85,65,71,"POINT (46.0376 2005)",NA,46.0376,2005
"32A070","Walla Walla R nr Touchet",-118.7664,54,84,100,72,43,51,83,64,56,"POINT (46.0376 2006)",NA,46.0376,2006
"32A070","Walla Walla R nr Touchet",-118.7664,55,77,100,54,55,36,83,71,63,"POINT (46.0376 2007)",NA,46.0376,2007
"32A070","Walla Walla R nr Touchet",-118.7664,64,76,98,87,34,56,83,52,43,"POINT (46.0376 2008)",NA,46.0376,2008
"32A070","Walla Walla R nr Touchet",-118.7664,61,80,97,71,32,65,82,44,39,"POINT (46.0376 2009)",NA,46.0376,2009
"32A070","Walla Walla R nr Touchet",-118.7664,62,73,89,75,38,62,84,57,41,"POINT (46.0376 2010)",NA,46.0376,2010
"32A070","Walla Walla R nr Touchet",-118.7664,59,83,99,64,21,48,86,43,37,"POINT (46.0376 2011)",NA,46.0376,2011
"32A070","Walla Walla R nr Touchet",-118.7664,53,85,98,76,45,17,87,58,56,"POINT (46.0376 2012)",NA,46.0376,2012
"32A070","Walla Walla R nr Touchet",-118.7664,62,80,92,69,58,54,88,67,66,"POINT (46.0376 2013)",NA,46.0376,2013
"33A050","Snake R nr Pasco",-119.0242,87,97,86,86,84,76,86,73,75,"POINT (46.2165 1995)",NA,46.2165,1995
"33A050","Snake R nr Pasco",-119.0242,63,89,86,77,60,71,79,73,45,"POINT (46.2165 1996)",NA,46.2165,1996
"33A050","Snake R nr Pasco",-119.0242,71,87,81,86,74,69,79,66,58,"POINT (46.2165 1997)",NA,46.2165,1997
"33A050","Snake R nr Pasco",-119.0242,82,97,78,86,86,73,84,73,74,"POINT (46.2165 1998)",NA,46.2165,1998
"33A050","Snake R nr Pasco",-119.0242,84,97,85,83,77,80,83,76,71,"POINT (46.2165 1999)",NA,46.2165,1999
"33A050","Snake R nr Pasco",-119.0242,83,91,87,88,83,78,85,72,76,"POINT (46.2165 2000)",NA,46.2165,2000
"33A050","Snake R nr Pasco",-119.0242,86,100,76,86,87,75,84,77,85,"POINT (46.2165 2001)",NA,46.2165,2001
"33A050","Snake R nr Pasco",-119.0242,86,97,82,87,87,71,80,77,78,"POINT (46.2165 2002)",NA,46.2165,2002
"33A050","Snake R nr Pasco",-119.0242,86,99,80,85,83,73,87,76,74,"POINT (46.2165 2003)",NA,46.2165,2003
"33A050","Snake R nr Pasco",-119.0242,87,100,80,81,87,68,85,81,85,"POINT (46.2165 2004)",NA,46.2165,2004
"33A050","Snake R nr Pasco",-119.0242,84,99,86,67,84,69,90,83,87,"POINT (46.2165 2005)",NA,46.2165,2005
"33A050","Snake R nr Pasco",-119.0242,86,100,83,81,87,70,84,77,77,"POINT (46.2165 2006)",NA,46.2165,2006
"33A050","Snake R nr Pasco",-119.0242,81,100,77,87,88,63,86,81,84,"POINT (46.2165 2007)",NA,46.2165,2007
"33A050","Snake R nr Pasco",-119.0242,91,100,83,83,86,79,85,79,79,"POINT (46.2165 2008)",NA,46.2165,2008
"33A050","Snake R nr Pasco",-119.0242,86,97,76,90,86,74,84,79,75,"POINT (46.2165 2009)",NA,46.2165,2009
"33A050","Snake R nr Pasco",-119.0242,89,97,83,82,87,78,85,79,80,"POINT (46.2165 2010)",NA,46.2165,2010
"33A050","Snake R nr Pasco",-119.0242,85,98,87,87,84,73,87,77,72,"POINT (46.2165 2011)",NA,46.2165,2011
"33A050","Snake R nr Pasco",-119.0242,83,100,87,74,84,69,85,81,77,"POINT (46.2165 2012)",NA,46.2165,2012
"33A050","Snake R nr Pasco",-119.0242,79,89,76,81,87,68,84,81,84,"POINT (46.2165 2013)",NA,46.2165,2013
"35A150","Snake R @ Interstate Br",-117.0446,73,86,83,83,66,66,84,70,65,"POINT (47.6985 1995)",NA,47.6985,1995
"35A150","Snake R @ Interstate Br",-117.0446,80,93,83,74,73,76,84,75,71,"POINT (47.6985 1996)",NA,47.6985,1996
"35A150","Snake R @ Interstate Br",-117.0446,73,95,81,80,61,64,85,62,58,"POINT (47.6985 1997)",NA,47.6985,1997
"35A150","Snake R @ Interstate Br",-117.0446,77,94,80,86,76,71,84,70,67,"POINT (47.6985 1998)",NA,47.6985,1998
"35A150","Snake R @ Interstate Br",-117.0446,79,99,83,83,69,78,84,71,64,"POINT (47.6985 1999)",NA,47.6985,1999
"35A150","Snake R @ Interstate Br",-117.0446,85,97,82,77,83,82,83,71,79,"POINT (47.6985 2000)",NA,47.6985,2000
"35A150","Snake R @ Interstate Br",-117.0446,75,93,86,70,82,65,84,71,82,"POINT (47.6985 2001)",NA,47.6985,2001
"35A150","Snake R @ Interstate Br",-117.0446,79,96,86,72,72,69,83,74,75,"POINT (47.6985 2002)",NA,47.6985,2002
"35A150","Snake R @ Interstate Br",-117.0446,76,93,80,78,65,69,85,70,71,"POINT (47.6985 2003)",NA,47.6985,2003
"35A150","Snake R @ Interstate Br",-117.0446,79,89,77,80,82,68,82,74,83,"POINT (47.6985 2004)",NA,47.6985,2004
"35A150","Snake R @ Interstate Br",-117.0446,80,98,81,67,83,70,85,70,84,"POINT (47.6985 2005)",NA,47.6985,2005
"35A150","Snake R @ Interstate Br",-117.0446,73,93,79,81,67,65,83,69,64,"POINT (47.6985 2006)",NA,47.6985,2006
"35A150","Snake R @ Interstate Br",-117.0446,76,92,75,78,81,66,85,71,81,"POINT (47.6985 2007)",NA,47.6985,2007
"35A150","Snake R @ Interstate Br",-117.0446,80,87,81,77,71,73,83,72,70,"POINT (47.6985 2008)",NA,47.6985,2008
"35A150","Snake R @ Interstate Br",-117.0446,72,92,76,78,63,63,74,72,66,"POINT (47.6985 2009)",NA,47.6985,2009
"35A150","Snake R @ Interstate Br",-117.0446,73,94,78,76,65,70,81,72,70,"POINT (47.6985 2010)",NA,47.6985,2010
"35A150","Snake R @ Interstate Br",-117.0446,71,87,82,79,59,73,84,73,67,"POINT (47.6985 2011)",NA,47.6985,2011
"35A150","Snake R @ Interstate Br",-117.0446,76,85,80,79,78,70,84,77,81,"POINT (47.6985 2012)",NA,47.6985,2012
"35A150","Snake R @ Interstate Br",-117.0446,74,91,80,81,77,61,81,75,78,"POINT (47.6985 2013)",NA,47.6985,2013
"35B060","Tucannon R @ Powers",-118.1555,44,54,86,74,41,57,87,66,44,"POINT (46.5376 1995)",NA,46.5376,1995
"35B060","Tucannon R @ Powers",-118.1555,59,81,83,59,51,50,84,69,52,"POINT (46.5376 1996)",NA,46.5376,1996
"35B060","Tucannon R @ Powers",-118.1555,35,57,82,63,14,42,78,48,14,"POINT (46.5376 1997)",NA,46.5376,1997
"35B060","Tucannon R @ Powers",-118.1555,40,66,88,63,57,44,91,66,46,"POINT (46.5376 1998)",NA,46.5376,1998
"35B060","Tucannon R @ Powers",-118.1555,61,76,79,67,53,66,89,56,51,"POINT (46.5376 1999)",NA,46.5376,1999
"35B060","Tucannon R @ Powers",-118.1555,72,83,90,74,78,55,95,67,80,"POINT (46.5376 2000)",NA,46.5376,2000
"35B060","Tucannon R @ Powers",-118.1555,77,77,86,87,74,67,94,70,84,"POINT (46.5376 2001)",NA,46.5376,2001
"35B060","Tucannon R @ Powers",-118.1555,75,73,88,88,73,69,93,69,74,"POINT (46.5376 2002)",NA,46.5376,2002
"35B060","Tucannon R @ Powers",-118.1555,72,69,91,76,72,69,94,69,75,"POINT (46.5376 2003)",NA,46.5376,2003
"35B060","Tucannon R @ Powers",-118.1555,86,89,87,84,81,73,94,80,89,"POINT (46.5376 2004)",NA,46.5376,2004
"35B060","Tucannon R @ Powers",-118.1555,84,77,90,86,84,71,95,81,91,"POINT (46.5376 2005)",NA,46.5376,2005
"35B060","Tucannon R @ Powers",-118.1555,86,88,90,81,77,77,93,78,82,"POINT (46.5376 2006)",NA,46.5376,2006
"35B060","Tucannon R @ Powers",-118.1555,74,77,92,86,73,68,89,75,64,"POINT (46.5376 2007)",NA,46.5376,2007
"35B060","Tucannon R @ Powers",-118.1555,65,79,87,58,45,68,87,66,51,"POINT (46.5376 2008)",NA,46.5376,2008
"35B060","Tucannon R @ Powers",-118.1555,55,71,75,76,33,60,87,45,37,"POINT (46.5376 2009)",NA,46.5376,2009
"35B060","Tucannon R @ Powers",-118.1555,66,83,89,59,65,63,93,71,71,"POINT (46.5376 2010)",NA,46.5376,2010
"35B060","Tucannon R @ Powers",-118.1555,67,79,89,72,59,53,93,67,62,"POINT (46.5376 2011)",NA,46.5376,2011
"35B060","Tucannon R @ Powers",-118.1555,63,76,91,54,59,58,95,71,68,"POINT (46.5376 2012)",NA,46.5376,2012
"35B060","Tucannon R @ Powers",-118.1555,68,83,87,54,72,62,96,72,76,"POINT (46.5376 2013)",NA,46.5376,2013
"45A070","Wenatchee R @ Wenatchee",1995,80,91,95,67,77,76,95,90,81,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",1996,83,85,91,74,70,78,96,87,72,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",1997,79,91,91,70,66,78,96,80,76,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",1998,74,95,90,63,86,63,96,85,88,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",1999,71,88,95,45,66,88,95,83,73,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2000,74,96,93,47,68,82,97,94,85,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2001,73,96,90,67,92,59,96,95,97,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2002,93,94,95,87,82,82,96,95,88,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2003,75,97,94,64,88,64,96,94,93,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2004,78,93,91,65,81,64,97,100,89,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2005,82,95,93,62,96,62,97,100,98,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2006,91,91,93,93,73,79,95,99,82,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2007,88,91,95,75,83,71,95,98,87,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2008,85,96,91,70,84,76,97,99,89,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2009,87,86,93,84,78,76,97,95,85,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2010,90,95,93,82,83,77,97,96,89,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2011,87,87,94,90,68,80,98,93,82,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2012,81,97,89,59,86,69,98,97,90,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A070","Wenatchee R @ Wenatchee",2013,81,87,92,78,82,70,98,92,86,"POINT (-120.3365 47.4588)",2956,-120.3365,47.4588
"45A110","Wenatchee R nr Leavenworth",1995,62,100,82,91,54,76,67,69,62,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",1996,70,96,82,88,47,85,83,65,59,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",1997,65,100,84,77,46,84,75,30,59,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",1998,75,98,71,83,63,74,82,45,66,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",1999,65,99,88,77,48,90,73,72,67,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2000,74,91,81,93,57,88,81,83,58,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2001,67,99,75,80,54,63,88,85,95,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2002,75,97,78,83,51,85,83,86,69,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2003,80,97,81,89,65,78,90,85,74,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2004,73,93,68,79,62,71,88,100,62,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2005,84,90,71,77,85,69,89,100,88,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2006,73,97,79,90,45,81,57,100,73,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2007,81,93,78,89,63,78,87,100,66,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2008,75,100,76,93,57,80,82,93,70,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2009,77,94,73,91,60,79,89,93,73,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2010,78,95,79,90,57,83,90,98,71,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2011,71,92,84,93,38,75,85,81,59,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2012,70,97,76,92,49,73,91,93,70,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"45A110","Wenatchee R nr Leavenworth",2013,69,93,74,97,63,63,89,80,70,"POINT (-120.734 47.6762)",2956,-120.734,47.6762
"46A070","Entiat R nr Entiat",1995,85,87,95,83,70,88,95,80,75,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",1996,87,99,94,77,72,77,97,87,81,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",1997,79,96,93,63,69,82,96,70,74,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",1998,78,100,92,59,79,68,96,81,86,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",1999,77,93,96,63,68,95,96,80,74,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2000,91,92,92,80,78,83,98,91,84,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2001,83,100,90,67,92,70,97,93,96,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2002,94,96,95,82,82,79,98,94,92,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2003,80,99,93,55,90,76,98,95,96,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2004,81,96,89,56,80,69,98,100,79,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2005,89,97,92,75,95,70,97,91,96,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2006,91,96,95,81,72,86,96,100,84,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2007,85,97,93,64,76,72,97,100,84,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2008,83,100,84,56,86,73,97,98,90,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2009,94,95,92,80,87,82,98,96,93,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2010,93,93,95,77,87,89,97,99,95,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2011,85,92,95,79,63,92,98,89,80,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2012,83,99,90,56,83,76,98,95,91,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"46A070","Entiat R nr Entiat",2013,92,88,92,89,85,80,98,92,87,"POINT (-120.2506 47.6632)",2956,-120.2506,47.6632
"48A140","Methow R @ Twisp",1995,88,93,94,80,81,97,96,91,82,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
