"Station","Station Name","Year","Overall WQI","WQI FC","WQI Oxy","WQI pH","WQI TSS","WQI Temp","WQI TPN","WQI TP","WQI Turb","Location 1","Counties","lon","lat"
"48A140","Methow R @ Twisp",1996,94,100,94,80,91,87,97,95,90,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",1997,89,96,95,88,71,93,97,77,81,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",1998,94,98,91,88,88,83,96,84,89,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",1999,83,88,95,77,76,97,97,85,73,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2000,95,100,92,80,87,88,97,97,86,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2001,90,87,92,85,93,86,96,97,98,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2002,96,100,94,86,92,91,97,98,95,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2003,95,99,94,81,94,83,96,96,95,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2004,86,93,93,74,76,78,97,98,81,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2005,95,95,92,87,86,86,97,100,94,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2006,86,92,92,85,65,90,96,99,78,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2007,83,88,93,79,70,85,96,96,75,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2008,89,98,93,81,75,84,97,95,81,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2009,89,90,91,82,85,80,97,96,86,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2010,94,100,92,77,91,91,97,99,90,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2011,85,95,92,81,70,93,97,87,72,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2012,91,98,94,74,79,88,97,96,91,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"48A140","Methow R @ Twisp",2013,90,87,93,91,78,92,97,94,82,"POINT (-120.1143 48.3593)",3198,-120.1143,48.3593
"49A070","Okanogan R @ Malott",1995,73,87,80,80,59,64,97,76,64,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",1996,66,87,81,80,49,60,97,78,57,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",1997,67,84,78,80,55,60,97,69,59,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",1998,71,85,72,80,67,61,96,76,73,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",1999,75,88,86,77,58,71,96,75,65,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2000,80,90,87,80,71,66,97,91,75,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2001,68,84,73,81,84,45,98,89,87,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2002,76,92,87,83,59,73,98,82,65,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2003,71,81,83,84,63,56,98,88,72,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2004,69,80,81,78,59,51,98,90,63,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2005,77,90,72,82,75,49,98,99,83,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2006,69,84,79,78,55,55,97,88,64,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2007,58,81,74,81,52,53,97,85,50,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2008,71,91,78,83,61,65,97,84,68,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2009,59,82,67,84,60,38,98,81,67,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2010,70,89,72,79,67,51,97,85,76,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2011,75,87,82,84,57,64,98,78,67,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2012,71,85,80,83,62,53,97,82,75,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2013,68,82,81,86,64,53,98,81,74,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A070","Okanogan R @ Malott",2014,98,100,98,87,97,100,99,100,99,"POINT (-119.7045 48.2804)",3198,-119.7045,48.2804
"49A190","Okanogan R @ Oroville",1995,75,94,79,74,92,64,96,96,93,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",1996,71,100,78,59,90,51,95,90,93,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",1997,77,100,72,77,89,56,96,82,95,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",1998,60,87,78,70,92,48,96,82,96,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",1999,82,100,73,77,89,63,95,93,95,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2000,70,95,80,62,88,65,97,94,83,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2001,61,93,79,75,90,44,97,89,85,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2002,78,97,79,81,82,67,97,90,84,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2003,72,98,81,75,88,55,97,94,87,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2004,68,99,73,73,94,48,92,100,92,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2005,78,95,81,79,89,54,97,100,93,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2006,65,98,84,65,90,47,96,100,92,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2007,63,93,79,75,89,48,96,99,87,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2008,73,100,81,75,89,62,96,91,88,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2009,59,92,74,43,92,34,96,91,89,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2010,66,89,79,66,93,48,96,95,89,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2011,79,92,78,81,94,57,97,94,93,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2012,70,94,76,78,92,50,98,94,95,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49A190","Okanogan R @ Oroville",2013,64,99,83,72,94,43,97,95,97,"POINT (-119.4267 48.9391)",3198,-119.4267,48.9391
"49B070","Similkameen R @ Oroville",1995,77,93,88,77,67,76,97,83,69,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",1996,75,95,90,80,50,71,97,79,56,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",1997,71,90,87,83,52,71,97,66,54,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",1998,78,96,81,77,77,64,98,80,79,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",1999,81,94,91,80,65,80,98,78,63,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2000,81,95,91,83,67,78,98,90,73,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2001,82,95,84,85,89,60,99,94,90,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2002,74,88,91,88,54,84,99,85,66,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2003,79,96,89,85,71,66,98,93,79,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2004,75,86,88,78,60,64,99,91,64,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2005,76,96,81,92,55,57,99,100,86,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2006,75,90,86,85,62,68,98,92,66,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2007,64,89,82,81,45,65,98,79,36,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2008,80,92,87,81,66,76,98,88,70,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2009,66,91,79,85,63,51,99,80,56,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2010,83,95,83,79,69,73,98,89,74,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2011,78,95,81,83,61,76,99,80,66,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2012,80,88,86,62,66,65,99,87,78,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"49B070","Similkameen R @ Oroville",2013,75,90,93,83,62,71,98,76,62,"POINT (-119.442 48.9346)",3198,-119.442,48.9346
"20B070","Hoh R @ DNR Campground",2013,68,80,94,96,51,91,91,61,47,"POINT (-124.2477 47.8098)",3008,-124.2477,47.8098
"22A070","Humptulips R nr Humptulips",2013,84,82,87,94,77,82,83,91,77,"POINT (-123.9618 47.2298)",2983,-123.9618,47.2298
"23A070","Chehalis R @ Porter",2013,62,85,89,92,68,68,52,58,75,"POINT (-123.3138 46.9393)",2983,-123.3138,46.9393
"23A160","Chehalis R @ Dryad",2013,65,76,78,96,78,65,77,73,81,"POINT (-123.2501 46.6309)",3196,-123.2501,46.6309
"24B090","Willapa R nr Willapa",2013,80,78,87,91,78,78,57,69,82,"POINT (-123.6535 46.6501)",3208,-123.6535,46.6501
"24F070","Naselle R nr Naselle",2013,79,67,88,94,87,77,67,88,93,"POINT (-123.7468 46.3729)",3208,-123.7468,46.3729
"16A070","Skokomish R nr Potlatch",1995,93,84,85,96,93,84,98,91,92,"POINT (-123.1771 47.3098)",849,-123.1771,47.3098
