native_id,latitude,longitude,lambert_x,lambert_y,D2A1,A1_50,A23_400,Pop_5000,D2C,D2Comm,Int_3000
grid_la_4444,33.8118951709044,-118.248487831401,-2036671.80220962,-322799.688564372,3.1878026387184195,0,0.1177,1.94536,0.03877,0.1321,0.24726943468830945
grid_la_8551,33.9168951323832,-117.768487904013,-1990825.55106856,-322145.834698892,3.731346975545955,0,0,0.33625,0.15,0.3482,0.0034433319078197083
grid_la_9643,33.9468951441362,-118.038487855879,-2014237.41312407,-312969.530730771,3.6670792054642165,0,0.0976,1.98755,0.15,0.0581,0.2704216307455315
grid_la_2319,33.7568951836726,-118.368487815697,-2048919.27066116,-326012.043957615,3.854852362417834,0,0,0.62574,0.01946,0.0236,0.15449102721494892
grid_la_10320,33.966895166369,-118.47348778132,-2052646.88658918,-301086.886102022,3.6464037262230695,0,0,0.9079,0.01136,0.1838,0.04953288310602556
grid_la_7622,33.891895127953,-117.638487928151,-1979815.81994744,-327676.225227287,2.877371345869774,0,0,0.39869,0.15,0.2408,0.014512206763367008
grid_la_640,33.7118951776223,-118.168487852768,-2032170.21525996,-335339.206421002,3.720572720364261,0,0,0,0.02806,0.5468,1.524264731626811e-4
grid_la_423,33.706895185355,-118.298487831364,-2043982.364638,-332961.064073642,3.6732052817790453,0,0.0487,0.7248,0.00323,0.03,0.09530369990284315
grid_la_7870,33.9018951642695,-118.308487814134,-2039631.02615221,-311783.441798251,3.3016809492935764,0,0.1714,3.01355,0.09715,0,0.25149073632133956
grid_la_1972,33.746895175094,-118.193487845799,-2033478.67292701,-331017.521454213,2.8756399370041685,0,0,1.38092,0.00216,0.1518,0.08656758933344785
grid_la_12299,34.016895141406,-118.12848783504,-2020431.11430194,-303447.315719162,3.2543063323312857,0,0.2194,2.22365,0.15,0,0.26335199327576503
grid_la_17261,34.1468951281361,-118.148487821033,-2018747.15141642,-289033.109342774,2.705007959333336,0,0.2771,1.99392,0.15,0,0.26446055017723
grid_la_6556,33.8668951617236,-118.193487836229,-2030264.54272632,-318119.554726241,2.3891660843645326,0,0,2.62844,0.10077,0.0796,0.2600574272222167
grid_la_18637,34.1818951131444,-117.953487851049,-2000395.30145474,-289583.72388715,3.6908160579809155,0,0,0.22272,0.15,0.3615,6.286238806254739e-4
grid_la_18592,34.181895125981,-118.1784878131,-2020490.67689307,-284605.958475302,2.5403294747908736,0,0.0664,1.20177,0.15,0.0468,0.18965452487883105
grid_la_4757,33.8168951364664,-117.638487934143,-1981775.25275827,-335749.042570639,3.8175653695597807,0,0,0.03954,0.15,0.6821,1.524264731626811e-4
grid_la_4781,33.8218951823214,-118.473487792998,-2056578.15670239,-316658.01744415,4.1043846712878835,0,0,0,0.06387,0.6287,1.524264731626811e-4
grid_la_16999,34.136895095159,-117.548487923654,-1965363.19285673,-303261.148089683,1.3424226808222062,0.009,0.0448,0.78544,0.15,0.1716,0.022382395018823907
grid_la_3976,33.7968951434476,-117.723487921258,-1989936.03943383,-336044.200164112,2.5514499979728753,0,0,0.15944,0.15,0.3184,1.524264731626811e-4
grid_la_12361,34.0168951239345,-117.818487887438,-1992676.68121791,-310292.306490393,1.8260748027008264,0,0,0.92009,0.15,0.0339,0.07655913677585342
grid_la_14755,34.081895141848,-118.263487807055,-2030764.59668326,-293454.082191471,2.973589623427257,0,0.1742,5.54915,0.15,0.0297,0.25052201135603003
grid_la_11420,33.9918951228084,-117.74848790136,-1987062.59832133,-314514.444563674,3.383815365980431,0,0,0.87826,0.15,0.2282,0.015122098312788369
grid_la_3004,33.7718951509838,-117.808487908801,-1998230.77629584,-336869.29464474,3.313445370426414,0,0.0568,1.84683,0.15,0.0225,0.23571132568699302
grid_la_3205,33.7768951476516,-117.758487916895,-1993606.096906,-337429.434321978,1.8573324964312685,0,0.1587,0.54438,0.15,0.2643,0.03356993203855193
grid_la_4852,33.8218951625604,-118.118487852438,-2024741.03588953,-324629.87244113,3.3261309567107946,0,0.0813,1.82487,0.07616,0.0021,0.2528294273538812
grid_la_12892,34.0318951340957,-118.028487850673,-2011081.90413124,-304053.224606361,1.8920946026904804,0,0.0706,1.47475,0.15,0.0297,0.1275167061036241
grid_la_14305,34.066895108721,-117.648487912297,-1976140.09170844,-308625.426660899,3.353916230920363,0,0.1466,1.89899,0.15,0.0066,0.24507216480269872
grid_la_11258,33.9868951152298,-117.603487926473,-1974196.37451138,-318212.801667416,3.683947130751512,0,0,0.30263,0.15,0.4368,0.008347506818369333
grid_la_12349,34.0168951273139,-117.878487877262,-1998050.32675082,-308974.859307184,3.3754807146185724,0,0,1.44218,0.15,0.0703,0.09057292077759631
grid_la_2811,33.7668951521023,-117.818487907501,-1999261.07895296,-337187.346498028,3.0565237240791006,0,0,2.23191,0.15,0.0376,0.2555884949154437
grid_la_13094,34.0368951304341,-117.973487859556,-2006026.49216729,-304731.335891201,3.3533390953113047,0,0.1914,2.03704,0.15,0.0652,0.2602393660092682
grid_la_15677,34.1068951484691,-118.428487777397,-2044833.09351692,-287069.141013733,3.654465333520146,0,0,0.92761,0.1226,0.3034,0.15110727697769183
grid_la_11209,33.9868951289903,-117.848487884781,-1996154.68807841,-312860.689783254,2.69196510276736,0,0.0666,0.96101,0.15,0.1474,0.08288416050134645
grid_la_17134,34.1418951104914,-117.828487875529,-1990279.49703892,-296629.195079401,3.345765693114488,0,0,0.75703,0.15,0.0741,0.11300862089181944
grid_la_9603,33.9468951553613,-118.238487822234,-2032152.01350867,-308516.78625519,3.30941722577814,0,0,4.73266,0.15,0.034,0.27875530959264344
grid_la_11474,33.9968951608199,-118.433487785554,-2048256.16756028,-298768.020970452,3.236033147117636,0,0.2251,2.63444,0.01824,0,0.2569272713858788
grid_la_11550,33.9968951394038,-118.053487849301,-2014250.70721746,-307261.942880208,3.09795107099415,0,0.0994,1.54088,0.15,0.0545,0.1987431637378334
grid_la_15192,34.0918951251508,-117.98848785253,-2005909.77094787,-298487.283376629,2.2671717284030137,0,0.1076,2.20847,0.15,0.1028,0.193923270945566
grid_la_10309,33.9618951163811,-117.573487933617,-1972157.72543203,-321555.060956248,3.3554515201265174,0,0,0.27161,0.15,0.119,0.02179927988545567
grid_la_1004,33.7218951814757,-118.258487836877,-2039986.49697964,-332247.805400219,3.47928731647617,0,0,0.61166,0.00103,0.0552,0.06808546223944043
grid_la_13480,34.0468951281887,-117.953487862123,-2003971.38708362,-304097.442637891,3.423737249982329,0,0,2.32903,0.15,0.0128,0.268037989733201
grid_la_12313,34.0168951374584,-118.058487846833,-2014166.02786255,-305001.233958175,2.494154594018443,0,0.1246,1.58384,0.15,0.0072,0.14263206304100778
grid_la_15243,34.0918951107107,-117.733487895774,-1983095.18825145,-304084.021279654,3.059184617631371,0,0.1924,1.68638,0.15,0.0041,0.25337908058398595
grid_la_12562,34.0218951205568,-117.768487895526,-1988066.61023995,-310849.588109298,2.2430380486862944,0,0.1297,1.35846,0.15,0.1389,0.05610748318901426
grid_la_9323,33.9368951278891,-117.728487909204,-1986712.82525276,-320869.325666375,3.688953462637418,0,0,0.31227,0.15,0.349,0.0022206055244051773
grid_la_418,33.7068951867351,-118.323487827181,-2046227.72368422,-332398.443577297,3.752739693935328,0,0,0.65523,0.00968,0.0952,0.054194387763294376
grid_la_16189,34.1168951104532,-117.778487886074,-1986465.36146496,-300411.98354544,2.4712917110589387,0,0.155,0.89174,0.15,0.0142,0.14533767289346095
grid_la_7475,33.8918951690138,-118.373487804067,-2045723.4299807,-311396.626444791,2.807535028068853,0,0,2.68705,0.03713,0.0013,0.2823331918743968
grid_la_16014,34.1118951064802,-117.698487900097,-1979438.78899527,-302695.510506696,2.965201701025912,0,0,1.31867,0.15,0.0269,0.1398862526470684
grid_la_6747,33.8718951611675,-118.193487835828,-2030130.63219032,-317582.185818366,1.5797835966168101,0.0065,0.1166,2.77195,0.10625,0.035,0.26104801436098196
grid_la_5261,33.8318951539329,-117.983487874398,-2012360.4737719,-326553.355765131,3.3877456596088638,0,0.1589,2.86095,0.1445,0.0222,0.26534706010138315
grid_la_316,33.7018951627608,-117.87848790247,-2006369.41390868,-342858.645107969,3.149834696715785,0,0.1355,2.25074,0.10744,0.0367,0.21712212753182225
grid_la_12526,34.021895130699,-117.948487865004,-2004186.04431912,-306895.734438511,3.313445370426414,0,0.0796,1.95,0.15,0.011,0.23719261666302355
grid_la_3594,33.7868951445813,-117.723487922052,-1990198.32646582,-337120.423866378,3.0576661039098294,0,0,0.15104,0.15,0.2096,8.71606558777944e-4
grid_la_15227,34.0918951152388,-117.813487882175,-1990254.39383437,-302335.073994639,2.73559889969818,0,0,1.07121,0.15,0.0644,0.10881387779984893
grid_la_3306,33.7818951720218,-118.208487840502,-2033887.45529336,-326919.782801465,1.806179973983887,0,0.2508,2.34264,0.00551,0.0615,0.2464673619252953
grid_la_6963,33.8768951536313,-118.068487856456,-2018789.5168029,-319829.433638782,1.4771212547196624,0.0078,0.0409,2.25763,0.14502,5e-4,0.23235844589592955
grid_la_8281,33.9118951550413,-118.163487837653,-2026371.24271573,-313952.770348174,1.255272505103306,0.0093,0.0841,3.34459,0.15,0.0334,0.25206137259519606
grid_la_15389,34.0968951228935,-117.958487857192,-2003094.03810464,-298611.493929591,3.3857849588433355,0,0,1.85589,0.15,0,0.1803697574357438
grid_la_3241,33.7768951376968,-117.578487947558,-1977426.20363259,-341362.27172753,3.866050924009275,0,0,0.02542,0.15,0.6692,9.98507964608708e-4
grid_la_16715,34.1318951221193,-118.013487845025,-2007083.22422915,-293635.46449433,2.760422483423212,0,0.0799,1.46859,0.15,0,0.25745516954561304
grid_la_16408,34.1218951019543,-117.638487909508,-1973808.12736741,-302924.672414134,3.151676230847048,0,0.0937,1.40671,0.15,0.0826,0.14371061333681578
grid_la_12132,34.0118951351971,-118.008487855676,-2009823.02453296,-306645.755975864,3.2776092143040914,0,0,1.12925,0.15,0.1077,0.09541701529782622
grid_la_17645,34.156895126461,-118.138487821892,-2017586.72823842,-288180.711458972,2.73559889969818,0,0.1342,1.81449,0.15,0.0064,0.2734402482411389
grid_la_9642,33.9468951444167,-118.043487855035,-2014685.39740124,-312858.692680659,3.6240757311456826,0,0.1213,2.0794,0.15,0.012,0.2685263130435306
grid_la_6446,33.8618951397052,-117.788487905027,-1994066.08968863,-327624.889586998,2.815577748324267,0,0.3026,1.03539,0.15,0.0274,0.13110478663041158
grid_la_2391,33.7568951637389,-118.008487876146,-2016596.52189468,-334064.876063558,2.847572659142112,0,0.2012,2.17357,0.07227,0.0023,0.2588779530299492
grid_la_8224,33.9118951710105,-118.448487789936,-2051899.59664092,-307557.613439939,3.6849350826408895,0,0,0.34955,0.0177,0.2049,0.026045370687809072
grid_la_17981,34.1668951384764,-118.368487782478,-2037855.13579806,-281974.454218665,3.1126050015345745,0,0.1946,2.45582,0.15,0.0062,0.2746960612680629
grid_la_3685,33.7918951717405,-118.223487837189,-2034965.48582942,-325509.179244743,2.0293837776852097,0,0.1099,2.25604,0.01986,0.0362,0.23613347291497758
grid_la_15633,34.101895107322,-117.693487901768,-1979253.18466654,-303880.263280164,3.252124552505644,0,0.0972,1.59291,0.15,0.0143,0.16925469531562168
grid_la_12051,34.0118951580428,-118.413487787672,-2046061.73485926,-297607.778084097,2.5490032620257876,0,0.302,2.65413,0.04252,0.0198,0.27778066932327256
grid_la_11441,33.9918951169099,-117.643487919243,-1977651.75509804,-316804.949212648,3.629919035503542,0,0,0.58686,0.15,0.124,0.051129063918151474
grid_la_10826,33.9768951303939,-117.853487884743,-1996866.4243922,-313826.415297021,2.930949031167523,0,0.1135,0.87737,0.15,0.099,0.06929120249272261
grid_la_328,33.7018951594576,-117.818487912639,-2000973.39465569,-344181.577608068,2.578639209968072,0,0,1.73132,0.13163,0,0.15645789191858608
grid_la_14986,34.086895129957,-118.063487840278,-2012750.04696593,-297366.404362888,3.2005769267548483,0,0.0702,2.7869,0.15,0.0241,0.28049283312328793
grid_la_9425,33.9418951522672,-118.173487833552,-2026464.62249283,-310505.5963834,2.303196057420489,0,0,3.94502,0.15,0.011,0.24093525187974354
grid_la_17308,34.1468951147645,-117.913487860705,-1997746.91989932,-294226.430282085,3.330210784571528,0,0,0.90956,0.15,0.0368,0.10719824784931196
grid_la_17492,34.1518951161982,-117.948487854368,-2000743.05204435,-292918.871022535,3.236033147117636,0,0,0.61533,0.15,0.0678,0.08730659976065056
grid_la_3209,33.776895146545,-117.738487920295,-1991808.71608466,-337867.998800289,2.781755374652469,0,0,0.2576,0.15,0.2088,0.007011818101124008
grid_la_10947,33.9818951495148,-118.203487825274,-2028079.99957937,-305537.867548537,3.450710878146919,0,0.0651,3.89888,0.15,0,0.2741761284569702
grid_la_4985,33.8268951781481,-118.408487803438,-2050615.96767898,-317589.86944639,3.89867034296553,0,0,0.91238,0.016,0.2029,0.05059066481701813
grid_la_1201,33.7268951792607,-118.228487841511,-2037157.95310441,-332383.389899938,3.566319621524811,0,0,0.02868,0.00806,0.1385,0.015259040701195641
grid_la_5038,33.826895163393,-118.143487847833,-2026850.48058354,-323535.069891197,3.356790460351716,0,0.1547,2.1803,0.07462,0.0365,0.25664718580254875
grid_la_17253,34.1468951304137,-118.188487814307,-2022320.31826762,-288143.73207045,2.3909351071033793,0,0,2.13712,0.15,0.0737,0.18281673541803248
grid_la_12671,34.0268951431184,-118.178487825817,-2024637.8535839,-301259.858415348,2.7505083948513462,0,0.0503,3.00354,0.15,0.0245,0.2655754495649442
grid_la_7998,33.9018951284933,-117.668487922235,-1982246.89322798,-325945.963170526,3.281260687055013,0,0,0.21208,0.15,0.4044,0.005390696105750367
grid_la_15728,34.1068951339802,-118.173487820117,-2022050.39771391,-292775.145682719,2.8561244442423,0,0.0258,2.73064,0.15,0.1029,0.2398764014922508
grid_la_3494,33.7868951722972,-118.223487837587,-2035099.58856643,-326046.56325742,2.2041199826559246,0,0.1017,2.21421,0.01468,0.0227,0.2371032192496855
grid_la_17151,34.1418951056629,-117.743487889975,-1982678.12705847,-298487.268276186,3.3684728384403617,0,0,0.54427,0.15,0.0753,0.053754974053613645
grid_la_789,33.7168951886622,-118.378487817198,-2050896.90059014,-330084.078457412,3.954531942626914,0,0,0.11488,0.02273,0.2705,0.006024891304614194
grid_la_18600,34.1818951236978,-118.138487819829,-2016919.06743889,-285494.530738864,3.3220124385824006,0,0.1174,1.46817,0.15,0.0404,0.25744216922758884
grid_la_9100,33.9318951374086,-117.888487882445,-2001191.33641189,-317896.501550145,2.9036325160842376,0,0.0169,0.96038,0.15,0.0237,0.15156443073539985
grid_la_16057,34.1168951479427,-118.438487774906,-2045455.5755824,-285770.409134304,3.54703589974001,0,0,0.801,0.12541,0.223,0.12359290437959429
grid_la_3221,33.7768951432261,-117.678487930505,-1986415.99510302,-339181.318630528,3.705521613422667,0,0,0.03033,0.15,0.3449,0.001366809926895951
grid_la_5874,33.8468951411207,-117.783487907075,-1994011.75524637,-329348.529125861,2.9951962915971793,0,0.0654,0.93815,0.15,0.0334,0.09612299335250701
grid_la_8637,33.9218951612158,-118.293487815034,-2037749.25617662,-309971.239180135,2.8627275283179747,0,0.1441,3.36952,0.1182,0.0226,0.26935425012258685
grid_la_5433,33.8368951586588,-118.078487857974,-2020752.09555729,-323907.609202506,2.8536982117761744,0,0.0969,2.25651,0.10011,0.0128,0.2386435882752167
grid_la_1398,33.7318951770447,-118.198487846148,-2034329.54299393,-332518.000146873,3.3787611753163733,0,0,0.35363,0.00255,0.1999,0.03778868838497418
grid_la_7601,33.8918951338092,-117.74348791027,-1989239.2228811,-325383.212869527,3.3600250891893975,0,0,0.54972,0.15,0.4065,0.009895428716097977
grid_la_18299,34.1718951017292,-117.733487889209,-1980996.90223263,-295478.390318235,3.7558748556724915,0,0,0.07595,0.15,0.1916,0.006606681504244886
grid_la_18248,34.1718951162513,-117.988487845956,-2003787.34513352,-289887.574237282,3.605412798153051,0,0,0.61938,0.15,0.2198,0.06832412553450776
grid_la_14218,34.066895133311,-118.083487838542,-2015071.40530272,-299072.757092832,2.747411807886423,0,0.1117,2.56515,0.15,0.02,0.24480065936676848
grid_la_5212,33.8318951675676,-118.228487833158,-2034341.13509369,-321098.321865274,2.838849090737255,0,0.2572,1.75435,0.06184,0.0291,0.2340495154459215
grid_la_8476,33.916895153365,-118.143487840613,-2024445.42129481,-313861.136947527,2.611723308007342,0,0.1221,2.96432,0.15,0.0227,0.26691150789616
grid_la_12814,34.0318951561282,-118.418487785207,-2045968.02247671,-295347.487430562,0.3010299956639812,0.0189,0.2563,3.30253,0.05929,0.0075,0.26796089388590694
grid_la_14647,34.0768951188998,-117.848487877461,-1993781.55622169,-303181.08398238,2.9722028383790646,0,0,1.12073,0.15,0.0755,0.16428995857362633
grid_la_13607,34.051895145723996,-118.273487807832,-2032464.49938868,-296453.214469558,2.859738566197147,0,0.1338,6.00366,0.15,0.013,0.258328110561852
grid_la_7673,33.8968951665022,-118.338487809516,-2042453.20964233,-311646.793289397,3.2709116394104814,0,0,3.11493,0.0693,0.0332,0.25050950103689257
grid_la_8883,33.9268951452488,-118.018487860867,-2012976.86811303,-315562.942308873,3.6530194510996132,0,0.1108,1.81596,0.15,3e-4,0.26440398261133047
grid_la_16932,34.1368951141751,-117.88348786661,-1995329.13229281,-295960.753506808,3.245018870737753,0,0.1545,1.27888,0.15,0.005,0.20609794814412935
grid_la_18656,34.1818951077291,-117.858487867144,-1991906.89830102,-291670.50540312,3.8382192219076257,0,0,0.13808,0.15,0.346,6.972223749589781e-4
grid_la_12710,34.0268951321143,-117.98348785868,-2007186.82687177,-305585.65748935,2.921686475483602,0,0.1227,1.66076,0.15,0.0546,0.21993284901294785
grid_la_11290,33.9918951593957,-118.398487791804,-2045260.67372892,-300093.27522441,2.462397997898956,0,0.1696,2.52873,0.04171,0.023,0.2593028138877974
grid_la_18061,34.1668951156676,-117.968487849749,-2002132.9542073,-290865.865608298,3.5358002908248976,0,0,0.53714,0.15,0.2316,0.07350676095401558
grid_la_17162,34.1418951025397,-117.688487899341,-1977758.66878415,-299685.761873122,3.0965624383741357,0,0,0.55021,0.15,0.1276,0.04112178778599849
grid_la_10384,33.9668951483668,-118.153487834892,-2024004.87351422,-308264.564019669,3.1209028176145273,0,0.286,2.81073,0.15,0.0114,0.2515348221635876
grid_la_16140,34.1168951243546,-118.023487844569,-2008375.63884245,-295026.858730936,3.3914644118391033,0,0,1.92062,0.15,0.0414,0.249388165267418
grid_la_6632,33.8668951405334,-117.813487900382,-1996178.31939943,-326538.073698555,3.1670217957902564,0,0.0779,1.17004,0.15,0.0087,0.177430289113441
grid_la_10689,33.9718951158074,-117.583487931101,-1972794.06650995,-320261.621544976,3.5033820634737327,0,0.022,0.18342,0.15,0.2475,0.0090058555393181
grid_la_13520,34.0468951168998,-117.753487896043,-1986066.58126122,-308488.17662865,3.1699681739968923,0,0.1307,1.75327,0.15,0.0011,0.2106179755681855
grid_la_9508,33.9418951290043,-117.758487903699,-1989271.92461478,-319675.061241863,3.808210972924222,0,0,0.2611,0.15,0.4723,0.014344677838107849
grid_la_3593,33.7868951448581,-117.728487921202,-1990647.63958929,-337010.90843886,2.937517892017347,0,0,0.17957,0.15,0.2251,8.71606558777944e-4
grid_la_10519,33.9718951635674,-118.433487787585,-2048932.70867756,-301452.670304895,3.0507663112330423,0,0.3332,1.65617,0.00914,0.0676,0.20188844655445873
grid_la_1143,33.7218951431453,-117.563487954468,-1977509.76780706,-347610.674387255,3.9523564773237907,0,0,0.01761,0.15,0.7845,1.524264731626811e-4
grid_la_3703,33.7918951667445,-118.133487852306,-2026888.29823775,-327520.571412089,3.0784568180532927,0,0.092,2.41729,0.04015,0.0207,0.2525680061288962
grid_la_5834,33.8468951522504,-117.9834878732,-2011962.45223592,-324940.258534055,3.0141003215196207,0,0.1122,2.74089,0.15,5e-4,0.26572889429487584
grid_la_9518,33.941895126205,-117.708487912205,-1984788.06101324,-320768.348684803,3.4807253789884878,0,0,0.35894,0.15,0.2602,0.005092014552857058
grid_la_18014,34.166895129062,-118.203487810137,-2023124.48066919,-285661.213652405,3.2610248339923973,0,0.079,1.53375,0.15,0.2042,0.12735330063325775
grid_la_4047,33.8018951761849,-118.323487819638,-2043668.41217241,-322190.457151719,3.5033820634737327,0,0.0995,1.92879,0.05497,0.0218,0.24536383220545663
grid_la_7040,33.876895132161,-117.683487921684,-1984247.41546897,-328309.14171667,2.7810369386211318,0,0,0.22325,0.15,0.6771,0.010397810884492846
grid_la_3791,33.7918951423531,-117.69348792676,-1987371.35492899,-337238.840272533,3.4967913157000425,0,0,0.04499,0.15,0.3338,1.524264731626811e-4
grid_la_11261,33.9868951143879,-117.588487929035,-1972851.52017394,-318538.558537601,3.5519376953648374,0,0,0.29693,0.15,0.4196,0.0033938427634453462
grid_la_6536,33.8668951673068,-118.293487819459,-2039228.72540126,-315880.47115974,2.8344207036815328,0,0.1416,1.8956,0.09463,0.0012,0.2496388926290672
grid_la_18583,34.1818951285502,-118.223487805538,-2024508.26956831,-283604.435623791,2.583198773968623,0,0,1.35351,0.15,0.0754,0.13777228959281262
grid_la_14288,34.0668951135215,-117.733487897816,-1983750.9473721,-306773.464447711,3.1622656142980214,0,0.053900000000000003,1.97775,0.15,3e-4,0.2625481195602354
grid_la_3329,33.7818951656437,-118.093487859833,-2023564.46708421,-329487.109897901,2.3729120029701067,0,0,1.37958,0.0388,0.0565,0.23882008963400864
